contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,Democraten 66 (D66),SP (Socialistische Partij),PVV (Partij voor de Vrijheid),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Staatkundig Gereformeerde Partij (SGP),GROENLINKS,Partij voor de Dieren,50PLUS,Lokale Partijen Gelderland-Code Oranje,Forum voor Democratie,DENK
Nijmegen,Buren,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Verzorgingshuis Oranjehof,0214::SB1,4116 DJ,1367,907,2,1,0,0,1,793,116,0,0,0,0,0,910,148,110,77,37,63,59,37,47,65,52,33,15,164,0
Nijmegen,Buren,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Dorpshuis  Erichem,0214::SB2,4117 GJ,1338,715,1,2,0,1,0,641,78,0,0,1,0,0,719,134,74,39,32,65,31,28,39,41,36,37,19,139,1
Nijmegen,Buren,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Dorpshuis  't Ecksternest,0214::SB3,4024 HM,1352,800,4,1,0,2,1,734,72,0,0,2,0,0,807,140,72,42,26,76,57,42,34,47,42,37,10,174,1
Nijmegen,Buren,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Dorpshuis De Hoekenburg Rijswijk,0214::SB4,4023 AV,394,310,1,0,0,0,0,274,37,0,0,0,0,0,311,55,29,17,13,26,32,7,1,23,20,9,4,74,0
Nijmegen,Buren,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Dorpshuis De Rozenhoek Ravenswaaij,0214::SB5,4119 LW,488,361,0,2,0,0,0,312,51,0,0,0,0,0,363,94,37,31,13,28,20,7,13,27,19,11,2,59,0
Nijmegen,Buren,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Dorpshuis Kerk-Avezaath,0214::SB6,4012 BC,1128,749,1,1,0,0,0,674,77,0,0,0,0,0,751,153,62,58,31,46,55,26,6,42,33,45,9,182,1
Nijmegen,Buren,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Dorpshuis de Oude School Zoelen,0214::SB7,4011 EM,1337,798,1,4,0,0,0,720,83,0,0,0,0,0,803,163,54,44,29,89,71,21,22,64,44,35,6,156,0
Nijmegen,Buren,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Dorpshuis 't Zoetzand  Beusichem,0214::SB8,4112 JL,1399,1060,4,0,0,4,0,945,115,0,4,0,0,0,1060,250,120,87,37,88,60,41,34,68,47,30,12,181,5
Nijmegen,Buren,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Gemeentehuis Maurik,0214::SB9,4021 VZ,1615,899,3,0,0,1,1,857,45,0,0,1,0,0,903,168,85,35,39,110,72,27,20,52,29,39,13,204,6
Nijmegen,Buren,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau O.b.s. de Klepper,0214::SB10,4111 LD,774,419,0,2,0,0,0,383,38,0,0,0,0,0,421,81,27,42,17,25,35,20,7,44,28,15,7,70,1
Nijmegen,Buren,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Het Gildehuis,0214::SB11,4033 GP,1858,1125,0,2,0,0,0,970,157,0,0,0,0,0,1127,151,89,24,37,109,64,109,203,32,45,39,14,206,3
Nijmegen,Buren,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Verzorgingshuis de Valentijn Maurik,0214::SB12,4021 HN,1789,851,4,1,0,3,0,763,90,0,3,0,0,0,853,143,70,51,52,99,76,33,16,39,37,34,7,189,5
Nijmegen,Buren,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Meentschool Ommeren,0214::SB13,4032 NA,1492,841,2,0,0,2,1,712,128,0,2,0,0,0,841,167,77,25,17,82,41,42,117,28,33,41,4,167,0
Nijmegen,Buren,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau O.b.s. Prins Willem-Alexander,0214::SB14,4112 JT,840,511,0,0,0,1,0,450,62,0,0,1,0,0,512,118,49,34,22,44,35,16,3,37,29,23,7,94,0
Nijmegen,Buren,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Dorpshuis Asch,0214::SB15,4115 RT,301,212,3,0,0,0,0,187,28,0,0,0,0,0,215,41,28,18,10,15,11,7,4,11,16,8,3,40,0
Nijmegen,Buren,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,"Stembureau Dorpshuis ""In de Gaard"" Ingen",0214::SB16,4031 MB,1648,941,5,3,0,0,0,850,99,0,0,0,0,0,949,133,89,43,31,76,66,32,36,65,57,36,10,264,3
Nijmegen,Buren,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Zaal Torenzicht Lienden,0214::SB17,4033 EC,1729,992,1,3,0,4,0,867,133,0,0,4,0,0,1000,116,68,28,28,80,63,139,198,39,16,30,10,173,4
