contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),VVD,Democraten 66 (D66),Partij van de Arbeid (P.v.d.A.),GROENLINKS,50PLUS,Partij voor de Dieren,LOKAAL-LIMBURG,Forum voor Democratie,ChristenUnie,DENK
Venlo,Roermond,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Stadhuis,0957::SB1,6041 EM,1117,780,5,3,0,2,0,720,66,0,2,0,0,0,786,113,66,49,137,51,30,112,29,35,21,118,18,1
Venlo,Roermond,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Zorgcentrum 'RCG',0957::SB2,6041 GC,1467,558,2,4,0,0,1,519,44,0,0,0,0,0,564,115,38,36,75,56,29,79,14,18,4,88,5,1
Venlo,Roermond,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Theaterhotel De Oranjerie,0957::SB3,6041 JA,1420,889,5,4,0,0,0,835,65,2,0,2,0,0,900,124,84,67,137,83,30,110,31,58,18,129,14,4
Venlo,Roermond,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Basisschool 'De Steenen Brug',0957::SB4,6041 LV,1660,872,3,0,0,2,0,802,75,0,0,2,0,0,877,131,55,36,202,81,41,123,18,40,12,119,11,3
Venlo,Roermond,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau OBS Aan de Roer,0957::SB5,6041 NR,1564,852,2,1,0,0,1,763,94,3,0,3,0,0,858,132,45,27,225,62,33,131,23,27,20,111,8,8
Venlo,Roermond,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Basisschool Willem de Zwijger,0957::SB6,6042 BL,1524,653,4,1,0,2,0,615,45,0,0,2,0,0,660,68,72,57,71,42,45,126,17,21,16,87,5,26
Venlo,Roermond,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Wijkhuis 'de Terp',0957::SB7,6043 EW,1132,296,1,4,0,0,0,272,30,1,0,1,0,0,302,21,53,22,11,12,14,41,3,8,9,20,3,79
Venlo,Roermond,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Zalencentrum 'De Velderie',0957::SB8,6043 BG,1323,516,0,0,0,0,0,452,65,1,0,1,0,0,517,33,106,42,26,11,24,53,10,18,15,56,3,119
Venlo,Roermond,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Zorgcentrum 'Roncalli',0957::SB9,6042 BC,1239,522,4,2,0,0,0,489,39,0,0,0,0,0,528,84,66,51,52,23,28,64,26,26,13,65,9,15
Venlo,Roermond,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Basisschool 'de Kasteeltuin',0957::SB10,6043 XM,1081,456,1,1,0,0,0,458,0,0,0,0,0,0,458,65,63,30,31,30,28,44,12,15,5,67,4,62
Venlo,Roermond,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Sporthal Donderberg,0957::SB11,6043 JH,1078,354,3,0,0,0,0,305,52,0,0,0,0,0,357,20,61,16,19,7,17,24,13,15,12,48,4,98
Venlo,Roermond,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau BS Vincent van Gogh,0957::SB12,6044 SX,1717,577,3,4,0,0,1,507,76,0,0,0,0,0,584,66,93,42,22,21,31,58,18,15,12,67,8,124
Venlo,Roermond,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Gemeenschapshuis 't Sjoolpaad',0957::SB13,6045 AL,1269,730,5,5,0,0,0,682,58,0,0,0,0,0,740,130,54,51,89,51,39,123,20,38,19,106,10,0
Venlo,Roermond,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Lyceum Schöndeln,0957::SB14,6045 CK,760,281,1,0,0,0,0,258,24,0,0,0,0,0,282,44,23,30,39,22,15,40,9,12,12,32,1,2
Venlo,Roermond,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Wijkaccommodatie 'Het Trefpunt',0957::SB15,6045 EJ,1233,466,4,4,0,0,0,404,70,0,0,0,0,0,474,54,136,29,20,18,18,31,14,13,8,75,6,44
Venlo,Roermond,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Basisschool 't Mozaïek',0957::SB16,6045 VA,1123,439,2,0,0,0,0,393,48,0,0,0,0,0,441,42,114,30,15,13,18,33,10,18,19,62,5,60
Venlo,Roermond,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Café-zaal 'De Ster',0957::SB17,6042 JK,1230,798,1,1,0,0,0,721,79,0,0,0,0,0,800,138,94,59,90,47,49,95,20,32,21,131,5,17
