contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),Democraten 66 (D66),CDA,Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),Staatkundig Gereformeerde Partij (SGP),ChristenUnie,GROENLINKS,Partij voor de Dieren,50PLUS,DENK,NIDA,Code Oranje,Forum voor Democratie,Lokale Partijen Zuid Holland (LPZH),JEZUS LEEFT
Dordrecht,Schiedam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Stadskantoor (Lunchkamer),0606::SB1,3112 DZ,1437,841,5,5,0,0,0,767,84,0,0,0,0,0,851,118,71,68,26,98,46,4,18,102,43,43,43,2,6,151,2,0
Dordrecht,Schiedam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Parochiecentrum De Wilgenburg,0606::SB2,3112 DT,1785,525,1,6,0,0,0,476,57,1,0,1,0,0,533,44,57,24,28,50,27,4,13,58,35,33,39,4,0,107,1,1
Dordrecht,Schiedam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Station Schiedam Centrum,0606::SB3,3112 HB,1734,1016,12,5,0,3,0,952,84,0,0,3,0,0,1036,84,67,81,27,99,65,6,26,152,70,34,113,17,5,164,2,4
Dordrecht,Schiedam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Stadskantoor (Klant Contact Centrum),0606::SB4,3112 DZ,1730,832,2,2,0,2,3,753,82,0,0,2,0,0,838,79,68,59,30,80,32,2,28,108,61,46,59,2,6,166,4,2
Dordrecht,Schiedam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Wijkcentrum Oost,0606::SB5,3112 LD,1424,630,6,3,0,1,0,569,69,0,1,0,0,0,638,38,88,28,14,63,42,4,18,64,27,32,66,6,6,128,3,3
Dordrecht,Schiedam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Openbare basisschool De Peperklip,0606::SB6,3112 ZM,1381,468,5,3,0,2,1,420,57,0,0,2,0,0,478,27,45,26,11,38,50,3,11,35,24,23,96,5,2,67,3,2
Dordrecht,Schiedam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau RK basisschool St. Willibrordus,0606::SB8,3114 LC,1914,842,3,3,0,0,0,758,90,0,0,0,0,0,848,72,143,29,14,57,68,1,14,53,48,59,32,2,5,242,3,0
Dordrecht,Schiedam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Bewonersvereniging Schiedam-Zuid,0606::SB10,3114 NK,812,475,1,0,0,0,0,425,51,0,0,0,0,0,476,31,80,25,10,31,37,3,7,33,17,37,21,4,5,133,1,0
Dordrecht,Schiedam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Zorgcentrum Frankeland,0606::SB11,3117 CS,1789,964,0,2,2,0,0,864,104,0,0,2,0,0,968,125,76,77,72,68,52,7,41,84,56,72,34,6,3,186,4,1
Dordrecht,Schiedam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Wijkcentrum De Erker,0606::SB12,3117 PR,2227,1018,4,5,0,8,1,903,115,0,8,0,0,0,1019,51,117,40,46,79,81,9,25,82,56,45,148,9,8,218,4,0
Dordrecht,Schiedam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Jacobs Gasthuis,0606::SB14,3116 BC,1944,955,7,4,0,3,0,875,94,0,0,3,0,0,969,146,61,116,59,77,53,9,43,123,54,37,11,2,4,155,4,1
Dordrecht,Schiedam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Zorgcentrum François Haverschmidt,0606::SB15,3116 HW,322,373,2,0,0,0,0,337,38,0,0,0,0,0,375,71,33,46,23,24,19,1,12,43,15,15,1,1,1,65,2,1
