contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),Democraten 66 (D66),CDA,Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),Staatkundig Gereformeerde Partij (SGP),ChristenUnie,GROENLINKS,Partij voor de Dieren,50PLUS,DENK,NIDA,Code Oranje,Forum voor Democratie,Lokale Partijen Zuid Holland (LPZH)
Leiden,Kaag en Braassem,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Arendshorst,1884::SB1,2371 CG,1742,1072,1,1,0,0,0,971,103,0,0,0,0,0,1074,321,33,130,168,46,21,1,16,68,28,58,0,1,2,170,9
Leiden,Kaag en Braassem,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Bonaventuracollege,1884::SB2,2371 VJ,1677,986,0,4,0,1,0,898,93,0,0,1,0,0,991,223,55,88,101,71,26,2,14,96,31,52,6,0,3,208,10
Leiden,Kaag en Braassem,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Gogherweide,1884::SB3,2371 RG,1848,1034,4,4,0,3,0,940,105,0,0,3,0,0,1045,156,79,103,123,82,46,3,24,82,31,66,1,0,6,217,15
Leiden,Kaag en Braassem,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,"Stembureau Stembureau Clubgebouw""Door Gunst Verkregen""",1884::SB4,2376 BH,535,272,0,0,0,0,0,248,24,0,0,0,0,0,272,48,25,23,48,23,9,0,12,10,12,16,0,2,2,40,2
Leiden,Kaag en Braassem,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Brandweerkazerne Hertogspark,1884::SB5,2375 XB,1863,1066,3,0,0,1,0,969,101,0,0,1,0,0,1070,229,74,99,186,63,34,9,29,67,36,44,2,0,6,181,7
Leiden,Kaag en Braassem,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Prot. Gemeente Kaag,1884::SB7,2159 LA,368,237,0,1,0,4,0,210,32,0,0,4,0,0,242,72,8,23,18,10,7,0,3,12,16,6,0,0,0,62,0
Leiden,Kaag en Braassem,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau De Roelevaer,1884::SB8,2371 NK,1428,890,0,1,0,0,0,821,70,0,0,0,0,0,891,186,57,104,121,50,27,2,19,74,21,41,4,0,1,175,8
Leiden,Kaag en Braassem,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Huize Jacobus,1884::SB9,2377 CR,1417,505,3,3,0,0,0,477,34,0,0,0,0,0,511,98,32,31,99,21,11,0,8,30,17,45,2,0,2,101,8
Leiden,Kaag en Braassem,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Schoolhuis,1884::SB10,2465 AC,975,613,2,0,0,0,0,565,50,0,0,0,0,0,615,119,33,59,98,33,25,13,24,46,29,33,0,0,1,95,5
Leiden,Kaag en Braassem,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Het Spant,1884::SB11,2451 BV,1800,1087,4,3,0,0,0,982,112,0,0,0,0,0,1094,202,78,79,153,62,32,4,27,64,32,67,2,3,7,263,12
