contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),Democraten 66 (D66),CDA,Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),Staatkundig Gereformeerde Partij (SGP),ChristenUnie,GROENLINKS,Partij voor de Dieren,50PLUS,DENK,NIDA,Code Oranje,Forum voor Democratie,Lokale Partijen Zuid Holland (LPZH),JEZUS LEEFT
Dordrecht,Barendrecht,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau 01 Gemeentehuis 1,0489::SB1,2991 AA,1207,603,2,0,0,0,0,533,71,0,1,0,0,0,604,92,37,24,66,40,19,45,46,37,23,26,7,2,2,134,2,1
Dordrecht,Barendrecht,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau 02 Triomfatorkerk 1,0489::SB2,2991 CH,904,678,2,1,0,0,1,614,66,0,0,0,0,0,681,128,22,45,80,40,21,48,62,56,17,19,0,1,2,133,4,0
Dordrecht,Barendrecht,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau 03 trouwzaal De Watertoren,0489::SB3,2992 BE,1220,823,1,2,0,0,0,740,86,0,0,0,0,0,826,93,38,53,85,54,17,126,70,49,27,31,2,0,6,165,3,4
Dordrecht,Barendrecht,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau 04 Café 't Schaapje,0489::SB4,2993 BG,1365,707,2,2,0,0,0,626,85,0,0,0,0,0,711,125,54,51,55,57,19,22,27,46,20,47,11,2,1,166,3,1
Dordrecht,Barendrecht,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau 05 basisschool De Draaimolen,0489::SB5,2992 DN,2151,1207,2,2,1,0,0,1089,123,0,0,1,0,0,1212,168,51,76,145,70,55,89,90,62,52,60,7,0,1,266,12,3
Dordrecht,Barendrecht,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau 07 Immanuelkerk,0489::SB7,2992 GG,1445,997,3,3,0,0,0,881,122,0,0,0,0,0,1003,165,55,61,100,64,31,86,85,54,30,42,2,1,3,204,14,0
Dordrecht,Barendrecht,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau 08 Woonzorgcentrum Borgstede,0489::SB8,2991 HP,1383,736,4,0,0,0,0,680,60,0,0,0,0,0,740,82,52,29,81,60,29,63,50,58,42,46,5,0,2,132,5,0
Dordrecht,Barendrecht,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau 09 Gemeentehuis 2,0489::SB9,2991 AA,1349,701,1,3,0,0,0,625,80,0,0,0,0,0,705,101,48,45,58,45,19,69,51,38,22,26,17,1,1,154,5,1
Dordrecht,Barendrecht,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau 10 gebouw De Baerne,0489::SB10,2991 GA,1287,908,0,2,0,0,1,814,95,0,0,0,0,0,910,96,59,63,105,63,34,89,66,51,33,48,4,4,1,188,3,1
Dordrecht,Barendrecht,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau 11 Basisschool De Tweemaster,0489::SB11,2991 JN,1174,807,3,2,0,2,0,689,125,0,0,2,0,0,814,127,37,61,82,69,22,33,59,83,27,39,5,0,3,153,7,0
Dordrecht,Barendrecht,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau 12 Recreatieruimte De Boeg,0489::SB12,2991 DL,1302,693,1,0,0,0,0,640,54,0,0,0,0,0,694,78,34,21,105,63,34,41,40,52,28,48,5,0,0,140,4,0
Dordrecht,Barendrecht,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau 13 Dependance De Draaimolen,0489::SB13,2992 GK,1866,850,5,2,0,0,0,769,88,0,0,0,0,0,857,162,53,62,89,63,27,29,26,46,28,35,4,2,1,215,7,1
Dordrecht,Barendrecht,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau 14 Eben Haezerkerk (bibliotheek),0489::SB14,2992 AM,1714,1185,6,1,0,0,0,1067,125,0,0,0,0,0,1192,182,52,76,114,55,35,155,114,58,38,47,0,2,2,248,7,0
Dordrecht,Barendrecht,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau 15 R.K. basisschool De Trinoom,0489::SB15,2993 GG,1970,1082,1,1,0,0,0,954,130,0,0,0,0,0,1084,236,74,56,56,77,41,14,44,43,50,61,26,5,0,289,7,3
Dordrecht,Barendrecht,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau 16 Sporthal Waterpoort 1,0489::SB16,2993 DL,2043,1006,15,3,26,0,0,879,119,0,26,0,0,0,998,146,66,79,71,88,32,19,34,78,27,56,19,4,1,270,16,0
Dordrecht,Barendrecht,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau 17 Sporthal Waterpoort 2,0489::SB17,2993 DL,2139,1180,1,3,14,0,0,1057,141,0,0,14,0,0,1198,184,99,69,76,71,63,29,49,57,37,89,18,5,8,318,8,0
Dordrecht,Barendrecht,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau 18 P.C. Basisschool Smitshoek,0489::SB18,2993 XJ,1116,689,4,2,0,0,0,613,82,0,0,0,0,0,695,176,40,63,44,34,16,10,32,45,16,25,14,4,8,156,6,0
Dordrecht,Barendrecht,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau 19 Sporthal Waterpoort 3,0489::SB19,2993 DL,2024,1014,1,3,1,0,2,905,112,0,0,1,0,0,1019,154,93,40,55,81,34,6,39,63,35,66,14,7,0,311,10,6
Dordrecht,Barendrecht,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau 20 openb. basisschool De Driehoek,0489::SB20,2994 AS,829,530,2,3,0,0,0,469,66,0,0,0,0,0,535,87,52,37,29,38,11,21,27,30,15,25,18,1,0,131,7,1
Dordrecht,Barendrecht,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau 21 Het Hart van Vrijenburg,0489::SB21,2994 CD,1836,719,2,0,3,0,0,634,90,0,0,3,0,0,724,102,63,48,27,65,20,14,24,42,25,28,49,9,3,193,4,3
Dordrecht,Barendrecht,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau 22 Portakabin bij gem. gemaal,0489::SB22,,1944,820,1,7,0,0,0,745,83,0,0,0,0,0,828,144,86,42,39,57,29,10,22,39,27,46,30,1,1,237,7,3
Dordrecht,Barendrecht,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau 23 jongerencentrum BLOK 0180  1,0489::SB23,2992 ZB,1074,635,3,5,1,0,0,559,83,0,1,0,0,0,642,123,34,50,70,25,11,60,46,29,13,18,1,1,1,139,12,2
Dordrecht,Barendrecht,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau 24 Portakabin bij het NS station,0489::SB24,2991 RN,828,709,1,0,1,0,1,658,52,0,0,1,0,0,711,109,37,56,47,50,31,39,48,71,34,26,7,0,2,148,4,0
Dordrecht,Barendrecht,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau 25 jongerencentrum BLOK 0180  2,0489::SB25,2992 ZB,1301,608,2,0,1,0,0,535,76,0,0,1,0,0,611,144,31,32,50,31,5,40,41,28,9,25,4,1,2,162,3,0
Dordrecht,Barendrecht,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau 26 Triomfatorkerk 2,0489::SB26,2991 CH,921,678,5,0,0,0,1,613,69,0,0,0,0,0,683,126,27,64,59,31,13,60,60,55,34,23,0,3,0,119,3,1
