contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),VVD,Democraten 66 (D66),Partij van de Arbeid (P.v.d.A.),GROENLINKS,50PLUS,Partij voor de Dieren,LOKAAL-LIMBURG,Forum voor Democratie,ChristenUnie,DENK
Venlo,Venray,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Gemeentehuis,0984::SB1,,1981,1215,10,1,0,3,0,1098,131,0,0,3,0,0,1229,221,65,100,185,215,74,75,43,34,25,146,15,17
Venlo,Venray,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Vincent van Gogh / Kapel,0984::SB2,,1600,857,5,1,0,2,1,765,95,0,2,0,0,0,861,97,57,82,147,144,72,74,23,28,9,106,7,11
Venlo,Venray,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Turks centrum,0984::SB3,,1436,585,3,5,0,0,0,527,66,0,0,0,0,0,593,130,50,55,65,74,48,57,24,9,7,50,2,14
Venlo,Venray,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Wijkcentrum Den Hoender,0984::SB4,,1612,806,3,4,0,0,0,739,73,0,1,0,1,0,812,170,82,97,83,99,56,46,24,15,13,99,9,13
Venlo,Venray,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau De Hoge Beek - ontmoetingscentrum De Halm,0984::SB5,,2159,818,1,3,0,1,0,734,87,0,1,0,0,0,821,125,77,62,145,118,57,53,32,14,15,96,17,7
Venlo,Venray,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Schouwburg Venray,0984::SB6,,1497,831,5,0,0,1,0,756,79,0,1,0,0,0,835,122,57,66,88,136,51,70,37,21,21,148,7,7
Venlo,Venray,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Laco Venray De Sprank,0984::SB7,,1789,1328,3,3,0,2,0,1170,162,0,2,0,0,0,1332,205,68,92,253,236,64,120,37,48,18,167,15,5
Venlo,Venray,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau WOC 't Schöpke,0984::SB8,,1826,885,3,2,0,0,0,814,77,1,0,1,0,0,891,136,78,84,76,128,51,75,38,32,15,146,8,18
Venlo,Venray,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau MFC Brukske Wijkcentrum A,0984::SB9,,1660,670,1,2,0,1,0,590,82,0,1,0,0,0,672,70,118,88,26,51,41,51,29,21,10,98,2,65
Venlo,Venray,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau MFC Brukske Wijkcentrum B,0984::SB10,,1506,559,4,3,0,0,0,509,57,0,0,0,0,0,566,70,50,89,38,54,49,41,10,19,8,76,6,49
Venlo,Venray,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Wijkcentrum 't Stekske A,0984::SB11,,2255,1137,2,3,0,0,1,1024,117,0,0,0,0,0,1142,97,121,160,117,117,119,76,42,27,20,217,9,15
Venlo,Venray,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Wijkcentrum 't Stekske B,0984::SB12,,2354,957,4,0,0,8,0,865,104,0,0,8,0,0,969,104,87,141,100,125,68,79,27,21,13,171,14,7
Venlo,Venray,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau 't Honk Blitterswijck,0984::SB13,,826,423,2,2,0,2,0,393,36,0,0,2,0,0,429,80,50,57,32,33,22,50,5,11,14,68,0,1
Venlo,Venray,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau De Alde Schol Geijsteren,0984::SB14,,345,231,3,0,0,0,0,217,17,0,0,0,0,0,234,96,10,16,22,27,9,19,12,2,2,15,1,0
Venlo,Venray,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau De Zandhoek Wanssum,0984::SB15,,1499,773,2,0,0,1,0,696,80,0,0,1,0,0,776,233,68,79,92,44,34,51,34,17,9,105,6,1
Venlo,Venray,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau D'n Oesterham Oostrum,0984::SB16,,1907,998,1,0,0,0,0,912,87,0,0,0,0,0,999,213,65,67,207,138,59,87,32,20,9,92,7,2
Venlo,Venray,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau 't Pelgrimshuis Smakt,0984::SB17,,175,117,0,0,0,0,0,104,13,0,0,0,0,0,117,30,14,9,10,11,10,5,1,6,2,16,3,0
Venlo,Venray,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau De Smelehof Ysselsteyn,0984::SB18,,1713,981,1,1,0,1,2,825,158,1,0,2,0,0,985,481,54,73,70,115,19,34,12,7,8,101,7,0
Venlo,Venray,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Partycentrum 't Anker Merselo,0984::SB19,,831,486,1,0,0,1,0,437,51,0,0,1,0,0,488,145,46,36,65,54,10,23,18,16,2,65,5,1
Venlo,Venray,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau De Kleine Loef Vredepeel,0984::SB20,,167,101,0,0,0,0,0,92,9,0,0,0,0,0,101,76,8,1,6,1,1,0,1,1,1,5,0,0
Venlo,Venray,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau De Linde Oirlo,0984::SB21,,902,517,1,1,0,0,0,458,59,0,2,0,2,0,517,190,50,32,76,57,14,16,11,8,3,56,4,0
Venlo,Venray,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau De Wis Castenray,0984::SB22,,621,336,0,0,0,0,0,289,47,0,0,0,0,0,336,147,23,25,26,20,5,14,11,7,1,57,0,0
Venlo,Venray,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau De Hoefslag Veulen,0984::SB23,,413,259,0,0,0,0,0,223,36,0,0,0,0,0,259,112,22,18,28,10,9,12,2,4,3,36,2,1
Venlo,Venray,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau MFC De Baank Leunen,0984::SB24,,1773,967,1,0,0,0,0,858,110,0,0,0,0,0,968,281,75,77,137,122,56,60,25,16,5,95,18,0
Venlo,Venray,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau MFC Heide,0984::SB25,,404,278,0,2,0,0,0,253,27,0,0,0,0,0,280,108,12,22,42,18,12,22,11,3,0,28,0,0
Venlo,Venray,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Mobiel Stembureau,0984::SB26,,0,102,0,0,0,0,0,89,13,0,0,0,0,0,102,19,10,10,11,11,10,14,1,3,0,8,4,1
