contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Partij van de Arbeid (P.v.d.A.),VVD,SP (Socialistische Partij),FNP,PVV (Partij voor de Vrijheid),ChristenUnie,Democraten 66 (D66),GROENLINKS,Partij voor de Dieren,50PLUS,Provinciaal Belang Fryslân,Natuurlijk Fryslân,DENK,Staatkundig Gereformeerde Partij (SGP),Forum voor Democratie
,Súdwest-Fryslân,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Woonwinkel Thús,1900::SB1,8601 CW,1020,659,1,2,0,1,0,625,38,0,0,1,0,0,663,72,82,118,29,38,38,24,44,58,27,15,6,11,1,0,96
,Súdwest-Fryslân,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Doarpshûs It Nije Formidden,1900::SB2,8633 JA,687,492,1,2,0,0,0,447,48,0,0,0,0,0,495,88,42,51,15,45,27,30,38,42,13,12,4,14,0,1,70
,Súdwest-Fryslân,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau ROC Friese Poort,1900::SB3,8602 JX,1079,592,1,0,0,0,0,535,58,0,0,0,0,0,593,137,69,60,31,51,20,33,36,41,15,14,6,7,1,2,69
,Súdwest-Fryslân,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Ut Wykje,1900::SB4,8607 BG,1120,460,1,3,0,0,0,424,40,0,0,0,0,0,464,48,52,22,44,31,81,23,13,24,9,12,13,7,4,0,77
,Súdwest-Fryslân,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau De Eekmolen,1900::SB5,8606 EJ,1096,535,5,1,0,0,0,504,37,0,0,0,0,0,541,59,72,34,63,41,73,21,23,37,9,16,7,7,0,2,71
,Súdwest-Fryslân,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Frittemahof,1900::SB6,8604 AA,1434,1030,5,2,2,0,0,948,91,0,0,2,0,0,1039,216,135,139,46,47,27,95,72,83,15,22,7,12,0,5,109
,Súdwest-Fryslân,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau It Skûlplak,1900::SB7,8603 AP,1327,748,2,3,0,0,0,697,56,0,0,0,0,0,753,93,102,66,44,78,35,29,47,66,36,19,6,10,0,1,116
,Súdwest-Fryslân,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Dr Wumkeshûs,1900::SB8,8606 AV,1190,633,3,1,0,0,0,591,46,0,0,0,0,0,637,89,78,56,48,52,43,30,23,34,17,20,9,6,0,1,127
,Súdwest-Fryslân,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Parkflat (Stadsfenne),1900::SB9,8604 ZG,1265,815,1,3,0,0,0,758,60,0,1,0,1,0,818,146,127,96,42,49,45,60,43,60,33,20,9,11,1,4,69
,Súdwest-Fryslân,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Bonifatiushuis,1900::SB10,8605 BW,892,596,3,2,0,0,0,558,44,1,0,1,0,0,602,94,89,74,18,42,13,24,48,55,14,18,8,14,0,4,81
