contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Partij van de Arbeid (P.v.d.A.),VVD,SP (Socialistische Partij),FNP,PVV (Partij voor de Vrijheid),ChristenUnie,Democraten 66 (D66),GROENLINKS,Partij voor de Dieren,50PLUS,Provinciaal Belang Fryslân,Natuurlijk Fryslân,DENK,Staatkundig Gereformeerde Partij (SGP),Forum voor Democratie
,Achtkarspelen,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Cultureelcentrum De Wâldsang,0059::SB1,9285 RZ,1659,1031,3,1,0,0,1,945,89,0,0,0,0,0,1035,224,105,62,43,61,37,196,39,78,9,11,19,8,0,35,104
,Achtkarspelen,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Sociaal Cultureel Werk It Koartling,0059::SB2,9285 NE,1308,740,2,0,0,0,0,678,64,0,0,0,0,0,742,176,74,55,23,66,44,104,15,43,21,12,7,5,0,7,88
,Achtkarspelen,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Zorgcentrum Haersmahiem,0059::SB3,9285 TR,1400,1156,4,1,0,0,1,1072,88,0,0,0,0,0,1161,251,165,70,36,84,48,204,37,59,25,14,13,7,0,19,124
,Achtkarspelen,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Schoolgebouw De Bernebrêge,0059::SB4,9231 JJ,1192,709,1,5,0,0,0,653,62,0,0,0,0,0,715,150,77,35,23,53,61,97,22,25,16,15,21,2,1,12,99
,Achtkarspelen,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Zorgcentrum 't Suyderhuys,0059::SB5,9231 BB,1763,1012,7,3,0,1,0,923,100,0,0,1,0,0,1023,262,131,67,50,64,71,115,25,28,10,19,21,4,0,13,132
,Achtkarspelen,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Verenigingsgebouw De Lantearne,0059::SB6,9231 CA,1736,977,1,2,0,1,0,883,96,0,1,0,0,0,979,221,79,50,36,73,109,124,8,26,11,12,27,2,1,14,184
,Achtkarspelen,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Sporthal De Fûgelkamp,0059::SB7,9281 MA,1553,760,1,2,0,0,0,673,90,0,0,0,0,0,763,104,57,45,30,52,138,60,6,19,4,6,25,0,3,21,190
,Achtkarspelen,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Sociaal Cultureel Werk Clubhuis,0059::SB8,9281 RD,1750,851,4,1,0,0,0,735,121,0,0,0,0,0,856,95,87,35,41,76,133,51,3,20,15,11,29,7,0,21,227
,Achtkarspelen,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau MFA Tillehûs,0059::SB9,9288 AM,1872,929,0,2,0,0,0,847,84,0,0,0,0,0,931,124,85,43,35,132,109,105,24,29,14,24,36,6,1,17,145
,Achtkarspelen,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Dorpshuis De Jister,0059::SB10,9287 LC,1391,693,0,0,0,0,0,601,92,0,0,0,0,0,693,112,53,32,25,125,88,48,15,15,5,13,6,0,0,26,130
,Achtkarspelen,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Verenigingsgebouw De Fakkel,0059::SB11,9289 HL,1319,796,2,0,0,5,1,733,69,0,0,5,0,0,803,242,31,22,18,71,62,135,7,19,7,11,14,2,0,34,121
,Achtkarspelen,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau MFC De Delfeart,0059::SB12,9283 TR,986,600,0,2,0,0,0,528,74,0,0,0,0,0,602,164,28,35,32,82,42,63,7,28,11,5,11,1,1,10,80
,Achtkarspelen,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Seniorencomplex Nij Stiensgea,0059::SB13,9284 TL,936,504,0,1,0,0,0,449,56,0,0,0,0,0,505,69,40,20,27,73,61,53,11,20,13,7,10,1,0,25,74
,Achtkarspelen,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Dorpshuis De Smoutte,0059::SB14,9233 KL,1023,569,3,0,0,0,0,507,65,0,0,0,0,0,572,40,71,18,38,102,92,35,15,29,12,7,14,2,1,3,90
,Achtkarspelen,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Dorpshuis Rehoboth,0059::SB15,9873 RE,853,549,1,0,0,1,0,496,53,0,1,0,0,0,549,139,28,26,19,46,42,65,8,18,7,9,9,0,0,1,132
,Achtkarspelen,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Dorpshuis De Bining,0059::SB16,9286 EP,843,544,0,0,0,0,0,479,65,0,0,0,0,0,544,98,46,22,18,83,69,52,3,10,15,5,26,5,0,12,80
