contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,SP (Socialistische Partij),PVV (Partij voor de Vrijheid),Democraten 66 (D66),Partij van de Arbeid (P.v.d.A.),GROENLINKS,50PLUS,Partij voor de Dieren,ChristenUnie-SGP,Lokaal Brabant,Ouderen Appèl - Hart voor Brabant,Forum voor Democratie,DENK,Senioren Brabant,Code Oranje
's-Hertogenbosch,Vught,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Service appartementen Eikendonck,0865::SB1,5261BN,1521,1041,1,0,0,2,0,939,101,0,2,0,0,0,1040,275,123,49,28,173,90,120,20,41,13,9,3,86,0,11,0
's-Hertogenbosch,Vught,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Woonzorgcentrum Elisabeth,0865::SB2,5261VM,1449,907,6,3,0,0,0,830,86,0,0,0,0,0,916,192,85,103,30,126,83,92,21,43,7,16,8,89,0,10,2
's-Hertogenbosch,Vught,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Visio De Vlasborch,0865::SB3,5261TB,1605,826,1,3,0,0,0,772,58,0,0,0,0,0,830,87,73,167,64,73,74,95,28,31,9,17,1,95,1,9,2
's-Hertogenbosch,Vught,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Het Kwartier,0865::SB4,5263DP,1809,1111,2,3,0,0,0,977,139,0,0,0,0,0,1116,380,78,50,18,253,50,115,14,48,11,11,3,74,0,3,3
's-Hertogenbosch,Vught,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Brasserie 155,0865::SB5,5263CN,1674,1224,2,5,0,0,0,1039,192,0,0,0,0,0,1231,579,137,18,15,151,58,77,17,35,9,10,2,114,0,2,0
's-Hertogenbosch,Vught,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Kindcentrum de Leydraad,0865::SB6,5266BA,1046,396,1,1,0,0,0,362,36,0,0,0,0,0,398,103,57,30,15,43,18,26,8,15,7,6,3,61,0,4,0
's-Hertogenbosch,Vught,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Openbare Basisschool De Piramide,0865::SB7,5262XE,1676,1121,4,0,1,0,0,1024,103,1,0,2,0,0,1127,209,66,110,36,222,103,173,26,65,12,10,1,82,0,6,0
's-Hertogenbosch,Vught,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Jeugd- en Jongerencentrum Elzenburg,0865::SB8,5262GW,1237,811,5,3,0,2,0,730,91,0,0,2,0,0,821,141,49,137,55,62,58,98,14,30,15,17,2,125,0,7,1
's-Hertogenbosch,Vught,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau De Molenhoek,0865::SB9,5262EC,1279,473,0,0,0,0,0,441,32,0,0,0,0,0,473,66,33,98,50,56,43,30,17,17,1,8,2,47,1,4,0
's-Hertogenbosch,Vught,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau De Rode Rik,0865::SB10,5262HX,1292,778,0,3,0,0,0,716,64,0,1,0,1,0,780,114,76,107,50,73,81,77,17,36,11,19,8,104,0,4,1
's-Hertogenbosch,Vught,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau OJBS De Lichtstraat,0865::SB11,5262JH,1252,845,1,0,0,0,0,762,84,0,0,0,0,0,846,150,86,89,17,146,85,118,17,35,11,10,4,70,0,6,1
's-Hertogenbosch,Vught,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Woonzorgcentrum Theresia,0865::SB12,5262TN,1536,1004,7,0,0,1,2,929,81,0,0,1,0,0,1012,155,100,143,63,75,86,133,33,40,16,15,5,133,0,6,1
's-Hertogenbosch,Vught,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau HealthCity Vught,0865::SB13,5262LK,1811,718,1,0,0,0,0,719,0,0,0,0,0,0,719,131,48,76,30,88,69,91,19,31,9,6,4,102,4,9,1
's-Hertogenbosch,Vught,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Gemeentekantoor,0865::SB14,5261EP,1104,683,0,0,0,0,1,608,74,0,0,0,0,0,683,149,56,72,21,117,50,59,10,33,8,10,0,92,0,5,1
