contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,VVD,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),Democraten 66 (D66),PVV (Partij voor de Vrijheid),ChristenUnie,Staatkundig Gereformeerde Partij (SGP),GROENLINKS,50PLUS,Partij voor de Dieren,Forum voor Democratie,DENK
,Steenwijkerland,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Gemeentehuis,1708::SB1,8331 XE,1672,945,1,4,0,0,2,876,72,0,0,0,0,0,950,128,99,65,103,38,75,87,4,82,51,44,159,10
,Steenwijkerland,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau MFC de Zuidwester,1708::SB2,8331 MZ,889,518,2,4,0,1,2,481,42,0,0,1,0,0,525,50,40,44,78,14,57,40,8,38,22,24,98,5
,Steenwijkerland,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Kindcentr. Willem-Alexander,1708::SB3,8331 RV,1069,403,2,1,0,0,0,370,36,0,0,0,0,0,406,17,22,27,72,6,55,22,2,25,28,13,83,31
,Steenwijkerland,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Nijenstede,1708::SB4,8331 GZ,1722,1033,7,1,0,3,0,968,76,0,0,3,0,0,1044,166,151,58,131,49,53,66,21,82,67,47,134,8
,Steenwijkerland,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Zonnekamp,1708::SB5,8331 XR,1734,941,2,7,0,0,0,882,68,0,0,0,0,0,950,134,108,52,135,42,80,81,12,53,72,33,137,2
,Steenwijkerland,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Mixed Hockey Club,1708::SB6,8332 CZ,1305,813,1,1,0,2,1,746,66,0,2,0,2,0,813,81,121,34,87,46,49,102,14,106,29,34,109,1
,Steenwijkerland,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Wijkgebouw De Gagels,1708::SB7,8331 BZ,1561,733,0,0,0,0,0,677,56,0,0,0,0,0,733,99,91,53,101,26,61,64,8,56,38,35,98,3
,Steenwijkerland,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau De Meenthehof,1708::SB8,8332 AZ,1419,871,3,2,0,0,0,808,68,0,0,0,0,0,876,107,94,61,115,41,55,83,9,93,49,32,124,8
,Steenwijkerland,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Wijkcentrum De Oerthe,1708::SB9,8332 JD,1055,659,2,0,0,0,0,606,55,0,0,0,0,0,661,83,72,36,84,35,34,72,8,73,36,25,99,2
,Steenwijkerland,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Scouting Gebouw,1708::SB10,8334 RR,1783,1094,2,2,0,0,0,1020,77,0,1,0,1,0,1097,161,193,40,91,81,55,86,11,124,69,24,156,3
,Steenwijkerland,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau MFC et Kloniehuus,1708::SB11,8338 ST,1071,551,0,0,0,0,0,503,48,0,0,0,0,0,551,70,84,40,45,32,32,26,11,62,29,16,104,0
,Steenwijkerland,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Dorpshuis Onna,1708::SB12,8344 XR,1209,498,1,1,0,0,0,456,44,0,0,0,0,0,500,53,86,21,40,20,55,39,11,53,11,22,87,0
,Steenwijkerland,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau De Ontmoeting,1708::SB13,8347 WD,776,438,1,0,0,0,1,397,41,0,0,0,0,0,439,58,96,18,21,22,49,15,16,30,23,22,68,0
,Steenwijkerland,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau MFC Hoogthij,1708::SB14,8341 SC,1698,1087,4,4,0,0,0,1015,80,0,0,0,0,0,1095,169,147,98,112,46,84,33,11,112,58,43,174,0
,Steenwijkerland,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Dorpshuis Kallenkote,1708::SB15,8345 HH,287,211,0,0,0,0,0,200,11,0,0,0,0,0,211,45,36,8,18,16,18,8,1,18,6,2,35,0
,Steenwijkerland,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Landstede Educatie,1708::SB16,8325 XH,1753,863,0,0,0,0,0,789,74,0,0,0,0,0,863,172,83,49,97,35,49,104,19,36,32,25,158,4
,Steenwijkerland,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Kinderopvang Speel@Home,1708::SB17,8332 GL,960,607,0,2,0,0,0,564,45,0,0,0,0,0,609,68,125,23,60,53,26,44,7,62,22,28,88,1
,Steenwijkerland,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Nieuw Clarenberg,1708::SB18,8325 AZ,1479,1002,3,2,0,0,2,924,81,0,0,0,0,0,1007,208,106,57,98,32,78,161,20,45,38,26,132,1
,Steenwijkerland,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Sint Janskamp,1708::SB19,8326 BZ,1180,706,0,0,0,0,0,632,74,0,0,0,0,0,706,165,49,15,24,12,33,197,65,17,17,7,105,0
,Steenwijkerland,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Vrijgemaakte Ger Kerk,1708::SB20,8326 AV,771,538,2,1,0,0,0,482,59,0,0,0,0,0,541,83,34,8,8,6,28,210,62,24,3,12,58,2
,Steenwijkerland,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Dorpshuis Belt-Schutsloot,1708::SB21,8066 PT,466,302,0,0,0,0,0,282,20,0,0,0,0,0,302,80,40,12,9,11,20,58,8,13,6,3,42,0
,Steenwijkerland,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Dorpshuis De Wanne,1708::SB22,7946 AP,1377,762,0,0,0,2,0,697,63,0,2,0,0,0,760,124,152,40,49,37,50,48,10,53,33,20,146,0
,Steenwijkerland,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Zonnewiede,1708::SB23,8355 DE,964,577,1,2,0,0,0,516,64,0,0,0,0,0,580,43,161,32,71,46,26,19,10,27,37,17,88,0
,Steenwijkerland,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau De Buuzepolle,1708::SB24,8355 BE,1089,593,4,0,0,0,0,523,74,0,0,0,0,0,597,76,112,36,84,25,36,27,4,45,23,20,103,2
,Steenwijkerland,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Dorpshuis Dwarsgracht,1708::SB25,8355 CT,174,147,0,2,0,0,0,136,13,0,0,0,0,0,149,17,29,6,5,9,7,14,0,17,8,7,28,0
,Steenwijkerland,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau MFC De Ploats,1708::SB26,8356 DB,1076,746,1,0,0,0,0,669,78,0,0,0,0,0,747,165,141,29,48,35,58,29,7,58,22,27,127,0
,Steenwijkerland,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Zalencentrum  Dalzicht,1708::SB27,8375 AH,1352,893,2,1,0,2,2,830,66,0,0,2,0,2,898,188,142,41,60,53,41,58,9,116,42,20,122,1
,Steenwijkerland,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau De Landerijen,1708::SB28,8375 CD,1125,660,4,3,0,1,0,622,46,0,0,1,0,0,668,155,83,33,49,30,58,40,4,69,43,19,77,0
,Steenwijkerland,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Dorpshuis De Slinger,1708::SB29,8376 HK,448,276,0,0,0,0,0,246,30,0,0,0,0,0,276,40,37,14,19,16,10,21,8,37,12,15,47,0
,Steenwijkerland,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau KGH,1708::SB30,8377 HL,208,150,1,1,0,0,0,138,14,0,0,0,0,0,152,20,14,7,9,19,8,4,0,26,5,11,27,0
,Steenwijkerland,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Streekcentrum,1708::SB31,8371 WJ,608,424,0,0,0,0,0,376,48,0,0,0,0,0,424,101,77,8,27,21,33,16,8,27,20,16,70,0
,Steenwijkerland,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Dorpshuis De Botter,1708::SB32,8374 KC,668,467,0,2,0,0,0,432,37,0,0,0,0,0,469,101,75,26,40,10,40,14,15,18,20,8,100,0
,Steenwijkerland,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Dorpshuis De Skulpe,1708::SB33,8373 EJ,198,176,0,0,0,0,0,160,16,0,0,0,0,0,176,30,29,6,14,10,13,5,2,18,5,7,37,0
