contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,SP (Socialistische Partij),PVV (Partij voor de Vrijheid),Democraten 66 (D66),Partij van de Arbeid (P.v.d.A.),GROENLINKS,50PLUS,Partij voor de Dieren,ChristenUnie-SGP,Lokaal Brabant,Ouderen Appèl - Hart voor Brabant,Forum voor Democratie,DENK,Senioren Brabant,Code Oranje
Tilburg,Oisterwijk,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Stembureau Het Raadhuis,0824::SB1,5061 HX,1273,883,2,1,0,0,0,812,74,0,0,0,0,0,886,222,92,46,39,80,45,110,34,31,8,21,3,135,5,11,1
Tilburg,Oisterwijk,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Stembureau Zorgcentrum De Vloet,0824::SB2,5061 GA,1319,829,2,1,0,0,0,757,75,0,0,0,0,0,832,191,140,53,32,92,49,60,36,38,7,36,4,84,0,6,1
Tilburg,Oisterwijk,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Stembureau Atelier De Krekul,0824::SB3,5061 VT,1459,691,4,0,0,0,1,637,59,0,0,2,0,0,697,91,60,82,64,57,44,79,27,25,10,29,2,110,2,7,2
Tilburg,Oisterwijk,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Stembureau Basisschool De Tovervogel,0824::SB4,5061 LA,1684,1037,5,5,0,0,1,932,116,0,0,2,0,0,1049,305,123,31,50,107,50,108,24,36,12,29,4,150,2,6,0
Tilburg,Oisterwijk,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Stembureau Kerkhovense Molen,0824::SB5,5061 DR,1043,700,4,1,0,0,0,652,53,0,0,0,0,0,705,96,63,63,56,57,43,95,30,30,10,24,7,106,1,16,3
Tilburg,Oisterwijk,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Stembureau Brede school De Bunders,0824::SB6,5062 LK,1371,993,2,3,0,0,0,900,98,0,0,0,0,0,998,343,104,32,16,141,46,60,37,40,12,16,5,133,1,6,1
Tilburg,Oisterwijk,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Stembureau Ontmoetingscentrum De Coppele,0824::SB7,5061 AS,2161,1074,11,1,0,0,0,989,97,0,0,0,0,0,1086,119,97,116,92,80,84,142,49,55,9,32,6,161,15,16,1
Tilburg,Oisterwijk,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Stembureau 2College Durendael,0824::SB8,5061 EE,1839,812,3,2,0,0,2,728,87,0,0,0,0,0,817,208,99,49,31,96,51,67,33,30,13,18,6,104,0,6,1
Tilburg,Oisterwijk,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Stembureau Basisschool De Molenhoek,0824::SB9,5063 EA,1611,628,2,0,0,0,0,572,58,0,0,0,0,0,630,145,79,41,34,63,30,61,31,27,11,13,0,86,1,5,1
Tilburg,Oisterwijk,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Stembureau Wijkcentrum Pannenschuur,0824::SB10,5061 WB,1833,1010,4,0,0,0,0,932,82,0,0,0,0,0,1014,142,88,128,90,104,71,104,50,40,1,31,5,136,5,15,0
Tilburg,Oisterwijk,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Stembureau Cul. centr. Den Boogaard (1),0824::SB11,5066 AR,1591,920,3,5,0,0,0,803,125,0,0,0,0,0,928,180,215,64,40,115,35,49,31,26,7,34,5,108,0,10,1
Tilburg,Oisterwijk,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Stembureau Cult. centr. Den Boogaard (2),0824::SB12,5066 AR,1738,1010,2,1,0,0,0,893,121,0,0,1,0,0,1014,203,213,81,49,100,47,76,30,30,10,18,7,136,0,7,3
Tilburg,Oisterwijk,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Stembureau Park Stanislaus,0824::SB13,5066 AA,1627,800,5,0,0,0,0,716,89,0,0,0,0,0,805,193,141,71,39,80,40,46,33,24,8,8,5,98,1,11,2
