contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Partij van de Arbeid (P.v.d.A.),VVD,SP (Socialistische Partij),FNP,PVV (Partij voor de Vrijheid),ChristenUnie,Democraten 66 (D66),GROENLINKS,Partij voor de Dieren,50PLUS,Provinciaal Belang Fryslân,Natuurlijk Fryslân,DENK,Staatkundig Gereformeerde Partij (SGP),Forum voor Democratie
,De Fryske Marren,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau Gemeentehuis, Joure",1940::SB1,8501 AA,852,611,5,1,0,2,1,575,43,0,0,2,0,0,619,100,72,59,24,63,44,18,31,66,17,8,4,3,0,6,96
,De Fryske Marren,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau Sint Theresia, Joure",1940::SB2,8501 GC,1430,860,0,2,0,0,0,807,55,0,0,0,0,0,862,212,117,79,40,87,43,31,23,59,20,17,14,6,0,1,111
,De Fryske Marren,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau Party- en Zalencentrum 't Haske, Joure",1940::SB3,8501 BA,1363,845,3,0,0,0,1,846,2,1,0,1,0,0,849,179,117,123,16,82,27,33,53,74,11,23,5,6,1,5,90
,De Fryske Marren,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau Sporthal De Stuit, Joure",1940::SB4,8501 NC,1420,1201,7,1,0,0,0,1120,89,0,0,0,0,0,1209,215,151,137,40,99,45,62,58,128,34,27,20,7,0,11,167
,De Fryske Marren,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau De Oerdracht, Joure",1940::SB5,8501 NE,1597,1037,1,1,0,0,0,964,75,0,0,0,0,0,1039,240,153,110,34,108,36,46,46,70,20,35,8,9,4,10,108
,De Fryske Marren,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau De Brede School, Joure",1940::SB6,8501 HL,1530,860,7,2,0,0,1,828,40,0,0,0,0,0,869,151,122,43,48,116,54,46,32,64,22,30,8,7,0,8,109
,De Fryske Marren,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau Woon- zorgcomplex De Werf, Joure",1940::SB7,8501 BZ,1551,650,1,0,0,0,0,607,44,0,0,0,0,0,651,156,84,77,31,59,21,28,28,54,14,12,6,2,0,2,76
,De Fryske Marren,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau Doarpshûs, Rottum",1940::SB8,8461 LD,861,552,0,0,0,0,0,496,56,0,0,0,0,0,552,84,82,56,22,56,36,26,9,45,27,14,7,4,3,3,78
,De Fryske Marren,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau Recreatiezaal Yn 'e Doarpsfinne, Rotsterhaule",1940::SB9,8463 ND,1346,796,3,2,0,0,0,738,63,0,0,0,0,0,801,147,87,64,34,135,57,40,20,38,14,15,12,7,0,15,111
,De Fryske Marren,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau MFS It Heechein, Terkaple",1940::SB10,8542 AB,266,211,0,0,0,0,1,193,17,0,0,0,0,0,211,49,21,22,7,53,4,5,6,17,4,3,1,0,0,1,18
,De Fryske Marren,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau Dorpshuis Trefpunt, Haskerhorne",1940::SB11,8506 BH,505,313,1,0,0,0,0,297,17,0,0,0,0,0,314,61,40,38,10,50,18,14,12,22,3,4,2,2,0,1,36
,De Fryske Marren,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau Kulturhûs, Oudehaske",1940::SB12,8465 RC,1514,982,1,1,0,2,0,919,67,0,0,2,0,0,986,159,133,116,39,107,30,64,56,107,35,29,16,11,0,2,78
,De Fryske Marren,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau Dorpshuis De Sethage, Vegelinsoord",1940::SB13,8467 SK,301,200,0,0,0,0,0,183,17,0,0,0,0,0,200,38,13,28,8,44,14,2,6,3,1,5,2,3,0,2,31
