contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),CDA,Democraten 66 (D66),VVD,ChristenUnie,PVV (Partij voor de Vrijheid),Groninger Belang,GROENLINKS,Partij voor de Dieren,Partij voor het Noorden,Forum voor Democratie,50PLUS,DENK
,Oldambt,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau De Boschpoort,1895::SB1,9671 GB,1168,822,4,5,0,0,0,770,61,0,0,0,0,0,831,85,146,42,39,85,41,63,44,49,30,60,99,35,4
,Oldambt,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Leger des Heils,1895::SB2,9671 CC,1069,544,2,2,0,0,0,499,49,0,0,0,0,0,548,36,79,49,19,82,31,38,32,18,10,47,82,18,3
,Oldambt,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Botanica-Hof,1895::SB3,9671 KZ,1606,825,3,2,0,0,2,750,78,0,0,0,0,0,830,108,143,47,32,55,45,78,65,37,22,67,96,30,0
,Oldambt,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau OBS Beukenlaan,1895::SB4,9674 CC,1300,612,5,0,0,0,0,572,45,0,0,0,0,0,617,86,110,17,17,41,21,74,31,32,14,62,90,16,1
,Oldambt,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau SOB kazerne,1895::SB5,9675 HJ,1404,819,3,0,0,0,0,740,82,0,0,0,0,0,822,103,120,39,50,100,48,64,35,34,18,69,108,31,0
,Oldambt,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Speeltuinvereniging Bovenburen,1895::SB6,9675 JW,1461,614,1,0,0,0,0,560,55,0,0,0,0,0,615,79,85,21,23,30,21,64,45,46,9,58,90,41,2
,Oldambt,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau De Renselheerdt,1895::SB7,9675 AB,1098,626,8,1,0,0,0,589,46,0,0,0,0,0,635,80,99,30,18,36,32,85,40,28,14,50,87,26,1
,Oldambt,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Voormalig SBO Delta,1895::SB8,9675 HH,1053,425,2,2,0,0,0,393,36,0,0,0,0,0,429,70,54,20,9,31,21,63,14,26,10,36,66,4,1
,Oldambt,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Het Parkholt,1895::SB9,9675 JA,1390,942,2,5,0,0,0,872,77,0,0,0,0,0,949,96,121,60,62,124,50,61,71,60,22,73,120,21,1
,Oldambt,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Campus Winschoten,1895::SB10,9673 GS,1223,492,1,1,0,0,0,452,42,0,0,0,0,0,494,42,71,21,20,56,25,48,29,27,18,43,86,6,0
