contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),VVD,Democraten 66 (D66),Partij van de Arbeid (P.v.d.A.),GROENLINKS,50PLUS,Partij voor de Dieren,LOKAAL-LIMBURG,Forum voor Democratie,ChristenUnie,DENK
Venlo,Nederweert,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Gemeentehuis,0946::SB1,6031 VR,2171,1491,6,6,0,0,0,1364,139,0,0,0,0,0,1503,452,169,136,117,102,68,87,59,44,34,209,10,4
Venlo,Nederweert,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Zorgcentrum St. Joseph,0946::SB2,6031 BL,1766,768,5,1,0,0,0,699,75,0,0,0,0,0,774,259,72,64,97,35,32,44,29,24,16,91,4,1
Venlo,Nederweert,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Basisschool De Kerneel,0946::SB3,6031 HR,1710,820,3,1,0,0,0,742,82,0,0,0,0,0,824,302,61,50,92,57,32,56,15,20,15,119,1,0
Venlo,Nederweert,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Gemeenschapshuis De Pinnenhof,0946::SB4,6031 BX,1226,752,3,0,0,0,0,673,82,0,0,0,0,0,755,237,63,42,75,48,40,32,23,26,26,135,5,0
Venlo,Nederweert,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Gemeenschapshuis Pestoeërskoel,0946::SB5,6091 PD,831,517,3,0,0,0,0,452,68,0,0,0,0,0,520,240,46,32,48,23,11,35,5,12,17,45,3,0
Venlo,Nederweert,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Kerkelijke voorziening Budschop,0946::SB6,6031 BD,1486,849,4,4,0,0,0,767,89,0,0,0,0,0,856,322,67,103,88,42,25,29,19,15,14,119,6,0
Venlo,Nederweert,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Stichting M.F.A. Haaze-hoof,0946::SB7,6035 AS,1196,706,3,2,0,0,0,626,86,0,0,0,0,0,712,368,69,45,44,17,23,23,21,12,12,66,6,0
Venlo,Nederweert,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Basisschool De Schrank,0946::SB8,6035 BD,1458,774,3,2,0,0,0,674,106,0,0,1,0,0,780,367,65,34,71,22,13,24,12,10,22,131,3,0
Venlo,Nederweert,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Thomashuis Ospeldijk,0946::SB9,6035 RB,570,309,0,0,0,0,0,275,34,0,0,0,0,0,309,125,34,10,21,10,11,13,7,12,3,59,4,0
Venlo,Nederweert,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Gemeenschapshuis Reigershorst,0946::SB10,6034 TE,1262,806,5,1,0,0,0,726,86,0,0,0,0,0,812,423,67,51,70,29,18,34,12,30,11,57,2,2
