contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),Democraten 66 (D66),CDA,Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),Staatkundig Gereformeerde Partij (SGP),ChristenUnie,GROENLINKS,Partij voor de Dieren,50PLUS,DENK,NIDA,Code Oranje,Forum voor Democratie,Lokale Partijen Zuid Holland (LPZH)
Leiden,Voorschoten,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Kerk Het Kruispunt,0626::SB1,2251 BH,894,625,2,2,0,1,0,583,45,0,1,0,0,0,628,117,42,69,64,49,26,3,21,85,25,18,3,0,3,97,3
Leiden,Voorschoten,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Vliethuis,0626::SB2,2251 VG,1836,899,7,6,0,0,0,837,75,0,0,0,0,0,912,126,70,80,82,82,39,3,24,104,48,73,17,0,1,142,8
Leiden,Voorschoten,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Woonzorgcentrum Adegeest,0626::SB3,2252 NB,811,613,1,1,0,1,0,561,55,0,0,1,0,0,616,192,13,83,57,57,7,10,22,85,22,10,0,0,0,50,5
Leiden,Voorschoten,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau School Het Kompas,0626::SB4,2253 VX,1376,758,8,3,0,0,2,725,42,0,0,0,0,0,769,159,30,117,61,52,15,4,32,122,36,22,2,0,2,100,4
Leiden,Voorschoten,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau De Ontmoeting,0626::SB5,2253 XG,1323,874,2,1,0,10,1,807,79,0,0,10,0,0,887,151,34,91,90,105,37,6,30,127,38,25,15,3,6,110,6
Leiden,Voorschoten,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Alettahof,0626::SB6,2253 RP,1456,1057,1,0,0,0,0,949,109,0,0,0,0,0,1058,168,56,109,78,113,50,6,42,160,48,59,1,0,1,159,7
Leiden,Voorschoten,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Seniorenflat Rossini,0626::SB7,2253 GA,1132,770,2,4,0,0,0,775,1,0,0,0,0,0,776,169,22,96,74,61,16,4,43,108,39,24,1,2,1,106,4
Leiden,Voorschoten,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Cult. Centrum,0626::SB8,2252 HH,1134,924,5,1,0,1,0,843,89,1,0,2,0,0,932,196,25,148,84,95,30,1,24,134,47,15,0,0,5,113,7
Leiden,Voorschoten,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau De Boschbloem,0626::SB9,2252 EA,1508,1187,2,1,0,2,2,1070,115,0,3,0,1,0,1187,268,49,164,128,98,22,6,47,153,54,33,1,0,1,146,17
Leiden,Voorschoten,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Brandweerkazerne,0626::SB10,2251 CT,1052,1070,3,0,0,0,2,980,91,0,0,0,0,0,1073,214,45,102,153,88,31,1,33,113,33,67,0,1,3,179,7
Leiden,Voorschoten,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Bondsgebouw,0626::SB11,2251 LG,985,724,2,3,0,0,0,639,89,0,1,0,0,0,728,183,29,86,92,65,14,1,24,82,37,17,2,0,1,86,5
Leiden,Voorschoten,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Taxi Avance,0626::SB12,2252 TW,1321,770,0,1,0,0,0,692,79,0,0,0,0,0,771,172,25,134,60,49,23,4,23,110,27,35,2,0,0,103,3
Leiden,Voorschoten,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Museum Voorschoten,0626::SB13,2251 BL,1188,594,2,2,0,0,0,541,58,1,0,1,0,0,599,126,25,50,65,64,13,1,20,73,20,19,0,0,1,112,5
Leiden,Voorschoten,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Basisschool De Vos,0626::SB14,2251 DM,1693,1007,1,0,0,0,0,897,111,0,0,0,0,0,1008,254,57,102,92,73,23,0,20,102,44,45,5,1,5,180,4
Leiden,Voorschoten,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Catalpa,0626::SB15,2251 ZC,1173,809,2,4,0,2,0,739,78,0,0,2,0,0,817,267,22,92,77,54,20,1,15,84,23,21,6,0,3,121,3
