contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Democraten 66 (D66),Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,GROENLINKS,Partij voor de Dieren,50PLUS/PARTIJ VAN DE OUDEREN,Ouderenpartij Noord-Holland,NIDA,Code Oranje,Forum voor Democratie,DENK,ChristenUnie
Den Helder,Koggenland,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Gemeentehuis,1598::SB1,,1910,1120,5,1,0,0,4,1029,94,0,0,1,0,1,1127,245,47,73,66,57,193,79,39,34,34,1,26,208,1,17
Den Helder,Koggenland,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Oeverland Spierdijk,1598::SB2,,1305,814,3,0,0,0,0,769,48,0,0,0,0,0,817,143,49,28,44,32,195,58,28,14,22,1,11,175,0,14
Den Helder,Koggenland,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Cafe de Ridder,1598::SB3,,1794,1128,10,8,0,0,0,1059,87,0,0,0,0,0,1146,213,76,120,73,71,114,113,56,20,20,3,16,196,1,36
Den Helder,Koggenland,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Batter,1598::SB4,,2201,1297,1,1,0,16,0,1169,114,0,16,0,0,0,1283,241,70,94,100,62,233,90,28,43,45,1,29,237,2,22
Den Helder,Koggenland,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Dorpshuis Zuidermeer,1598::SB5,,499,331,2,0,0,0,0,309,24,0,0,0,0,0,333,72,16,22,17,8,75,22,14,3,6,0,10,58,1,7
Den Helder,Koggenland,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau obs De Ieveling Avenhorn,1598::SB6,,1848,943,4,2,0,0,0,851,98,0,0,0,0,0,949,196,51,88,47,43,143,82,34,20,30,1,16,178,1,13
Den Helder,Koggenland,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Meerzicht Scharwoude,1598::SB7,,592,393,7,2,0,0,1,367,34,0,0,0,0,0,402,67,22,43,30,30,45,32,18,13,15,0,3,64,0,11
Den Helder,Koggenland,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau NH-Kerk Oudendijk,1598::SB8,,379,269,0,0,0,0,0,246,23,0,0,0,0,0,269,47,19,16,21,16,30,30,26,5,9,0,2,47,0,1
Den Helder,Koggenland,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Raadhuis,1598::SB9,,1309,813,5,2,0,0,0,750,70,0,0,0,0,0,820,196,47,54,38,30,151,56,34,23,20,1,16,137,2,8
Den Helder,Koggenland,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau de Caegh,1598::SB11,,2004,746,0,2,0,0,0,718,30,0,0,0,0,0,748,173,61,46,32,28,112,69,30,19,27,2,10,125,1,11
Den Helder,Koggenland,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau obs De Kelderswerf,1598::SB12,,1225,872,4,1,0,0,0,811,66,0,0,0,0,0,877,158,59,83,62,59,103,86,22,29,37,2,23,140,0,9
Den Helder,Koggenland,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Dorpshuis de Oude-School,1598::SB13,,1255,773,0,0,0,0,0,706,67,0,0,0,0,0,773,170,37,47,43,17,154,71,26,18,18,0,21,139,1,11
Den Helder,Koggenland,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Dorpshuis De Brink,1598::SB18,,1303,1074,5,1,0,0,0,1004,76,0,0,0,0,0,1080,209,60,72,44,53,253,91,33,36,17,0,18,172,0,16
Den Helder,Koggenland,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Mobiel Stembureau,1598::SB19,,0,133,2,0,0,0,0,131,4,0,0,0,0,0,135,14,3,9,5,6,59,1,2,11,9,0,0,13,0,1
