contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,Democraten 66 (D66),SP (Socialistische Partij),PVV (Partij voor de Vrijheid),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Staatkundig Gereformeerde Partij (SGP),GROENLINKS,Partij voor de Dieren,50PLUS,Lokale Partijen Gelderland-Code Oranje,Forum voor Democratie,DENK
Nijmegen,Culemborg,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Stadskantoor,0216::SB1,,1780,913,6,2,0,0,4,825,92,0,0,0,0,0,921,118,78,97,43,49,79,18,5,168,65,33,7,139,14
Nijmegen,Culemborg,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Koningin Beatrixschool,0216::SB2,,1685,914,0,4,0,0,0,835,83,0,0,0,0,0,918,115,71,110,30,38,92,45,2,199,72,12,3,107,18
Nijmegen,Culemborg,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Jenaplanschool 't Praathuis,0216::SB3,,1626,916,2,3,2,0,0,835,84,0,2,0,0,0,919,73,23,68,43,36,76,23,16,344,106,19,4,60,25
Nijmegen,Culemborg,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Daltonschool,0216::SB4,,1609,676,0,5,0,0,0,578,103,0,0,0,0,0,681,70,31,63,30,57,37,21,7,106,36,16,6,119,77
Nijmegen,Culemborg,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Verzorgingshuis Kulenburg,0216::SB6,,1515,798,4,1,0,0,0,724,79,0,0,0,0,0,803,104,85,56,38,70,64,42,9,125,33,52,7,100,13
Nijmegen,Culemborg,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Basisschool De Palster,0216::SB7,,1599,731,5,3,0,0,0,657,81,0,1,0,0,0,738,75,43,41,68,65,82,35,4,70,45,61,5,114,23
Nijmegen,Culemborg,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Koningin Julianaschool,0216::SB8,,1646,1229,1,0,0,0,0,1122,108,0,0,0,0,0,1230,227,107,138,28,43,115,68,15,181,62,49,7,187,2
Nijmegen,Culemborg,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Salaamander,0216::SB9,,1697,1063,3,6,0,1,0,967,104,0,1,0,0,0,1071,112,80,90,55,71,84,76,14,164,67,42,8,157,43
Nijmegen,Culemborg,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Gandhi-Soos,0216::SB10,,1395,671,3,4,0,0,0,591,88,1,0,1,0,0,679,49,32,43,54,56,57,27,9,71,26,34,5,103,105
Nijmegen,Culemborg,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Rode Kruisgebouw,0216::SB11,,1724,1124,1,3,0,0,0,1030,98,0,0,0,0,0,1128,158,78,117,50,80,92,53,19,189,39,60,6,174,9
Nijmegen,Culemborg,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau NS Station,0216::SB12,,0,253,0,0,0,0,0,235,18,0,0,0,0,0,253,24,12,36,14,1,17,4,0,100,28,1,1,10,5
Nijmegen,Culemborg,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Augustinusschool,0216::SB13,,1150,766,2,1,0,0,0,717,52,0,0,0,0,0,769,118,62,93,28,55,54,40,1,99,28,31,7,133,17
Nijmegen,Culemborg,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau BonVie,0216::SB14,,1627,1315,4,4,0,0,0,1230,93,0,0,0,0,0,1323,252,125,112,54,76,88,67,23,146,56,55,15,233,13
Nijmegen,Culemborg,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Oranje Nassauschool,0216::SB15,,1354,684,0,4,0,0,0,627,61,0,0,0,0,0,688,138,56,83,30,27,50,31,6,113,38,14,4,86,8
Nijmegen,Culemborg,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Brede school,0216::SB16,,1285,505,1,3,0,0,0,456,54,1,0,1,0,0,510,112,38,53,20,36,29,28,4,65,16,16,4,72,12
