contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,Democraten 66 (D66),SP (Socialistische Partij),PVV (Partij voor de Vrijheid),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Staatkundig Gereformeerde Partij (SGP),GROENLINKS,Partij voor de Dieren,50PLUS,Lokale Partijen Gelderland-Code Oranje,Forum voor Democratie,DENK
Nijmegen,West Betuwe,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau De Schakel,1960::SB1,4151 EG,463,333,2,1,0,0,0,288,48,0,0,0,0,0,336,43,42,11,11,19,13,14,24,27,20,10,6,93,0
Nijmegen,West Betuwe,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Het Klokhuis,1960::SB2,4153 BE,1162,736,2,1,0,0,1,656,82,0,0,0,0,0,739,145,108,38,15,74,49,21,23,24,12,41,31,153,2
Nijmegen,West Betuwe,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Brandweerkazerne,1960::SB3,4153 AS,1523,817,2,4,0,0,0,742,81,0,0,0,0,0,823,163,112,39,24,77,18,21,25,17,12,42,24,243,0
Nijmegen,West Betuwe,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Albertine,1960::SB4,4156 AJ,720,457,0,4,0,0,0,408,53,0,0,0,0,0,461,85,53,17,14,22,23,34,22,37,13,11,52,74,0
Nijmegen,West Betuwe,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Ons Eigen Gebouw,1960::SB5,4197 HD,816,515,1,1,0,0,0,453,64,0,0,0,0,0,517,79,70,28,19,39,32,18,50,39,17,18,11,94,1
Nijmegen,West Betuwe,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau 't Duifhuis,1960::SB6,4158 CK,841,679,2,0,0,0,0,616,65,0,0,0,0,0,681,129,60,44,21,40,39,25,64,43,18,24,21,149,2
Nijmegen,West Betuwe,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Kerkesteijn,1960::SB7,4158 CD,795,447,0,0,0,0,0,402,45,0,0,0,0,0,447,103,48,23,12,16,34,13,27,57,16,9,14,75,0
Nijmegen,West Betuwe,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau De Dorpskamer,1960::SB8,4157 GN,454,293,0,0,0,0,0,258,35,0,0,0,0,0,293,64,26,11,8,29,20,15,14,10,4,14,13,65,0
Nijmegen,West Betuwe,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Gemeentehuis,1960::SB9,4191 KH,1060,1160,1,1,0,3,0,1023,142,0,0,3,0,0,1165,170,97,95,32,49,71,58,194,115,40,34,14,186,5
Nijmegen,West Betuwe,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Ravestein,1960::SB10,4191 TS,1337,535,0,2,0,0,0,463,74,0,0,0,0,0,537,98,50,28,8,27,35,24,94,27,16,18,6,103,1
