contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),Democraten 66 (D66),CDA,Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),Staatkundig Gereformeerde Partij (SGP),ChristenUnie,GROENLINKS,Partij voor de Dieren,50PLUS,DENK,NIDA,Code Oranje,Forum voor Democratie,Lokale Partijen Zuid Holland (LPZH)
Leiden,Hillegom,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Villa Flora 1,0534::SB1,2181 EB,1075,796,8,1,0,1,0,726,80,0,0,1,0,0,806,142,59,78,66,62,25,10,18,104,28,31,3,1,2,156,11
Leiden,Hillegom,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Verenigingsgebouw De Drempel,0534::SB2,2182 EM,1348,659,1,9,0,10,0,590,69,0,10,0,0,0,659,126,52,38,78,51,13,10,21,53,38,48,1,2,6,115,7
Leiden,Hillegom,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Verenigingsgebouw De Bestemming,0534::SB3,2181 SW,1375,632,2,1,0,0,0,571,64,0,0,0,0,0,635,97,45,45,43,57,32,2,22,59,26,39,19,1,2,136,7
Leiden,Hillegom,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Speeltuin Weerestein,0534::SB4,2182 XM,1489,803,0,0,0,0,0,802,1,0,0,0,0,0,803,165,49,77,97,49,22,4,27,71,25,38,2,0,2,171,4
Leiden,Hillegom,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Zorgcentrum Parkwijk,0534::SB5,2181 DB,1355,688,1,3,0,0,0,640,52,0,0,0,0,0,692,151,42,60,63,56,25,1,16,61,30,50,3,1,0,125,4
Leiden,Hillegom,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Zorgcentrum Bloemswaard,0534::SB6,2182 LA,1447,706,0,4,0,0,0,666,44,0,0,0,0,0,710,96,48,51,94,61,16,7,25,63,29,75,0,0,0,130,11
Leiden,Hillegom,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Basisschool De Leerwinkel,0534::SB7,2181 VD,1161,637,0,2,0,0,0,586,53,0,0,0,0,0,639,125,59,54,46,41,19,5,23,47,36,36,8,0,1,130,7
Leiden,Hillegom,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Basisschool De Giraf 1,0534::SB8,2182 WB,1058,1059,5,1,0,0,0,954,111,0,0,0,0,0,1065,176,70,81,78,100,38,9,19,106,42,81,1,0,2,246,10
Leiden,Hillegom,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Dienstencentrum Elsbroek,0534::SB9,2182 TX,1501,1040,2,5,0,0,0,967,80,0,0,0,0,0,1047,140,94,91,96,80,38,6,23,91,66,72,8,3,6,210,16
Leiden,Hillegom,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Squash Hillegom,0534::SB10,2181 HG,1092,578,0,5,0,0,1,505,77,0,0,0,0,0,583,132,38,43,51,12,17,1,15,57,23,52,4,0,1,128,4
Leiden,Hillegom,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Skicentrum Hillegom,0534::SB11,2181 CD,1328,828,0,0,0,0,0,750,78,0,0,0,0,0,828,208,49,67,63,60,22,4,16,73,22,42,4,1,5,188,4
Leiden,Hillegom,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Villa Flora 2,0534::SB12,2181 EB,1060,846,1,4,0,2,1,785,63,0,2,0,0,0,849,162,40,91,81,43,25,4,12,78,51,64,0,1,1,176,17
Leiden,Hillegom,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Basisschool De Giraf 2,0534::SB13,2182 WB,1283,382,1,0,0,0,0,352,31,0,0,0,0,0,383,72,16,38,29,22,20,3,10,26,17,37,7,0,0,76,9
