contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Democraten 66 (D66),Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,GROENLINKS,Partij voor de Dieren,50PLUS/PARTIJ VAN DE OUDEREN,Ouderenpartij Noord-Holland,NIDA,Code Oranje,Forum voor Democratie,DENK,ChristenUnie
Haarlem,Amstelveen,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Kinderdagcentrum Nifterlake,0362::SB1,1181 CD,1430,685,2,1,0,0,0,628,60,0,0,0,0,0,688,118,127,86,16,18,27,128,45,15,5,2,6,57,1,34
Haarlem,Amstelveen,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Go Centrum,0362::SB2,1181 HV,1430,616,3,2,0,0,2,574,45,0,0,0,0,0,621,142,74,51,32,23,44,95,29,19,1,2,6,68,5,25
Haarlem,Amstelveen,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Groepswonen De Bietelaar,0362::SB4,1181 XH,1430,568,1,0,0,0,0,513,56,0,0,0,0,0,569,156,69,63,23,15,43,62,27,12,10,2,7,57,1,21
Haarlem,Amstelveen,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Woonzorgcentrum Nieuw Vredeveld,0362::SB5,1181 HD,1430,1096,3,3,0,1,0,1002,101,0,0,1,0,0,1103,261,179,103,37,32,76,152,43,33,8,2,7,109,1,53
Haarlem,Amstelveen,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Wijksteunpunt Pluspunt,0362::SB9,1182 GC,1430,705,5,1,0,0,0,654,57,0,0,0,0,0,711,109,60,51,46,66,34,94,48,35,17,0,10,108,3,24
Haarlem,Amstelveen,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Raadhuis,0362::SB10,1182 JR,1430,1241,0,3,0,0,1,1110,133,0,0,0,0,0,1244,313,155,114,48,41,65,189,75,33,9,1,10,130,9,49
Haarlem,Amstelveen,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Zorgcentrum 't Huis aan de Poel,0362::SB11,1185 SE,1430,853,3,2,0,0,1,790,67,0,0,0,0,0,858,150,75,82,50,43,66,102,60,39,15,2,11,122,9,27
Haarlem,Amstelveen,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Woonzorgcentrum De Luwte,0362::SB12,1185 XJ,1430,871,5,1,0,0,0,819,59,1,0,1,0,0,878,174,71,88,50,31,56,94,56,31,13,2,8,161,7,29
Haarlem,Amstelveen,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Paaskerk,0362::SB13,1185 CN,1430,860,5,1,0,0,0,796,70,0,0,0,0,0,866,109,50,74,62,60,45,127,56,44,17,2,13,125,9,67
Haarlem,Amstelveen,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Rode Kruis gebouw,0362::SB14,1185 HH,1430,981,3,3,0,1,0,900,88,0,0,1,0,0,988,142,101,112,66,54,50,156,62,33,9,3,21,137,9,26
Haarlem,Amstelveen,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Wijkcentrum Noorddamcentrum,0362::SB15,1187 CM,1430,860,7,1,0,0,0,813,55,0,0,0,0,0,868,143,83,72,40,39,64,149,48,29,16,2,2,144,8,21
Haarlem,Amstelveen,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Dorpshuis De Nesse,0362::SB17,1189 WD,1430,424,0,0,0,0,0,376,48,0,0,0,0,0,424,68,42,39,21,14,51,57,16,14,6,3,5,71,1,16
Haarlem,Amstelveen,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Cultuurcentrum Griffioen,0362::SB18,1183 AM,1430,1351,6,2,0,3,2,1315,45,0,0,3,0,0,1362,114,325,95,11,30,45,451,122,3,0,11,31,76,4,33
Haarlem,Amstelveen,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Wijksteunpunt Middenhof 2,0362::SB19,1188 KD,1430,860,3,4,0,3,1,786,83,0,0,3,0,0,870,134,83,87,42,43,40,135,34,39,3,2,14,166,6,32
Haarlem,Amstelveen,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Schooltuinen Bankrasflora,0362::SB20,1183 BA,1430,889,3,9,0,0,0,829,72,0,0,0,0,0,901,142,104,101,36,46,32,169,53,24,4,2,7,110,13,46
Haarlem,Amstelveen,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Wijkcentrum Alleman,0362::SB21,1183 JM,1430,1336,6,3,0,0,1,1227,118,1,0,1,0,0,1346,271,135,132,70,59,83,170,70,70,11,3,13,171,8,70
Haarlem,Amstelveen,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Restaurant Bijklaasje (naast Klaasje Zevenster),0362::SB22,1183 NK,1430,955,4,3,0,0,0,876,86,0,0,0,0,0,962,160,107,91,54,44,69,129,49,36,23,10,6,131,5,41
Haarlem,Amstelveen,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau De Overloop,0362::SB23,1187 SM,1430,685,1,2,0,3,1,609,81,0,0,3,0,0,691,179,76,54,32,21,52,44,33,13,4,0,10,140,2,25
Haarlem,Amstelveen,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Het Zonnehuis Amstelveen,0362::SB24,1186 AA,1430,827,3,10,0,0,2,769,69,0,0,0,0,0,840,156,73,88,57,51,56,95,45,45,12,0,6,109,10,24
Haarlem,Amstelveen,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Wijkcentrum de Bolder,0362::SB25,1186 EP,1430,1403,2,3,0,0,1,1281,126,0,0,0,0,0,1408,248,123,140,97,70,94,161,87,56,30,11,9,200,16,61
Haarlem,Amstelveen,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Serviceflat De Seine,0362::SB26,1186 NR,1430,960,2,1,0,0,0,878,85,0,0,0,0,0,963,160,73,83,59,53,70,110,50,43,16,4,9,175,12,43
Haarlem,Amstelveen,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Gebouw Goedereede,0362::SB27,1186 TJ,1430,1141,3,4,0,0,0,1048,100,0,0,0,0,0,1148,148,97,137,78,76,82,139,66,47,18,2,10,181,8,52
Haarlem,Amstelveen,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Vereniging Historisch Amstelveen,0362::SB28,1188 BZ,1430,632,1,1,0,0,1,578,55,0,0,0,0,0,634,81,74,91,42,35,29,73,28,38,5,1,13,88,7,27
Haarlem,Amstelveen,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Ontmoetingscentrum De Meent,0362::SB29,1188 AM,1430,904,1,3,0,0,0,827,81,0,0,0,0,0,908,146,78,97,54,49,44,116,53,42,17,1,7,163,9,28
Haarlem,Amstelveen,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Wijksteunpunt Middenhof 1,0362::SB30,1188 KD,1430,933,5,3,0,0,0,862,79,0,0,0,0,0,941,152,90,98,57,45,63,115,43,47,11,5,6,160,5,36
Haarlem,Amstelveen,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Verpleeghuis Het Zonnehuis Westwijk,0362::SB32,1187 EL,1430,1253,5,2,0,3,1,1114,148,0,0,3,0,0,1263,291,183,83,52,39,69,126,51,46,7,5,18,235,10,38
Haarlem,Amstelveen,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Wijksteunpunt Dignahof,0362::SB33,1187 LN,1430,733,2,1,0,5,2,677,62,0,0,5,0,0,741,141,61,64,43,28,77,80,28,35,17,5,8,125,0,21
