contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),VVD,Democraten 66 (D66),Partij van de Arbeid (P.v.d.A.),GROENLINKS,50PLUS,Partij voor de Dieren,LOKAAL-LIMBURG,Forum voor Democratie,ChristenUnie,DENK
Venlo,Peel en Maas,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Gemeentehuis,1894::SB1,5981 CC,2212,1536,11,2,0,1,0,1353,195,0,1,0,0,0,1548,564,121,73,193,65,61,86,51,32,23,222,12,33
Venlo,Peel en Maas,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau De Houbereij,1894::SB2,5981 CH,1924,987,5,2,0,1,0,896,97,0,1,0,0,0,993,326,109,69,90,31,36,47,40,17,24,177,3,18
Venlo,Peel en Maas,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Basisschool de Wissel,1894::SB3,5981 DS,1946,715,4,0,0,1,0,635,85,0,0,1,0,0,720,183,83,69,78,23,34,58,20,15,15,105,6,26
Venlo,Peel en Maas,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Dorpscentrum Kerkeböske,1894::SB4,5988 NE,2565,1224,1,3,0,1,0,1098,129,0,1,0,0,0,1227,500,114,51,130,55,43,58,20,25,26,185,9,8
Venlo,Peel en Maas,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Dorpscentrum Kerkeböske,1894::SB5,5988 NE,2353,1063,5,4,0,2,0,943,127,0,2,0,0,0,1070,440,107,33,118,42,38,45,26,36,19,148,9,2
Venlo,Peel en Maas,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau De Wieksjlaag,1894::SB6,5986 AH,1687,891,3,1,0,0,0,777,118,0,0,0,0,0,895,394,79,31,96,24,25,34,26,15,6,159,2,0
Venlo,Peel en Maas,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau de Ankerplaats,1894::SB7,5985 PG,1268,638,1,2,0,2,0,574,69,0,0,2,0,0,643,196,85,43,79,20,21,29,14,16,8,125,2,0
Venlo,Peel en Maas,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Gemeenschapshuis De Sprunk,1894::SB8,5984 PJ,1006,551,2,1,0,0,0,501,53,0,0,0,0,0,554,211,71,29,50,17,18,47,12,15,11,67,2,1
Venlo,Peel en Maas,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Gemeenschapshuis 't Erf,1894::SB9,5987 AR,1087,605,2,0,0,0,0,525,82,0,0,0,0,0,607,213,59,29,79,22,18,34,5,12,18,112,3,1
Venlo,Peel en Maas,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Niëns Horeca,1894::SB10,5993 AW,1519,709,2,2,0,0,0,622,91,0,0,0,0,0,713,257,64,41,104,27,44,31,22,8,12,94,5,0
Venlo,Peel en Maas,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Mafcentrum,1894::SB11,5993 CC,2020,1005,2,1,0,2,0,888,122,0,0,2,0,0,1010,285,117,65,119,59,52,71,28,16,33,156,4,0
Venlo,Peel en Maas,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Hoës van Bree,1894::SB12,5993 BT,1506,931,4,2,0,1,0,834,104,0,0,1,0,0,938,360,80,52,100,42,49,57,32,18,18,114,8,1
Venlo,Peel en Maas,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Zorgcentrum Ter Borcht,1894::SB13,5991 AN,1831,1069,2,4,0,0,0,971,104,0,0,0,0,0,1075,331,106,44,145,63,63,64,28,33,17,166,8,1
Venlo,Peel en Maas,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Basisschool De Diamant,1894::SB14,5991 BN,1483,744,2,1,0,2,0,683,66,0,0,2,0,0,749,167,90,51,96,38,56,56,33,25,21,105,5,1
Venlo,Peel en Maas,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Sporthal de Kazing,1894::SB15,5991 PX,1814,905,4,2,0,1,0,827,83,0,1,0,0,0,910,238,132,53,115,42,39,47,23,26,24,154,12,0
Venlo,Peel en Maas,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Gemeenschapshuis de Paort,1894::SB16,5995 BB,1143,698,2,3,0,0,0,623,80,0,0,0,0,0,703,230,85,37,97,58,35,24,16,13,9,94,0,0
Venlo,Peel en Maas,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Woonzorgcomplex Hof van Kessel,1894::SB17,5995 XZ,1526,719,5,0,0,1,0,640,83,0,1,0,0,0,723,230,91,36,115,40,31,29,21,13,16,93,4,0
Venlo,Peel en Maas,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Gemeenschapshuis Kessel-Eik,1894::SB18,5995 NM,567,332,3,1,0,0,0,305,31,0,0,0,0,0,336,70,46,15,84,10,15,11,8,7,8,56,2,0
Venlo,Peel en Maas,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Zorgcentrum Sint Jozef,1894::SB19,5768 AW,1767,531,1,0,0,0,1,478,53,0,0,0,0,0,532,125,45,37,137,12,17,22,16,16,9,89,6,0
