contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),VVD,Democraten 66 (D66),Partij van de Arbeid (P.v.d.A.),GROENLINKS,50PLUS,Partij voor de Dieren,LOKAAL-LIMBURG,Forum voor Democratie,ChristenUnie,DENK
Venlo,Weert,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Stembureau Stadhuis,0988::SB1,6000 AZ,1776,1454,6,9,0,0,3,1464,2,0,0,0,0,0,1469,252,124,80,257,112,68,133,50,36,95,225,13,9
Venlo,Weert,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Stembureau Odaschool Anjelierstraat,0988::SB3,6002 TP,1773,860,2,1,0,0,0,777,86,0,0,0,0,0,863,101,85,73,107,55,42,79,24,24,72,182,10,6
Venlo,Weert,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Stembureau Blokhut Scouting Fatima,0988::SB4,6001 TZ,2119,800,2,3,0,0,0,730,75,0,0,0,0,0,805,61,133,70,65,52,50,79,24,27,72,126,6,35
Venlo,Weert,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Stembureau Kantine MFS Aan de Bron,0988::SB6,6004 GC,1305,738,4,2,0,0,0,682,62,0,0,0,0,0,744,100,81,47,95,55,39,52,18,14,64,137,4,32
Venlo,Weert,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Stembureau Zorgcentrum Hieronymus,0988::SB7,6001 AP,1584,795,4,5,0,0,0,710,94,0,0,0,0,0,804,112,90,51,124,37,65,37,24,20,43,144,11,37
Venlo,Weert,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Stembureau Brede school Markeent,0988::SB8,6006 JN,1753,674,4,3,0,0,1,607,73,0,0,0,0,0,681,62,86,75,55,44,45,71,16,24,41,105,6,44
Venlo,Weert,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Stembureau Wijkgebouw Keenter Hart,0988::SB9,6006 ZH,1830,867,8,6,0,0,0,792,89,0,0,0,0,0,881,134,114,91,90,40,58,64,33,36,62,116,9,20
Venlo,Weert,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Stembureau Sportpark Graswinkel,0988::SB10,6005 JZ,1798,813,3,4,0,0,0,743,77,0,0,0,0,0,820,92,77,58,109,51,59,71,25,18,71,170,5,7
Venlo,Weert,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Stembureau MFA Kimpeveld,0988::SB11,6005 SR,828,554,3,0,0,1,1,522,35,0,0,1,0,0,558,167,45,33,79,40,19,25,17,13,29,82,5,0
Venlo,Weert,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Stembureau Sportpark Op den Das,0988::SB12,6006 TL,855,470,2,0,0,0,0,414,58,0,0,0,0,0,472,134,48,28,55,19,15,49,15,19,14,69,4,1
Venlo,Weert,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Stembureau Trefcentrum Willem Litjenshof,0988::SB13,6002 CW,1765,939,7,0,0,0,0,857,89,0,0,0,0,0,946,171,66,71,176,56,49,54,34,23,46,182,9,2
Venlo,Weert,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Stembureau Kantine SV Laar,0988::SB14,6003 BD,2420,1239,2,0,0,0,0,1082,159,0,0,0,0,0,1241,216,76,78,248,97,42,106,23,27,77,232,7,10
Venlo,Weert,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Stembureau IKC Laar,0988::SB15,6003 NW,1650,815,2,1,0,0,0,719,99,0,0,0,0,0,818,199,48,50,162,74,30,45,17,23,35,124,7,1
Venlo,Weert,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Stembureau Schutterslokaal De Krang,0988::SB17,6005 PB,693,412,1,1,0,0,0,377,37,0,0,0,0,0,414,139,46,14,47,15,18,25,13,14,15,62,4,0
Venlo,Weert,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Stembureau Woonzorgcentrum Hornehoof,0988::SB22,6001 BE,2197,764,4,2,0,0,1,714,55,0,0,0,0,0,770,154,72,61,122,40,46,52,24,24,48,114,7,0
Venlo,Weert,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Stembureau IKC Leuken,0988::SB23,6004 BH,1276,875,2,3,0,0,0,789,91,0,0,0,0,0,880,107,99,68,94,53,45,91,22,33,74,164,10,15
Venlo,Weert,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Stembureau Brede School Moesel,0988::SB24,6006 GJ,1150,657,2,2,0,0,0,607,54,0,0,0,0,0,661,102,52,50,74,46,56,36,23,17,52,107,8,34
Venlo,Weert,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Stembureau St. Theuniskapel,0988::SB25,6006 PB,1303,865,2,0,0,0,0,776,91,0,0,0,0,0,867,177,61,26,244,78,26,60,15,24,24,121,9,0
Venlo,Weert,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Stembureau Wijkgebouw Groenewoud,0988::SB26,6004 TX,1280,621,7,2,0,0,0,576,54,0,0,0,0,0,630,82,81,77,45,25,44,36,18,17,55,93,7,41
Venlo,Weert,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Stembureau Scouting St. Job Leuken-Weert,0988::SB27,6004 DG,2042,834,0,2,0,0,0,741,95,0,0,0,0,0,836,119,101,54,101,62,35,68,29,14,64,178,4,5
Venlo,Weert,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Stembureau Stemlokaal Moesel,0988::SB28,6006 CM,2009,928,5,5,0,0,0,844,94,0,0,0,0,0,938,185,101,61,98,39,66,84,22,33,58,158,2,21
