contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,VVD,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),Democraten 66 (D66),PVV (Partij voor de Vrijheid),ChristenUnie,Staatkundig Gereformeerde Partij (SGP),GROENLINKS,50PLUS,Partij voor de Dieren,Forum voor Democratie,DENK
,Hof van Twente,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Gemeentehuis Hof van Twente,1735::SB1,7471 DK,1224,1202,5,3,0,3,0,1097,110,0,3,0,0,0,1207,186,214,82,140,88,71,27,5,117,49,34,175,14
,Hof van Twente,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Zorgcentrum de Stoevelaar,1735::SB2,7471 AB,1207,682,2,1,0,0,0,640,45,0,0,0,0,0,685,111,121,42,96,44,28,12,8,67,27,19,104,3
,Hof van Twente,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,"Stembureau o.b.s. De Whee, locatie de Wiekslag",1735::SB3,7471 EL,1221,712,3,4,0,0,0,648,70,0,1,0,0,0,718,98,82,72,107,40,55,11,7,43,26,22,132,17
,Hof van Twente,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau SG De Waerdenborch,1735::SB4,7471 EP,1261,559,2,2,0,0,0,526,37,0,0,0,0,0,563,73,82,62,74,21,72,8,4,44,29,9,67,14
,Hof van Twente,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Zalencentr. De Bebsel,1735::SB5,7471 CH,1149,626,2,2,0,0,0,582,48,0,0,0,0,0,630,154,97,41,76,23,34,13,7,39,25,10,107,0
,Hof van Twente,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,"Stembureau Villa 70, 't Gijminkhuis",1735::SB6,7471 KP,1273,656,0,2,0,1,0,653,4,0,1,0,0,0,657,94,74,69,73,37,67,9,5,54,36,17,111,10
,Hof van Twente,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Kantine sporthal de Mossendam,1735::SB7,7471 SE,1399,792,2,4,0,0,0,709,89,0,0,0,0,0,798,146,188,37,85,45,59,16,0,66,20,21,107,2
,Hof van Twente,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau WOZOCO/woon- zorgcentrum,1735::SB8,7478 XN,1132,700,1,1,0,1,0,659,42,0,1,0,0,0,701,101,134,71,119,55,24,14,1,37,30,24,88,2
,Hof van Twente,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Cultureel centrum het Beaufort,1735::SB9,7475 AG,1542,942,0,1,0,1,0,859,83,0,1,0,0,0,942,167,274,32,98,61,48,25,11,52,30,21,123,0
,Hof van Twente,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Gebouw  'n Veern hof,1735::SB10,7475 BW,1230,722,0,2,0,0,0,655,69,0,0,0,0,0,724,101,228,37,72,34,47,12,9,32,23,16,110,1
,Hof van Twente,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Buurtgebouw Stokkum,1735::SB11,7475 MV,591,454,1,0,0,0,0,400,55,0,0,0,0,0,455,125,86,16,47,22,24,6,3,28,13,13,71,0
,Hof van Twente,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau OBS Elserike,1735::SB12,7475 TT,638,443,0,0,0,0,0,383,60,0,0,0,0,0,443,128,81,7,25,20,21,27,31,11,18,9,65,0
