contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,Democraten 66 (D66),SP (Socialistische Partij),PVV (Partij voor de Vrijheid),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Staatkundig Gereformeerde Partij (SGP),GROENLINKS,Partij voor de Dieren,50PLUS,Lokale Partijen Gelderland-Code Oranje,Forum voor Democratie,DENK
Nijmegen,Berg en Dal,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Gemeentehuis Groesbeek,1945::SB1,6562 AH,1129,955,6,6,0,1,1,871,96,0,0,1,0,0,968,156,123,63,92,68,91,13,6,109,43,44,9,136,2
Nijmegen,Berg en Dal,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau De Meent,1945::SB2,6562 CZ,1094,697,2,1,0,0,1,639,60,0,0,0,0,0,700,95,99,32,92,47,62,4,1,79,41,37,7,101,0
Nijmegen,Berg en Dal,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,"Stembureau Kloostertuin, Stationsweg 9",1945::SB3,6561 BZ,1277,582,2,1,0,0,0,535,50,0,0,0,0,0,585,68,95,21,60,66,49,3,2,57,13,32,5,109,2
Nijmegen,Berg en Dal,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Cultureel Centrum De Mallemolen,1945::SB5,6562 AT,876,497,4,3,0,0,0,449,55,0,0,0,0,0,504,57,70,17,50,71,49,8,0,33,10,19,2,110,1
Nijmegen,Berg en Dal,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Sporthal Heuvelland,1945::SB6,6562 AV,1323,753,2,1,0,0,0,678,78,0,0,0,0,0,756,109,84,63,54,84,63,11,3,57,27,38,3,155,2
Nijmegen,Berg en Dal,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Clubgebouw 'De Treffers',1945::SB7,6562 KW,1572,798,1,2,0,0,0,728,73,0,0,0,0,0,801,98,95,45,111,72,63,14,1,77,30,37,7,148,0
Nijmegen,Berg en Dal,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Dorpshuis 'De Slenk',1945::SB8,6562 LK,1044,625,2,1,0,0,0,577,51,0,0,0,0,0,628,88,148,40,38,60,50,7,0,56,25,15,4,93,1
Nijmegen,Berg en Dal,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Zalencentrum De Sleutel,1945::SB9,6562 DC,2053,1047,3,5,0,0,0,935,117,0,0,0,3,0,1052,119,162,34,105,149,84,9,4,94,44,35,8,200,0
Nijmegen,Berg en Dal,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,"Stembureau Vijverhof, Kwakkenbergweg 150",1945::SB10,6571 GE,1024,730,2,1,0,0,0,668,65,0,0,0,0,0,733,113,45,85,39,26,68,20,0,176,70,15,10,57,6
Nijmegen,Berg en Dal,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,"Stembureau Groot Berg en Dal, Oude Kleefsebaan 221",1945::SB11,6572 AN,999,626,1,1,0,0,0,586,42,0,0,0,0,0,628,130,73,48,31,40,44,23,1,108,37,19,4,68,0
