contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),CDA,SP (Socialistische Partij),PVV (Partij voor de Vrijheid),Democraten 66 (D66),ChristenUnie,GROENLINKS,50PLUS,Sterk Lokaal,Forum voor Democratie,Partij voor de Dieren,Onafhankelijke Partij Drenthe,DENK,Staatkundig Gereformeerde Partij (SGP),Senioren Belang
,Meppel,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Stadhuis,0119::SB1,,1555,1065,2,4,0,2,2,1009,62,0,0,2,0,0,1073,155,173,82,85,61,60,90,85,32,19,148,42,11,5,10,7
,Meppel,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Cultureel Centrum de Plataan (huiskamer),0119::SB2,,1031,655,1,0,0,0,0,617,39,0,0,0,0,0,656,127,98,55,36,30,37,55,65,16,10,85,29,7,0,5,0
,Meppel,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Oosterboerschool,0119::SB3,,1284,680,2,2,0,0,2,621,61,0,0,0,0,0,684,82,89,48,39,26,37,91,112,21,22,83,15,9,0,3,3
,Meppel,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau School de Toermalijn,0119::SB4,,1104,628,1,0,0,2,0,574,53,0,2,0,0,0,627,136,64,31,42,22,61,22,94,10,8,78,42,8,1,3,6
,Meppel,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Woonzorgcentrum Meeuwenborgh,0119::SB5,,552,283,2,3,0,0,0,268,20,0,0,0,0,0,288,20,43,15,42,30,11,27,29,10,4,36,5,5,1,2,3
,Meppel,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Woonzorgcentrum Irene,0119::SB6,,1186,710,2,0,0,0,0,666,46,0,0,0,0,0,712,156,85,69,28,29,56,42,75,21,16,88,27,6,0,3,9
,Meppel,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Brandweerkazerne,0119::SB7,,1388,726,0,3,0,0,0,672,58,1,0,1,0,0,730,94,65,39,66,67,42,59,82,14,27,114,24,10,11,5,7
,Meppel,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Anne Frankschool,0119::SB8,,1496,927,3,3,0,0,0,858,75,0,0,0,0,0,933,163,89,92,59,48,41,95,112,33,25,97,49,8,2,8,6
,Meppel,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Beatrixschool,0119::SB9,,1347,543,4,6,0,0,0,510,43,0,0,0,0,0,553,39,79,42,52,55,22,49,28,15,9,98,27,6,15,1,6
,Meppel,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau De MensA activeringscentrum,0119::SB10,,1520,717,0,1,0,0,0,682,36,0,0,0,0,0,718,57,122,22,74,50,29,65,80,42,21,82,40,12,12,2,7
