contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,VVD,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),Democraten 66 (D66),PVV (Partij voor de Vrijheid),ChristenUnie,Staatkundig Gereformeerde Partij (SGP),GROENLINKS,50PLUS,Partij voor de Dieren,Forum voor Democratie,DENK
,Oldenzaal,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stadhuis,0173::SB1,7571 CD,1429,1104,6,2,0,0,0,1003,109,0,0,0,0,0,1112,162,264,60,81,68,68,10,7,136,55,21,172,0
,Oldenzaal,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Woon- en Zorgcentrum de Molenkamp,0173::SB2,7571 CW,1624,824,6,2,0,0,0,754,78,0,0,0,0,0,832,184,136,47,77,48,47,15,0,115,38,22,93,2
,Oldenzaal,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Dienstencentrum de Walgaarden,0173::SB3,7571 GA,1469,680,8,2,0,0,0,633,57,0,0,0,0,0,690,112,68,44,78,20,87,9,0,102,39,16,87,18
,Oldenzaal,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Kantine Voetbalvereniging Quick '20,0173::SB4,7572 AS,1562,799,3,8,0,0,0,750,60,0,0,0,0,0,810,143,150,38,66,55,59,7,2,108,31,10,129,1
,Oldenzaal,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Wooncentrum Mariahof,0173::SB5,7573 AB,1385,818,5,1,0,0,0,744,80,0,0,0,0,0,824,152,134,53,84,44,65,11,1,98,55,26,94,1
,Oldenzaal,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Wooncentrum Scholtenhof,0173::SB6,7573 CG,1572,961,10,7,0,0,1,867,110,0,0,0,0,0,978,172,340,25,58,50,49,17,0,96,23,19,109,3
,Oldenzaal,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Boerderij Stakenboer,0173::SB7,7574 AL,1470,804,6,5,0,1,0,757,59,0,0,1,0,0,816,150,90,58,41,31,104,6,1,103,41,16,137,26
,Oldenzaal,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau School Breedwijs Zuid Berghuizen,0173::SB8,7574 TX,1527,812,4,1,0,0,0,746,71,0,0,0,0,0,817,157,59,77,69,42,75,9,2,84,53,33,103,49
,Oldenzaal,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Paal 12 Ontmoetingscentrum,0173::SB9,7576 AC,1228,582,2,0,0,0,0,532,52,0,0,0,0,0,584,103,45,58,58,28,65,7,1,53,52,8,84,20
,Oldenzaal,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,"Stembureau Woonzorgcentrum ""De Zonnestraal""",0173::SB10,7576 AV,1366,903,3,4,0,0,2,837,71,0,0,0,0,0,910,182,131,60,82,48,54,17,3,115,60,21,107,23
,Oldenzaal,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau School De Wendakker,0173::SB11,7576 VR,1630,1023,4,6,0,0,0,927,106,0,0,0,0,0,1033,139,151,77,77,53,131,15,4,99,52,28,171,26
,Oldenzaal,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Kantine Wielerclub OWC,0173::SB12,7576 PE,1561,671,2,1,0,0,0,601,73,0,0,0,0,0,674,123,138,30,50,52,46,12,2,82,23,13,97,3
,Oldenzaal,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,"Stembureau Stadhuis, vergadercentrum",0173::SB13,7571 CD,1119,590,4,0,0,0,1,539,54,0,0,0,0,0,594,82,106,35,49,36,42,4,1,79,35,23,96,2
,Oldenzaal,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Sportcafé De Kolk,0173::SB14,7577 EN,1468,1211,0,3,0,0,0,1115,99,0,0,0,0,0,1214,169,270,68,81,79,78,15,3,190,51,25,179,3
,Oldenzaal,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Kantine Voetbalvereniging De Esch,0173::SB15,7577 JA,1474,849,2,0,0,0,0,772,79,0,0,0,0,0,851,149,160,58,71,35,57,8,1,86,36,35,149,4
,Oldenzaal,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Wijkgebouw Het Blikpunt,0173::SB16,7577 JA,1290,750,2,4,0,0,1,701,54,0,0,0,0,0,756,100,131,33,69,53,50,9,3,116,28,22,136,0
,Oldenzaal,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau School De Bongerd,0173::SB17,7577 NR,1623,1010,2,0,0,1,0,909,104,0,0,1,0,0,1013,155,245,36,76,82,72,15,2,126,35,22,140,4
