contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),Democraten 66 (D66),CDA,Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),Staatkundig Gereformeerde Partij (SGP),ChristenUnie,GROENLINKS,Partij voor de Dieren,50PLUS,DENK,NIDA,Code Oranje,Forum voor Democratie,Lokale Partijen Zuid Holland (LPZH)
Leiden,Lansingerland,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Hervormde Kerk,1621::SB1,2661 CB,1430,921,3,1,0,0,1,845,79,0,0,0,0,0,925,192,43,83,108,42,18,17,106,54,30,35,5,1,6,168,13
Leiden,Lansingerland,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Gemeentehuis Lansingerland,1621::SB2,2662 SB,1863,1040,6,1,0,4,2,930,111,0,4,0,0,0,1043,242,44,148,77,52,20,6,68,59,23,34,22,5,2,224,14
Leiden,Lansingerland,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau De Rozenhoek,1621::SB3,2661 HK,1915,1057,4,2,0,1,0,983,81,0,0,1,0,0,1064,138,91,80,101,61,30,17,122,78,47,53,11,9,4,194,21
Leiden,Lansingerland,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Postduivenvereniging,1621::SB4,2661 GV,764,471,2,1,0,2,0,417,59,0,0,0,0,0,476,118,18,30,53,23,8,7,33,35,21,19,0,0,1,97,8
Leiden,Lansingerland,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau RK Basisschool Pius X,1621::SB5,2661 KZ,1983,1152,5,3,0,1,0,1047,112,0,1,0,0,0,1159,203,74,105,96,67,38,4,87,82,40,69,18,3,3,253,10
Leiden,Lansingerland,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau GKV Het Baken,1621::SB6,2661 TP,1605,965,0,2,0,1,0,840,126,0,1,0,0,0,966,287,52,88,69,37,15,10,88,65,28,22,0,0,4,193,7
Leiden,Lansingerland,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Jongeren Centrum Spectrum,1621::SB7,2661 AL,1831,1194,0,2,0,1,0,1070,127,0,0,1,0,0,1197,253,66,101,90,74,32,4,106,86,36,48,22,9,6,243,18
Leiden,Lansingerland,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau CBS De Acker,1621::SB8,2661 SX,1953,1153,2,2,0,3,0,1032,126,0,0,3,0,0,1158,271,48,166,99,54,22,4,112,78,36,49,13,3,6,179,13
Leiden,Lansingerland,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Basisschool De Poolster,1621::SB9,2651 RC,1994,1410,2,6,0,0,2,1253,163,0,0,0,0,0,1418,329,78,121,183,77,31,9,58,93,47,62,6,1,4,281,30
Leiden,Lansingerland,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Basisschool De Klipper,1621::SB10,2652 ER,1634,1133,2,2,0,4,0,1001,132,0,4,0,0,0,1133,255,90,142,113,55,18,4,88,76,25,49,14,6,3,184,11
Leiden,Lansingerland,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau CBS Prins Johan Friso,1621::SB11,2651 GS,2220,1082,5,2,0,2,0,964,127,0,0,2,0,0,1091,210,59,75,110,77,44,14,103,89,34,54,5,6,1,183,18
Leiden,Lansingerland,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Huize St. Petrus,1621::SB12,2651 CX,1596,1052,7,5,0,0,0,943,121,0,0,0,0,0,1064,202,66,84,157,65,24,10,76,64,27,42,9,0,3,204,19
Leiden,Lansingerland,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Wel-kom!,1621::SB13,2651 CZ,1691,866,2,3,0,2,0,792,81,0,0,2,0,0,873,104,74,57,167,54,16,22,83,50,35,47,8,0,1,143,5
Leiden,Lansingerland,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Gebouw de Bron,1621::SB14,2651 BN,1985,1272,2,1,0,4,0,1100,175,0,0,4,0,0,1275,303,56,152,137,67,23,12,132,90,47,45,5,3,7,173,20
Leiden,Lansingerland,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Wijkgebouw Rodenrijs,1621::SB15,2651 PG,1627,1026,0,3,0,1,2,928,100,0,0,1,0,0,1030,153,55,109,86,81,27,12,117,77,59,51,14,2,3,165,15
Leiden,Lansingerland,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Wijnstokgemeente,1621::SB16,2651 BS,1766,889,0,1,0,0,0,782,108,0,0,0,0,0,890,207,33,97,87,37,16,22,73,80,55,17,1,1,2,151,10
Leiden,Lansingerland,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,"Stembureau Stichting Sprank ""De Handpalm""",1621::SB17,2651 XP,1168,790,0,2,0,2,1,703,87,0,2,0,0,0,791,154,36,84,66,50,17,7,95,74,30,19,11,3,5,130,9
Leiden,Lansingerland,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Woonzorgcentrum De Leeuwerik,1621::SB18,2665 VH,1790,1096,2,1,0,1,0,981,119,0,0,1,0,0,1100,259,54,85,127,64,37,28,77,42,25,70,3,4,0,194,27
Leiden,Lansingerland,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Gereformeerde Kerk Bleiswijk Open Hof,1621::SB19,2665 BJ,1892,1055,0,0,0,2,0,950,107,0,0,2,0,0,1057,202,64,68,133,42,21,36,95,55,38,55,11,3,3,213,16
Leiden,Lansingerland,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau KBS De Oosthoek,1621::SB20,2665 ES,1699,940,0,0,0,1,1,848,92,0,0,1,0,0,941,195,42,92,123,62,21,15,66,82,25,42,10,5,2,141,17
Leiden,Lansingerland,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau CBS De Wiekslag,1621::SB21,2665 ES,1933,1294,3,1,0,0,0,1135,164,0,0,0,0,0,1299,251,70,105,152,82,39,26,91,89,54,62,10,13,4,220,26
Leiden,Lansingerland,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Brandweerkazerne Bleiswijk,1621::SB22,2665 JA,1626,990,4,3,0,0,0,853,144,0,0,0,0,0,997,282,44,63,105,30,20,37,83,35,21,49,0,0,5,193,23
Leiden,Lansingerland,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau CBS Prinses Maximaschool,1621::SB23,2652 HJ,1443,974,2,2,0,0,0,881,97,0,0,0,0,0,978,275,41,144,74,48,17,6,47,71,28,18,4,0,1,190,10
Leiden,Lansingerland,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Woonzorgcentrum De Oudelandse Hof,1621::SB24,2652 EL,1575,971,3,4,0,1,0,888,91,0,0,1,0,0,979,198,76,100,89,70,27,2,34,70,36,41,11,3,2,192,20
Leiden,Lansingerland,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau 't Manneke,1621::SB25,2651 CL,2097,951,2,3,0,1,0,830,127,0,0,1,0,0,957,245,43,101,78,51,23,6,60,53,28,36,6,2,0,206,13
Leiden,Lansingerland,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Basisschool De Klipper,1621::SB26,2652 KJ,1269,762,2,0,0,1,2,645,118,0,0,1,0,0,765,266,25,126,64,28,9,5,31,51,22,13,9,3,2,98,10
