contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,SP (Socialistische Partij),PVV (Partij voor de Vrijheid),Democraten 66 (D66),Partij van de Arbeid (P.v.d.A.),GROENLINKS,50PLUS,Partij voor de Dieren,ChristenUnie-SGP,Lokaal Brabant,Ouderen Appèl - Hart voor Brabant,Forum voor Democratie,DENK,Senioren Brabant,Code Oranje
Tilburg,Roosendaal,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Parrotia,1674::SB1,4701 PA,1204,841,0,2,0,0,0,780,63,0,0,0,0,0,843,160,95,56,56,57,45,92,58,33,14,15,9,137,9,5,0
Tilburg,Roosendaal,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,"Stembureau Centrum voor de Kunsten, de Suite",1674::SB2,4701 EK,1723,755,2,3,0,0,0,695,65,0,0,0,0,0,760,128,77,55,70,64,55,80,47,29,8,19,4,109,4,3,3
Tilburg,Roosendaal,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Buurthuis Keijenburg,1674::SB3,4702 CG,1556,754,3,3,0,0,0,693,67,0,0,0,0,0,760,88,63,73,90,34,48,80,51,28,5,14,3,155,17,5,0
Tilburg,Roosendaal,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Recreatiezaal Mimosaflat,1674::SB4,4702 BR,1645,645,0,0,0,0,0,575,70,0,0,0,0,0,645,92,58,60,66,49,45,72,36,23,6,12,7,103,6,7,3
Tilburg,Roosendaal,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Het Fatimahuis,1674::SB5,4702 GZ,1552,717,0,1,0,0,0,638,80,0,0,0,0,0,718,96,64,64,62,45,65,72,37,34,11,9,12,102,36,5,3
Tilburg,Roosendaal,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Wiekendael,1674::SB6,4702 ZB,1361,574,2,7,0,0,0,536,47,0,0,0,0,0,583,74,35,66,81,40,44,53,23,26,6,4,6,100,11,4,1
Tilburg,Roosendaal,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Buurtcentrum Kalsdonk,1674::SB7,4702 NS,1854,688,1,5,0,2,0,602,94,0,0,2,0,0,696,68,43,64,76,38,37,76,25,20,4,11,6,99,118,3,0
Tilburg,Roosendaal,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Buurtcentrum Kalsdonk,1674::SB8,4702 NS,1772,660,5,2,0,0,0,578,89,0,0,0,0,0,667,52,37,63,94,26,34,52,19,19,8,11,4,96,137,7,1
Tilburg,Roosendaal,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau St. Elisabeth,1674::SB9,4703 AK,1560,803,4,3,0,0,0,740,70,0,0,0,0,0,810,101,135,78,79,35,43,75,40,26,12,27,13,134,0,5,0
Tilburg,Roosendaal,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Huis van de Westrand,1674::SB10,4703 HX,1422,488,1,12,0,0,0,446,55,0,0,0,0,0,501,56,34,53,63,25,29,47,29,19,6,7,3,65,52,0,0
Tilburg,Roosendaal,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Kellebeek College,1674::SB11,4704 AD,1402,363,1,1,0,0,0,327,38,0,0,0,0,0,365,35,29,28,52,24,30,30,26,13,4,5,5,63,17,2,0
Tilburg,Roosendaal,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Appartementencomplex Waterland,1674::SB12,4707 DC,1728,711,3,2,0,2,0,663,55,0,0,2,0,0,718,146,111,58,63,26,45,54,55,15,16,14,10,92,1,5,0
Tilburg,Roosendaal,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau De Brink,1674::SB13,4707 HP,1180,662,7,5,0,1,0,597,76,0,1,0,0,0,673,66,85,61,94,28,51,58,55,20,6,11,14,74,30,6,3
Tilburg,Roosendaal,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau De Wildenborch,1674::SB14,4707 LT,1333,598,3,2,0,0,0,551,52,0,0,0,0,0,603,69,53,72,67,16,36,70,55,18,12,15,5,72,29,8,1
Tilburg,Roosendaal,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau De Watermolen,1674::SB15,4707 JE,1427,526,0,1,0,0,0,456,71,0,0,0,0,0,527,52,42,51,45,16,42,88,28,20,8,12,2,86,26,6,2
Tilburg,Roosendaal,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau RSC Alliance,1674::SB16,4707 XD,1083,579,3,3,0,0,0,518,67,0,0,0,0,0,585,84,63,60,53,31,48,69,29,14,8,13,5,76,20,5,1
Tilburg,Roosendaal,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Levensschool,1674::SB17,4707 TZ,1227,564,0,1,0,0,0,494,71,0,0,0,0,0,565,64,64,45,51,20,47,48,27,12,21,8,0,116,36,5,0
Tilburg,Roosendaal,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau De Saffier,1674::SB18,4706 HM,1375,609,2,4,2,0,0,543,70,0,2,0,0,0,613,104,58,53,62,43,35,64,27,15,10,9,10,99,16,4,0
Tilburg,Roosendaal,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau De Saffier,1674::SB19,4706 HM,1464,688,1,2,0,1,0,616,76,0,0,1,0,0,692,96,60,69,70,49,41,82,30,16,12,16,7,115,17,6,2
Tilburg,Roosendaal,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau De Bloemschevaert,1674::SB20,4706 GH,1420,729,4,3,0,0,0,671,65,0,0,0,0,0,736,93,90,71,69,47,51,78,49,30,13,13,8,108,5,4,0
Tilburg,Roosendaal,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau De Klimroos,1674::SB21,4706 LK,1263,593,1,1,0,1,0,515,79,0,1,0,0,0,594,128,53,55,37,43,40,45,24,11,6,12,7,115,7,10,0
Tilburg,Roosendaal,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau De Klimroos,1674::SB22,4706 LK,1907,742,0,2,0,0,1,646,98,1,0,1,0,0,745,152,78,43,55,41,58,79,39,22,11,9,4,130,16,4,1
Tilburg,Roosendaal,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Nisipa,1674::SB23,4709 AN,1367,796,0,3,0,2,0,709,92,0,0,2,0,0,801,122,221,46,68,20,35,40,39,28,13,16,7,136,0,5,0
Tilburg,Roosendaal,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Vondelschool,1674::SB24,4707 AG,1506,759,2,0,0,0,0,683,79,1,0,1,0,0,762,95,59,84,77,52,46,74,36,24,12,14,4,158,18,6,0
Tilburg,Roosendaal,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau De Heiberg,1674::SB25,4708 EC,1814,772,0,6,0,0,0,685,93,0,0,0,0,0,778,99,55,67,91,44,44,66,42,27,14,26,9,175,7,2,4
