contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,Democraten 66 (D66),SP (Socialistische Partij),PVV (Partij voor de Vrijheid),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Staatkundig Gereformeerde Partij (SGP),GROENLINKS,Partij voor de Dieren,50PLUS,Lokale Partijen Gelderland-Code Oranje,Forum voor Democratie,DENK,JEZUS LEEFT
Arnhem,Aalten,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Stegemanhof,0197::SB1,7122 CG,1124,838,6,5,0,10,0,794,65,0,0,10,0,0,859,133,230,63,41,33,44,71,10,69,22,29,13,76,2,2
Arnhem,Aalten,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Magnoliaschool,0197::SB2,7121 AM,1371,609,2,1,0,0,0,556,57,0,0,1,0,0,613,86,178,33,32,26,33,53,8,48,21,18,5,67,0,1
Arnhem,Aalten,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau R.K. Kerk,0197::SB3,7121 ES,1133,713,4,0,0,1,0,658,60,0,0,1,0,0,718,112,186,43,41,48,55,50,3,46,15,20,9,80,5,0
Arnhem,Aalten,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Schaersvoorde,0197::SB4,7122 AW,1111,723,3,2,0,4,0,661,71,0,0,4,0,0,732,62,169,49,63,35,55,61,3,60,20,44,5,77,18,2
Arnhem,Aalten,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Gebouw AD'69 (kantine),0197::SB5,7121 JB,1491,674,0,1,1,0,0,612,62,0,1,0,0,0,674,97,167,25,43,44,63,24,5,49,16,31,5,103,1,1
Arnhem,Aalten,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Turks Cultureel Centrum,0197::SB6,7121 GK,1397,695,0,1,0,0,0,635,60,0,1,0,1,0,695,73,140,40,65,31,61,48,4,60,17,27,7,95,25,2
Arnhem,Aalten,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Beth San,0197::SB7,7121 EG,1289,758,2,5,0,0,0,702,63,0,0,0,0,0,765,62,225,31,68,37,62,62,2,49,21,30,8,95,5,1
Arnhem,Aalten,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Sporthal Aladna,0197::SB8,7121 WN,1205,813,4,1,0,1,0,752,65,0,1,0,0,0,817,94,195,62,62,31,65,74,3,54,23,36,5,97,10,2
Arnhem,Aalten,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Ver.gebouw 't Dorpshuus IJzerlo,0197::SB9,7122 KH,778,435,0,2,0,0,0,393,44,0,0,0,0,0,437,44,246,17,13,13,10,11,4,25,12,4,2,33,1,0
Arnhem,Aalten,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Kulturhus Lintelo,0197::SB10,7122 LX,943,552,3,0,0,11,0,497,47,0,11,0,0,0,544,73,218,22,14,10,13,56,8,43,12,10,5,66,1,1
