contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,SP (Socialistische Partij),PVV (Partij voor de Vrijheid),Democraten 66 (D66),Partij van de Arbeid (P.v.d.A.),GROENLINKS,50PLUS,Partij voor de Dieren,ChristenUnie-SGP,Lokaal Brabant,Ouderen Appèl - Hart voor Brabant,Forum voor Democratie,DENK,Senioren Brabant,Code Oranje
Tilburg,Geertruidenberg,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Gemeentehuis,0779::SB1,4941DX,2500,1506,4,5,0,0,5,1332,178,0,0,0,0,0,1515,259,136,117,188,74,94,94,81,48,16,29,13,325,1,20,11
Tilburg,Geertruidenberg,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Woonzorgcentrum de Mauritsstaete,0779::SB2,4931HV,1079,797,7,3,0,0,0,746,61,0,0,0,0,0,807,69,78,90,116,32,72,47,39,25,10,34,8,156,6,7,8
Tilburg,Geertruidenberg,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau RK Kerk Gertrudis,0779::SB3,4931BP,1417,580,2,3,0,0,0,522,63,0,0,0,0,0,585,95,40,60,55,38,55,65,40,16,8,17,2,80,1,4,4
Tilburg,Geertruidenberg,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau De Schattelijn,0779::SB4,4931AZ,1266,640,0,3,0,0,0,595,48,0,0,0,0,0,643,129,54,36,53,41,48,52,25,30,6,29,2,120,4,5,6
Tilburg,Geertruidenberg,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau kinderboerderij de Kromme Akker,0779::SB5,4931XA,1666,577,0,0,0,0,0,526,51,0,0,0,0,0,577,64,36,59,83,26,54,45,19,19,6,15,4,139,1,2,5
Tilburg,Geertruidenberg,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau locatie Dongemondcollege,0779::SB6,4942VC,1659,639,1,0,0,0,0,574,66,0,0,0,0,0,640,153,70,31,54,41,45,44,28,17,2,23,2,120,0,3,6
Tilburg,Geertruidenberg,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Zorgcentrum Het Hoge Veer,0779::SB7,4941KH,2191,985,2,7,0,0,0,891,103,0,0,0,0,0,994,216,150,69,73,49,77,64,43,22,24,22,6,154,0,8,8
Tilburg,Geertruidenberg,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Bibliotheek,0779::SB8,4941GE,1824,790,2,4,0,0,0,709,87,0,0,0,0,0,796,136,117,58,74,56,54,56,34,20,11,15,5,131,3,6,14
Tilburg,Geertruidenberg,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Buurthuis De Schelf,0779::SB9,4942AW,1634,1106,5,2,0,0,0,997,116,0,0,0,0,0,1113,139,114,117,134,49,93,79,61,37,12,28,5,204,4,14,16
Tilburg,Geertruidenberg,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Ontmoetingscentrum Raamsdonk,0779::SB10,4944XD,1673,952,3,0,0,0,0,866,89,0,0,0,0,0,955,156,213,60,109,49,34,82,28,21,4,25,4,152,0,8,7
