contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),Democraten 66 (D66),CDA,Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),Staatkundig Gereformeerde Partij (SGP),ChristenUnie,GROENLINKS,Partij voor de Dieren,50PLUS,DENK,NIDA,Code Oranje,Forum voor Democratie,Lokale Partijen Zuid Holland (LPZH),JEZUS LEEFT
Dordrecht,Gorinchem,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stadhuis,0512::SB1,4205AZ,1417,958,1,3,0,0,2,856,104,0,0,0,0,0,962,191,44,104,80,70,63,19,52,98,39,33,14,0,7,137,5,2
Dordrecht,Gorinchem,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau De Vijfzinnen (Nieuwe Doelen),0512::SB2,4201JD,1292,744,1,2,0,0,0,676,71,0,0,0,0,0,747,130,41,75,47,66,48,10,45,96,37,20,2,1,13,108,4,1
Dordrecht,Gorinchem,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Huize Steijndeld,0512::SB3,4201KW,1224,463,0,1,0,0,0,429,35,0,0,0,0,0,464,73,17,36,28,46,31,5,20,60,42,19,0,0,5,78,2,1
Dordrecht,Gorinchem,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Buurthuis De Aanlegsteiger,0512::SB4,4201ZD,1307,751,4,2,0,1,1,691,66,0,0,1,0,0,758,153,35,75,35,63,62,9,38,80,51,33,9,0,5,100,3,0
Dordrecht,Gorinchem,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Schoolgebouw De Regenboog A,0512::SB5,4207ET,1080,565,1,1,0,0,0,497,68,0,2,0,0,0,565,78,30,56,42,45,41,22,54,55,21,16,2,0,6,92,4,1
Dordrecht,Gorinchem,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Schoolgebouw De Regenboog B,0512::SB6,4207ET,1028,563,2,1,0,0,0,507,61,0,0,0,0,0,568,94,27,53,34,51,49,9,55,52,21,18,2,0,0,94,4,0
Dordrecht,Gorinchem,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Oosterbliek,0512::SB7,4207NC,1398,1021,0,1,0,1,0,908,113,0,1,0,0,0,1021,195,61,96,74,89,43,47,88,85,26,39,6,1,4,158,6,3
Dordrecht,Gorinchem,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Tienercollege A,0512::SB8,4207MT,933,616,3,2,0,0,0,530,91,0,0,0,0,0,621,82,49,42,43,65,51,23,52,48,18,25,10,0,7,97,3,1
Dordrecht,Gorinchem,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Tienercollege B,0512::SB9,4207MT,1151,530,2,0,0,0,1,470,61,0,0,0,0,0,532,94,36,41,37,49,39,11,52,32,13,26,5,1,1,88,5,0
Dordrecht,Gorinchem,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Buurthuis 'West',0512::SB10,4207PG,1630,715,0,0,0,0,0,636,79,0,0,0,0,0,715,103,52,49,48,63,46,36,58,66,32,33,9,0,6,108,6,0
Dordrecht,Gorinchem,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Dorpshuis De Elzenhof,0512::SB11,4213CR,1252,799,0,5,0,0,0,707,97,0,0,0,0,0,804,231,43,104,64,35,20,27,60,54,27,23,0,0,9,102,0,0
Dordrecht,Gorinchem,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Gemeenschapshuis,0512::SB12,4206AN,1045,484,0,2,0,0,0,444,42,0,0,0,0,0,486,54,58,26,18,61,64,6,25,23,15,28,15,1,3,85,0,2
Dordrecht,Gorinchem,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Lingewijkgebouw,0512::SB13,4206XN,1098,553,1,1,0,0,0,492,63,0,0,0,0,0,555,70,61,27,39,27,50,4,32,46,21,16,11,1,6,132,6,4
Dordrecht,Gorinchem,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Gebouw Leger des Heils,0512::SB14,4205BR,1153,599,3,2,0,0,0,538,66,0,0,0,0,0,604,87,42,37,56,34,44,20,50,60,19,27,34,1,2,83,0,3
Dordrecht,Gorinchem,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Schoolgebouw Anne Frank,0512::SB15,4205XD,1282,672,2,5,0,0,0,602,77,0,0,0,0,0,679,83,44,30,45,55,52,36,63,50,23,31,26,6,3,120,4,1
Dordrecht,Gorinchem,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Dienstencentrum Rozenobel,0512::SB16,4205GE,1406,514,1,2,0,0,0,446,72,1,0,1,0,0,518,24,47,11,19,53,43,14,37,30,27,11,123,12,1,54,5,3
Dordrecht,Gorinchem,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau De Schutse,0512::SB17,4205HA,1136,493,1,4,0,0,0,439,59,0,0,0,0,0,498,57,42,29,33,52,40,34,53,22,16,16,44,1,4,45,0,5
Dordrecht,Gorinchem,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Schoolgebouw De Rotonde,0512::SB18,4205KK,1478,698,2,1,0,0,0,628,73,0,0,0,0,0,701,80,59,45,51,48,54,28,65,62,27,21,24,6,6,117,5,0
Dordrecht,Gorinchem,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Schoolgebouw Ds. Koelmanschool,0512::SB19,4204TR,983,487,1,4,0,0,0,449,43,0,0,0,0,0,492,44,48,15,40,42,33,34,36,26,12,11,63,1,7,70,4,1
Dordrecht,Gorinchem,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Het Gasthuis,0512::SB20,4204AA,914,434,1,4,0,0,0,395,45,0,0,1,0,0,440,63,33,26,34,36,46,7,27,27,16,14,41,1,3,56,3,1
Dordrecht,Gorinchem,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Gildenplein,0512::SB21,4204BL,975,359,6,3,0,0,0,334,34,0,0,0,0,0,368,22,28,16,32,53,42,4,25,20,11,12,42,1,2,45,3,1
Dordrecht,Gorinchem,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau WonenLerenZorg gebouw,0512::SB22,4204AJ,1186,614,1,1,0,0,0,562,54,0,0,0,0,0,616,47,42,28,70,63,67,11,44,45,23,25,35,3,4,98,6,3
Dordrecht,Gorinchem,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Regenboogschool,0512::SB23,4208BA,1168,674,0,0,0,1,0,578,97,0,0,1,0,0,675,181,26,68,63,31,26,23,84,30,13,15,17,3,4,90,0,0
