contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Democraten 66 (D66),CDA,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),GROENLINKS,ChristenUnie,Partij voor de Dieren,Staatkundig Gereformeerde Partij (SGP),50PLUS,DENK,U26 GEMEENTEN,Forum voor Democratie
,Lopik,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Gemeentehuis Lopik,0331::SB1,3411 CH,1530,825,4,3,0,0,0,747,86,1,0,1,0,0,833,96,14,148,44,78,20,34,96,26,61,32,12,2,162
,Lopik,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Voormalige Peuterspeelzaal Villa Kakelbond,0331::SB2,3411 ZG,998,461,2,1,0,0,0,422,42,0,0,0,0,0,464,73,11,83,26,63,18,23,33,16,16,19,20,2,58
,Lopik,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Dorpshuis De Schouw,0331::SB3,3411 DJ,1962,1294,8,3,0,0,0,1164,141,0,0,0,0,0,1305,186,39,249,75,139,42,61,111,29,54,38,4,13,254
,Lopik,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Buurthuis Uitweg,0331::SB4,3412 KR,1093,692,0,0,0,0,0,596,96,0,0,0,0,0,692,93,23,117,22,70,11,32,86,15,103,16,0,3,101
,Lopik,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Ver. gebouw Jaarsveld,0331::SB5,3413 MP,759,435,1,1,0,0,0,368,70,1,0,1,0,0,438,74,7,64,19,37,18,25,51,12,51,7,0,3,67
,Lopik,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau In 't Witte Paard,0331::SB6,3411 EC,794,523,0,1,0,0,0,434,90,0,0,0,0,0,524,122,14,155,21,26,8,26,24,11,21,9,0,5,81
,Lopik,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Buurthuis 't Wilgegat,0331::SB7,3411 NC,259,174,0,1,0,0,0,162,13,0,0,0,0,0,175,23,12,66,3,10,3,11,13,7,10,1,0,0,15
,Lopik,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Dorpshuis Benschop,0331::SB8,3405 XJ,2240,1415,10,3,0,0,1,1260,167,0,0,0,0,0,1428,186,49,301,58,106,41,70,153,37,140,41,4,4,225
,Lopik,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Buurthuis de Triangel,0331::SB9,3405 CE,634,454,2,3,0,0,0,395,64,0,0,0,0,0,459,50,4,124,9,25,10,8,68,10,75,8,0,1,62
,Lopik,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Dorpshuis  Polsbroek,0331::SB10,3415 PE,857,587,0,1,0,0,0,526,62,0,0,0,0,0,588,76,13,86,18,22,9,12,115,13,147,5,1,4,66
