contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),VVD,Democraten 66 (D66),Partij van de Arbeid (P.v.d.A.),GROENLINKS,50PLUS,Partij voor de Dieren,LOKAAL-LIMBURG,Forum voor Democratie,ChristenUnie,DENK
Maastricht,Valkenburg aan de Geul,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Stadhuis Park Dersaborg,0994::SB1,6301 HC,1356,786,2,3,0,0,2,703,86,0,0,0,0,0,791,165,78,49,96,46,38,62,34,36,39,138,4,1
Maastricht,Valkenburg aan de Geul,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau De Polfermolen,0994::SB2,6301 GM,1159,527,2,2,0,0,0,478,54,1,0,1,0,0,532,115,50,28,86,12,11,55,20,23,22,98,6,1
Maastricht,Valkenburg aan de Geul,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Grand Hotel Voncken,0994::SB3,6301 DC,1361,687,4,4,0,0,0,610,85,0,0,0,0,0,695,168,85,35,87,35,21,45,20,21,34,129,6,1
Maastricht,Valkenburg aan de Geul,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Hotel Op de Boud,0994::SB4,6301 XX,1401,734,3,1,0,2,1,629,110,0,0,2,0,0,740,141,105,69,72,35,34,57,27,24,39,119,10,2
Maastricht,Valkenburg aan de Geul,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Gemeenschapshuis De Beemde,0994::SB5,6301 WJ,1160,654,0,0,0,0,0,582,72,0,0,0,0,0,654,128,76,72,63,23,36,64,31,22,30,103,6,0
Maastricht,Valkenburg aan de Geul,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Gemeenschapshuis De Blokhut,0994::SB6,6301 AT,1012,602,3,0,0,0,0,605,0,0,0,0,0,0,605,211,51,36,44,34,35,59,17,29,24,57,5,0
Maastricht,Valkenburg aan de Geul,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau De Holle Eik,0994::SB7,6301 JZ,1216,684,5,3,0,0,0,607,85,0,0,0,0,0,692,169,65,38,65,41,46,75,25,29,28,95,8,0
Maastricht,Valkenburg aan de Geul,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Gemeenschapshuis 't Geboew,0994::SB8,6305 AZ,1405,849,4,1,0,0,0,765,89,0,0,0,0,0,854,209,95,93,97,38,48,78,24,42,20,91,14,0
Maastricht,Valkenburg aan de Geul,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Gemeenschapshuis 't Voske,0994::SB9,6325 EC,1809,1078,10,3,0,2,0,974,115,0,2,0,0,0,1089,252,119,52,134,64,70,101,34,39,57,135,20,1
Maastricht,Valkenburg aan de Geul,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Zorgcentrum Fonterhof,0994::SB10,6325 BR,1005,563,3,7,0,0,0,512,61,0,0,0,0,0,573,114,75,47,62,27,25,34,25,21,39,83,9,2
Maastricht,Valkenburg aan de Geul,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Gemeenschapshuis Cascade Vilt,0994::SB11,6325 AX,711,395,3,4,0,0,0,358,44,0,0,0,0,0,402,95,45,28,39,14,25,28,19,12,16,74,0,0
