contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Democraten 66 (D66),CDA,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),GROENLINKS,ChristenUnie,Partij voor de Dieren,Staatkundig Gereformeerde Partij (SGP),50PLUS,DENK,U26 GEMEENTEN,Forum voor Democratie
,Veenendaal,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Dienstencentrum Duivenwal,0345::SB1,,1664,729,6,2,0,1,0,673,63,0,1,0,0,0,736,69,19,64,38,66,51,49,116,11,77,32,13,4,120
,Veenendaal,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Wijkcentrum Panorama,0345::SB2,,1633,477,2,4,0,0,0,418,63,0,2,0,2,0,481,34,21,21,32,21,20,26,101,7,82,12,44,4,52
,Veenendaal,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Hollandia Staete,0345::SB3,,1558,673,2,5,0,0,0,618,62,0,0,0,0,0,680,55,16,66,37,47,37,25,112,8,114,30,32,7,87
,Veenendaal,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Woon- en Zorgcentrum De Engelenburgh,0345::SB4,,1390,888,3,7,0,0,0,791,107,0,0,0,0,0,898,62,20,103,38,52,28,46,165,16,200,21,16,6,115
,Veenendaal,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Zaal Apostolisch Genootschap,0345::SB5,,1529,1084,2,2,0,0,0,950,138,0,0,0,0,0,1088,173,65,148,48,50,26,74,190,28,83,29,2,11,157
,Veenendaal,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Vergaderzaal Het Trefpunt,0345::SB6,,1553,1097,1,1,0,0,0,959,140,0,0,0,0,0,1099,112,31,131,53,64,34,65,169,25,184,29,19,8,173
,Veenendaal,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Basisschool de 'Ceder',0345::SB7,,1463,541,2,0,0,0,0,482,61,0,0,0,0,0,543,96,19,60,19,30,10,24,100,14,75,16,0,9,69
,Veenendaal,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Gebouw Groenhof,0345::SB8,,1629,938,2,1,0,0,0,819,122,0,0,0,0,0,941,130,40,101,40,66,37,57,147,29,126,26,13,12,114
,Veenendaal,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Patrimoniumschool,0345::SB9,,1638,1067,3,4,0,0,0,965,109,0,0,0,0,0,1074,119,46,110,45,74,59,55,176,29,137,29,23,10,155
,Veenendaal,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau School JUUL,0345::SB10,,1297,517,3,3,0,0,0,437,86,0,0,0,0,0,523,24,24,33,32,29,44,31,52,10,47,21,95,8,67
,Veenendaal,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau School Het Baken I,0345::SB11,,1514,965,2,0,0,0,0,865,102,0,0,0,0,0,967,116,56,103,47,36,31,80,218,18,69,42,6,12,131
,Veenendaal,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Wereldkidz Achtbaan,0345::SB12,,1611,713,0,2,0,0,0,641,73,0,1,0,1,0,714,77,52,68,40,50,27,55,144,20,48,16,12,10,94
,Veenendaal,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau School Het Baken II,0345::SB13,,1016,720,2,0,0,0,0,639,83,0,0,0,0,0,722,64,38,107,36,35,35,49,180,14,42,22,6,8,84
,Veenendaal,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Ichtus College,0345::SB14,,1463,879,1,0,0,0,2,782,96,0,0,0,0,0,880,115,24,100,37,37,22,81,233,6,93,28,3,7,93
,Veenendaal,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau School De Schakel,0345::SB15,,1347,1022,1,2,0,0,0,896,129,0,0,0,0,0,1025,121,40,93,43,49,52,58,200,11,116,36,26,24,153
,Veenendaal,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Johannes Calvijnschool,0345::SB16,,1331,717,1,1,0,1,0,627,91,0,1,0,0,0,718,31,18,51,33,53,45,34,101,9,141,27,62,2,110
,Veenendaal,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Buurthuis 't Turfke,0345::SB17,,1680,727,0,0,0,0,0,640,87,0,0,0,0,0,727,48,16,46,30,63,26,45,130,13,111,40,29,14,116
,Veenendaal,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau School Max,0345::SB18,,1569,1061,3,0,0,2,0,944,122,0,0,2,0,0,1066,99,37,103,34,74,38,44,225,12,173,34,16,7,165
,Veenendaal,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Rehobothschool,0345::SB19,,1898,622,2,3,0,0,0,536,91,0,0,0,0,0,627,55,13,71,19,19,14,28,165,6,137,13,4,1,77
,Veenendaal,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Zorgcentrum 't Boveneind,0345::SB20,,1558,879,3,0,0,0,0,784,98,0,0,0,0,0,882,55,21,108,47,57,16,46,160,12,234,24,5,3,91
,Veenendaal,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Wijkcentrum Aller Erf,0345::SB21,,1349,1706,1,4,1,1,0,1514,199,0,0,2,0,0,1713,147,58,175,74,77,50,99,384,30,273,75,25,12,227
,Veenendaal,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Youké,0345::SB22,,1652,462,1,0,0,0,0,405,58,0,0,0,0,0,463,52,13,57,14,17,6,20,103,13,97,15,1,4,50
,Veenendaal,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Dienstencentrum Kleine Beer,0345::SB23,,1631,897,1,4,0,0,0,825,77,0,0,0,0,0,902,80,26,107,46,45,54,28,163,11,140,45,27,7,118
,Veenendaal,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Buurthuis De Driehoek,0345::SB24,,1263,746,2,8,0,1,0,672,85,0,0,1,0,0,757,66,23,82,23,43,35,53,140,14,80,13,88,10,76
,Veenendaal,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Westerkerk,0345::SB25,,1486,863,5,3,0,0,0,785,86,0,0,0,0,0,871,114,28,97,45,32,31,45,209,12,76,25,2,11,136
,Veenendaal,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau School De Grondtoon,0345::SB26,,1544,1199,2,3,0,0,0,1073,131,0,0,0,0,0,1204,177,52,148,53,39,37,74,245,31,105,29,6,27,176
,Veenendaal,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau School De Burcht,0345::SB27,,1339,748,0,0,0,0,0,650,98,0,0,0,0,0,748,130,32,91,29,49,18,41,135,20,58,19,4,4,118
,Veenendaal,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau School Wereldkidz Mozaïek,0345::SB28,,1561,948,0,1,0,1,1,834,115,0,0,1,0,0,950,176,48,93,47,72,25,74,133,21,57,21,14,14,153
,Veenendaal,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Brede Wijkvoorziening 't Speelkwartier,0345::SB29,,1402,830,4,0,0,0,0,731,103,0,0,0,0,0,834,122,51,89,38,36,26,43,136,12,69,25,43,15,125
