contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Democraten 66 (D66),Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,GROENLINKS,Partij voor de Dieren,50PLUS/PARTIJ VAN DE OUDEREN,Ouderenpartij Noord-Holland,NIDA,Code Oranje,Forum voor Democratie,DENK,ChristenUnie
Den Helder,Enkhuizen,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Stadskantoor,0388::SB1,1601 KT,1608,1012,2,6,0,0,0,943,77,0,0,0,0,0,1020,141,88,114,56,105,65,95,65,28,15,1,25,192,1,21
Den Helder,Enkhuizen,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau NS Stationshal Enkhuizen,0388::SB2,1601 EN,1415,870,4,1,0,0,2,801,72,0,0,0,0,0,875,171,79,92,33,77,69,97,39,9,11,0,24,132,0,37
Den Helder,Enkhuizen,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,"Stembureau P.C. BS Het Mozaïek, Spaans Leger",0388::SB3,1601 PB,1306,833,4,1,0,0,1,769,68,0,0,0,0,0,838,133,72,83,39,69,85,89,47,17,16,2,19,122,0,40
Den Helder,Enkhuizen,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Woonzorgcomplex Herfstzon,0388::SB4,1601 AZ,1705,816,3,3,0,0,0,758,64,0,0,0,0,0,822,143,40,92,29,109,88,68,32,17,26,0,17,113,0,42
Den Helder,Enkhuizen,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Woonzorgcomplex Overvest,0388::SB5,1602 SE,1471,625,3,2,0,0,0,601,29,0,0,0,0,0,630,38,27,52,51,107,57,54,25,22,16,5,14,115,1,41
Den Helder,Enkhuizen,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Wijkcentrum de Bonte Veer,0388::SB6,1602 PV,1574,1224,6,1,0,0,0,1136,95,0,0,0,0,0,1231,84,55,112,108,183,89,94,46,29,21,5,45,231,57,65
Den Helder,Enkhuizen,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,"Stembureau P.C. BS Het Mozaïek, Toereppel",0388::SB7,1602 KG,1653,752,1,1,0,0,1,678,75,0,0,0,0,0,754,67,46,78,55,120,67,67,21,6,12,0,35,144,5,29
Den Helder,Enkhuizen,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Het Apostolisch Genootschap,0388::SB8,1602 JA,1408,756,1,2,0,0,2,690,67,0,0,0,0,0,759,96,39,72,54,67,74,76,38,21,17,0,19,124,5,54
Den Helder,Enkhuizen,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Tijdelijke stem unit Voor Anker Kadijken,0388::SB9,1602 HW,2047,872,3,2,0,1,1,794,81,0,1,0,0,0,876,166,103,75,44,58,59,62,40,15,8,1,22,187,4,28
Den Helder,Enkhuizen,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Mobiel stembureau in Westerhof,0388::SB10,1601 AG,0,28,0,1,0,0,0,25,4,0,0,0,0,0,29,2,1,7,1,2,3,1,1,4,1,0,1,4,0,0
