contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,SP (Socialistische Partij),PVV (Partij voor de Vrijheid),Democraten 66 (D66),Partij van de Arbeid (P.v.d.A.),GROENLINKS,50PLUS,Partij voor de Dieren,ChristenUnie-SGP,Lokaal Brabant,Ouderen Appèl - Hart voor Brabant,Forum voor Democratie,DENK,Senioren Brabant,Code Oranje
's-Hertogenbosch,Oirschot,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Gemeentehuis,0823::SB1,5688 AK,1472,968,5,0,0,0,1,861,111,0,0,0,0,0,973,192,194,68,65,91,42,73,36,32,8,14,6,142,0,4,1
's-Hertogenbosch,Oirschot,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Basisschool De Linde,0823::SB2,5688 KB,1437,862,1,2,0,0,0,776,89,0,0,0,0,0,865,135,206,78,48,91,55,55,38,32,3,18,2,90,1,7,3
's-Hertogenbosch,Oirschot,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Zorgcentrum Sint Joris,0823::SB3,5688 AS,1512,701,3,4,0,0,0,652,56,0,0,0,0,0,708,121,167,62,64,45,33,21,45,18,3,11,9,87,2,12,1
's-Hertogenbosch,Oirschot,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Dorpshuis Den Deel,0823::SB4,5688 KN,1812,898,2,0,0,0,1,795,104,0,0,0,0,0,900,159,244,54,52,73,43,53,15,33,8,22,2,128,0,10,2
's-Hertogenbosch,Oirschot,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Basisschool de Plataan,0823::SB5,5688 DE,1431,738,1,1,0,0,1,673,66,0,0,0,0,0,740,121,140,62,57,66,64,57,28,14,7,18,5,92,0,5,2
's-Hertogenbosch,Oirschot,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Openbare basisschool De Korenbloem,0823::SB6,5688 PG,1554,990,1,12,0,0,0,914,89,0,0,0,0,0,1003,162,123,107,92,92,53,74,52,28,8,13,7,158,1,15,5
's-Hertogenbosch,Oirschot,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Antoniusschool,0823::SB7,5688 NM,1329,658,5,1,0,0,0,623,41,0,0,0,0,0,664,153,153,36,39,53,25,32,31,16,6,4,7,97,0,4,2
's-Hertogenbosch,Oirschot,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Gemeenschapshuis Het Dorpsplein,0823::SB8,5091 BE,1313,739,1,3,0,0,0,678,65,0,0,0,0,0,743,98,214,53,64,51,48,32,32,32,6,13,4,81,1,7,3
's-Hertogenbosch,Oirschot,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Kantine BBoys,0823::SB9,5091 EM,1491,746,1,0,0,0,0,668,79,0,0,0,0,0,747,165,189,61,40,57,43,39,26,19,4,13,0,79,1,8,2
's-Hertogenbosch,Oirschot,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Ons Mevrouw,0823::SB10,5091 CB,1516,945,3,2,0,0,0,832,118,0,0,0,0,0,950,166,283,74,67,58,53,44,34,24,4,15,4,100,0,17,2
