contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,VVD,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),Democraten 66 (D66),PVV (Partij voor de Vrijheid),ChristenUnie,Staatkundig Gereformeerde Partij (SGP),GROENLINKS,50PLUS,Partij voor de Dieren,Forum voor Democratie,DENK
,Kampen,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau Parochiecentrum Het Klooster,0166::SB1,8261 AS ,1464,824,0,0,0,0,0,787,38,1,0,1,0,0,825,76,85,39,63,44,70,99,30,141,27,24,120,6
,Kampen,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau Margaretha,0166::SB2,8261 EP,1379,728,2,0,0,0,0,671,59,0,0,0,0,0,730,74,88,39,51,52,37,108,29,110,23,43,72,2
,Kampen,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau Wijkcentrum Reijersdam,0166::SB3,8262 CN,1349,748,0,4,0,0,1,683,68,0,0,0,0,0,752,56,38,48,79,19,131,90,29,43,41,12,161,1
,Kampen,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau Westerkerk,0166::SB4,8262 DC,1348,836,4,5,0,3,2,792,48,0,3,0,0,0,842,93,53,58,63,25,119,123,47,69,39,20,127,0
,Kampen,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau Myosotis,0166::SB5,8266 AB,1528,1060,4,1,0,0,1,957,107,0,0,0,0,0,1065,124,109,48,65,57,63,188,100,115,26,27,134,4
,Kampen,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau Stadhuis,0166::SB6,8261 DD,1582,1284,3,4,0,0,2,1165,124,0,0,0,0,0,1291,143,113,55,80,63,84,217,99,181,38,51,152,8
,Kampen,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau Het Stroomdal,0166::SB7,8266 KL,1088,936,4,2,0,0,0,834,108,0,0,0,0,0,942,116,124,23,40,43,57,202,122,74,9,18,105,3
,Kampen,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau De Ommeland,0166::SB8,8262 WE,1382,881,3,2,0,1,0,779,106,0,1,0,0,0,885,104,52,61,79,36,74,144,39,71,25,16,118,62
,Kampen,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau Willem van Oranjeschool,0166::SB9,8265 ZD,1465,802,1,2,0,1,0,754,52,0,0,1,0,0,806,111,45,55,57,37,78,124,43,62,52,27,106,5
,Kampen,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau Kerkelijk Centrum Open Hof,0166::SB10,8265 BB,1247,666,4,1,0,3,0,634,40,0,0,3,0,0,674,58,38,58,49,20,94,81,47,54,31,18,92,26
,Kampen,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau De Amandelboom,0166::SB11,8265 DA,1374,856,3,5,0,0,0,785,79,0,0,0,0,0,864,86,53,33,73,25,52,202,89,74,37,20,88,24
,Kampen,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau De Vijverhof,0166::SB12,8265 GB,1361,921,2,4,0,4,2,839,90,0,4,0,0,0,931,121,56,50,63,30,67,180,60,81,31,27,123,32
,Kampen,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau De Morgenster,0166::SB13,8265 KA,1339,857,1,3,0,0,0,769,92,0,0,0,0,0,861,87,46,65,40,26,98,155,47,70,31,31,148,13
,Kampen,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau De Veenhof,0166::SB14,8278 BC,594,425,0,0,0,0,0,366,59,0,0,0,0,0,425,81,20,1,2,3,9,107,153,14,0,3,32,0
,Kampen,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau Vitree,0166::SB15,8264 PC,1649,1128,4,3,0,0,0,1008,127,0,0,0,0,0,1135,149,104,69,47,45,99,188,68,98,46,21,184,10
,Kampen,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau De Schalmei,0166::SB16,8265 RG,1365,773,1,0,0,0,0,684,90,0,0,0,0,0,774,132,116,28,50,43,40,118,59,67,19,22,79,0
,Kampen,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau Bazuinkerk,0166::SB17,8265 RL,1356,985,2,0,0,0,0,898,89,0,0,0,0,0,987,126,145,37,57,45,53,202,64,72,38,16,125,5
,Kampen,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau CNS de Groenling,0166::SB18,8271 LB,1584,936,3,1,0,0,1,838,101,0,0,0,0,0,940,161,100,27,26,31,41,176,196,42,16,9,110,1
,Kampen,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau Maarlenhof,0166::SB19,8271 TB,1243,1038,6,0,0,5,0,949,90,0,5,0,0,0,1039,133,46,39,41,14,79,225,266,39,22,8,126,0
,Kampen,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau De Bron,0166::SB20,8271 BB,1392,1103,3,1,0,0,0,995,112,0,0,0,0,0,1107,201,58,35,35,30,58,253,207,59,26,17,123,1
,Kampen,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau De Hoeksteen,0166::SB21,8271 GB,1439,1507,0,2,0,5,0,1346,168,0,0,5,0,0,1514,243,113,45,61,33,93,377,279,51,17,22,173,0
,Kampen,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau Basisschool Ichthus,0166::SB22,8271 EM,1415,930,4,3,0,0,2,842,93,0,0,0,0,0,937,121,58,30,34,26,36,262,179,43,25,5,111,0
,Kampen,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau Hervormd Verenigingsgebouw,0166::SB23,8277 AA,1631,1071,1,1,0,0,0,933,140,0,0,0,0,0,1073,132,80,14,9,18,41,110,526,21,10,9,100,1
,Kampen,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau N.H. Verenigingsgebouw,0166::SB24,8274 AN,704,535,0,0,0,0,0,481,54,0,0,0,0,0,535,129,20,25,12,7,15,147,72,47,13,4,44,0
,Kampen,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau De Kandelaar,0166::SB25,8275 AH,630,474,0,1,0,0,0,432,43,0,0,0,0,0,475,175,33,6,10,3,16,95,44,26,10,13,43,0
,Kampen,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau An de Steege,0166::SB26,8276 AG,562,441,2,0,0,0,0,416,27,0,0,0,0,0,443,90,20,17,15,7,13,128,71,36,6,8,30,0
,Kampen,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau Quintus,0166::SB27,8261 GC,1361,866,6,6,0,0,0,820,62,4,0,4,0,0,882,70,90,36,72,74,51,150,34,141,17,43,85,3
