contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Partij van de Arbeid (P.v.d.A.),VVD,SP (Socialistische Partij),FNP,PVV (Partij voor de Vrijheid),ChristenUnie,Democraten 66 (D66),GROENLINKS,Partij voor de Dieren,50PLUS,Provinciaal Belang Fryslân,Natuurlijk Fryslân,DENK,Staatkundig Gereformeerde Partij (SGP),Forum voor Democratie
,Tytsjerksteradiel,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau Burgum, Gemeentehuis",0737::SB1,9251 GH,983,839,2,3,0,0,0,780,65,1,0,1,0,0,845,139,93,55,29,105,61,79,26,64,26,13,11,7,0,6,125
,Tytsjerksteradiel,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau Burgum, Berchhiem",0737::SB2,9251 GM,1022,564,0,3,0,1,0,521,45,0,1,0,0,0,566,132,61,24,29,73,36,58,16,26,7,11,6,8,0,5,72
,Tytsjerksteradiel,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau Burgum, De Stryp",0737::SB3,9251 BS,1633,1087,0,4,0,0,3,1001,87,0,0,0,0,0,1091,251,112,90,43,144,54,97,25,66,27,24,9,8,0,26,111
,Tytsjerksteradiel,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau Burgum, Glinstra State",0737::SB4,9251 CT,1501,1147,2,2,0,0,1,1065,84,0,1,0,1,0,1150,308,125,79,24,140,40,112,33,67,27,23,9,8,0,10,142
,Tytsjerksteradiel,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau Noardburgum, Lokaliteit Geref.Kerk (vrijgem.)",0737::SB5,9257 DR,501,237,1,0,0,0,0,205,33,0,0,0,0,0,238,51,28,17,12,17,13,22,8,12,4,1,9,0,0,18,25
,Tytsjerksteradiel,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau Noardburgum, De Balstien",0737::SB6,9257 VW,1259,654,1,7,0,0,0,602,60,0,0,0,0,0,662,70,60,48,29,89,71,55,10,40,15,12,12,6,0,7,130
,Tytsjerksteradiel,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau Jistrum, Kantine Sportvereniging",0737::SB7,9258 CL,694,425,0,1,0,0,1,376,49,0,0,0,0,0,426,86,35,26,11,59,37,31,11,16,8,9,6,6,0,11,73
,Tytsjerksteradiel,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau Eastermar, Hotel Meerzigt",0737::SB8,9261 VJ,1231,840,0,2,0,0,0,764,77,0,1,0,1,0,841,253,72,52,15,101,29,71,17,57,23,9,7,4,0,16,114
,Tytsjerksteradiel,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau Sumar, De Kamp",0737::SB9,9262 NG,1068,589,0,3,0,0,0,542,47,0,3,0,3,0,589,118,44,30,28,90,50,42,13,20,8,14,7,3,1,8,113
,Tytsjerksteradiel,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau Garyp, It Geahûs",0737::SB10,9263 PK,1484,918,2,2,0,0,0,836,86,0,0,0,0,0,922,279,57,56,28,107,40,93,19,38,20,19,4,4,2,25,127
,Tytsjerksteradiel,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau Earnewâld, Hotel Princenhof",0737::SB11,9264 TJ,328,223,0,0,0,0,0,201,22,0,0,0,0,0,223,47,20,29,5,41,13,3,9,8,0,4,4,3,0,4,33
,Tytsjerksteradiel,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau Suwâld, Suderfinne",0737::SB12,9265 LS,470,330,0,1,0,0,0,291,40,0,0,0,0,0,331,96,14,28,10,45,9,21,11,39,10,2,2,5,0,2,36
,Tytsjerksteradiel,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau Tytsjerk, Yn 'e Mande",0737::SB13,9255 KC,1244,800,3,4,0,1,0,734,72,0,1,0,0,0,806,121,119,84,45,81,30,51,31,72,29,23,9,6,0,10,89
,Tytsjerksteradiel,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau Hurdegaryp, Bennemastate",0737::SB14,9254 DE,741,362,1,2,0,0,0,327,38,0,0,0,0,0,365,66,34,32,17,42,20,32,10,25,9,6,9,6,0,8,46
