contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Democraten 66 (D66),Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,GROENLINKS,Partij voor de Dieren,50PLUS/PARTIJ VAN DE OUDEREN,Ouderenpartij Noord-Holland,NIDA,Code Oranje,Forum voor Democratie,DENK,ChristenUnie
Den Helder,Stede Broec,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Omringlocatie Nicolaas,0532::SB1,1614 SN,1887,993,1,4,0,5,0,905,88,0,5,0,0,0,993,248,48,53,65,44,209,37,23,23,29,0,13,178,2,21
Den Helder,Stede Broec,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Dorpshuis De Stek,0532::SB2,1613 LA,2087,1159,1,7,0,0,1,1061,105,0,0,0,0,0,1167,250,91,95,64,51,130,79,37,26,26,1,30,257,1,21
Den Helder,Stede Broec,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Gemeentehuis,0532::SB3,1611 KW,1523,1107,3,4,0,2,1,1033,82,0,0,2,0,0,1116,137,45,120,80,97,138,95,37,42,36,0,26,216,4,34
Den Helder,Stede Broec,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Basisschool Willibrordus,0532::SB4,1611 JH,1881,1105,3,7,0,4,0,1023,96,0,0,4,0,0,1119,218,75,65,80,54,128,65,39,25,35,1,50,233,1,36
Den Helder,Stede Broec,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Vereenigingsgebouw de Tuf,0532::SB5,1611 AM,1844,965,4,2,0,0,0,883,88,0,0,0,0,0,971,171,62,57,63,76,147,58,32,21,12,0,45,197,3,21
Den Helder,Stede Broec,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau 't Vierspan locatie Wendel,0532::SB6,1611 XE,1525,697,2,1,0,0,1,635,64,0,0,0,0,0,700,79,31,63,69,89,66,36,23,31,19,3,15,152,0,21
Den Helder,Stede Broec,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Peuterschool Nijntje Pluis,0532::SB7,1611 ZB,1165,750,1,2,0,0,0,693,60,0,0,0,0,0,753,71,36,78,71,80,79,45,26,17,28,5,31,160,1,22
Den Helder,Stede Broec,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau SBO Palet Bovenkarspel,0532::SB8,1611 WS,1658,775,5,3,0,0,0,726,57,0,0,0,0,0,783,83,38,76,78,101,56,64,37,22,14,6,10,165,8,17
Den Helder,Stede Broec,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau RK Jenaplanschool De Hussel,0532::SB9,1613 AL,1542,825,1,1,0,0,0,774,53,0,0,0,0,0,827,91,44,79,60,86,47,80,44,41,23,1,16,188,0,25
Den Helder,Stede Broec,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau 't Vierspan locatie Woud,0532::SB10,1613 EV,1429,705,0,2,0,1,0,655,53,0,0,1,0,0,708,96,47,48,65,63,52,62,26,17,17,1,24,161,0,26
Den Helder,Stede Broec,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Mobiel stembureau,0532::SB11,1611 BJ,0,46,1,0,0,0,0,45,2,0,0,0,0,0,47,8,2,3,3,0,11,4,1,4,7,0,0,3,0,0
