contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Democraten 66 (D66),CDA,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),GROENLINKS,ChristenUnie,Partij voor de Dieren,Staatkundig Gereformeerde Partij (SGP),50PLUS,DENK,U26 GEMEENTEN,Forum voor Democratie
,Soest,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Stembureau Gemeentehuis Soest,0342::SB1,3762 AV,1383,972,1,2,0,2,0,867,106,0,2,0,0,0,973,143,69,77,109,52,29,100,53,36,7,26,137,11,123
,Soest,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Stembureau 1e van der Huchtschool,0342::SB2,3761 AT,1574,1162,3,4,0,0,0,1021,148,0,0,0,0,0,1169,249,129,108,97,36,32,134,59,43,19,36,69,15,136
,Soest,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Stembureau Residence Souveraine,0342::SB3,3761 XD,1334,957,1,3,0,0,0,871,90,0,0,0,0,0,961,227,90,145,64,24,22,115,57,49,13,41,1,15,94
,Soest,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Stembureau R.K. Daltonschool de Driesprong,0342::SB4,3762 CZ,1403,679,1,0,0,0,0,590,90,0,0,0,0,0,680,181,91,84,37,21,7,100,32,40,13,4,0,7,62
,Soest,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Stembureau Emmakerk,0342::SB5,3762 DS,1539,799,0,0,0,1,2,730,68,0,0,1,0,0,800,161,54,80,51,48,24,101,52,20,22,44,4,13,125
,Soest,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Stembureau OBS Prins Willem-Alexander,0342::SB6,3762 CG,1303,878,3,3,0,0,0,814,70,0,0,0,0,0,884,164,77,70,61,58,29,118,37,49,19,40,7,17,132
,Soest,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Stembureau Zorgcentrum Molenschot,0342::SB7,3762 BP,1839,1108,4,4,0,1,0,1001,116,0,0,1,0,0,1117,238,77,115,73,74,39,99,69,66,22,50,4,15,167
,Soest,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Stembureau Woonzorgcentr.  Mariënburg,0342::SB8,3761 CN,1204,764,0,2,0,0,0,699,67,0,0,0,0,0,766,184,80,84,47,25,22,80,50,36,9,32,1,12,102
,Soest,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Stembureau De Rank,0342::SB9,3768 ED,1670,1259,5,0,0,1,0,1151,114,0,0,1,0,0,1265,288,111,158,84,62,32,137,63,70,19,45,5,22,163
,Soest,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Stembureau RK basisschool Ludgerus,0342::SB10,3768 GM,1747,1186,2,5,0,2,0,1067,124,0,2,0,0,0,1191,423,136,126,65,28,9,110,48,65,7,24,1,5,139
