contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),Democraten 66 (D66),CDA,Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),Staatkundig Gereformeerde Partij (SGP),ChristenUnie,GROENLINKS,Partij voor de Dieren,50PLUS,DENK,NIDA,Code Oranje,Forum voor Democratie,Lokale Partijen Zuid Holland (LPZH)
Leiden,Lisse,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Woonzorgcentrum Rustoord,0553::SB1,2161GJ,1112,737,2,1,0,0,0,654,89,3,0,3,0,0,743,205,27,79,104,22,13,48,28,33,20,28,0,0,1,117,12
Leiden,Lisse,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Sportcentrum De Waterkanten,0553::SB2,2161 VA,1340,801,0,3,0,0,0,725,79,0,0,0,0,0,804,127,36,65,79,41,24,66,33,46,32,43,1,0,0,178,30
Leiden,Lisse,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Cardea,0553::SB3,2161 XG,1921,1191,3,3,0,1,0,1074,122,0,1,0,0,0,1196,188,66,94,107,61,40,164,49,64,36,44,2,0,3,242,31
Leiden,Lisse,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau De Lisbloem,0553::SB4,2163 AJ,1619,897,0,2,0,3,0,806,96,0,0,3,0,0,902,165,55,86,82,45,32,47,47,52,30,44,1,3,0,191,17
Leiden,Lisse,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau De Klister,0553::SB5,2161 AE,1725,993,2,5,0,1,0,905,96,0,0,1,0,0,1001,152,54,96,97,57,35,65,52,63,34,62,1,2,3,198,22
Leiden,Lisse,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau De Kleine Engel,0553::SB6,2161 DC,1183,663,1,1,0,0,1,662,2,0,0,0,0,0,665,149,37,66,90,33,28,9,18,21,27,28,0,2,1,142,12
Leiden,Lisse,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Dienstencentrum De Beukenhof,0553::SB7,2161 EA,1352,1009,0,0,0,0,0,938,70,0,1,0,1,0,1008,188,44,76,207,54,36,36,49,56,14,47,0,0,1,171,30
Leiden,Lisse,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Gebouw Postduivenvereniging,0553::SB8,2162 VW,1176,576,2,2,0,0,1,523,56,0,0,0,0,0,580,93,31,49,83,31,17,41,25,31,19,38,1,1,2,101,13
Leiden,Lisse,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau 't Poelhuys,0553::SB9,2162 AA,1330,1103,0,2,0,0,0,1018,87,0,0,0,0,0,1105,164,52,80,113,84,50,50,69,82,45,64,2,0,3,220,25
Leiden,Lisse,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Gebouw ' t Speelkwartier,0553::SB10,2162 JB,1775,1032,3,1,0,1,0,920,115,0,1,0,0,0,1035,220,52,92,130,54,25,21,39,71,36,47,1,0,3,221,20
Leiden,Lisse,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau De Tweemaster,0553::SB11,2162 CP,1724,1058,2,2,0,1,1,977,85,0,0,1,0,0,1063,198,58,113,87,67,32,26,49,64,43,37,2,5,2,237,38
Leiden,Lisse,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Buurthuis Salvatori,0553::SB12,2161 ZL,1309,772,4,2,0,0,0,707,71,0,0,0,0,0,778,100,49,61,70,58,33,52,48,48,14,56,1,1,2,153,26
