contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),VVD,Democraten 66 (D66),Partij van de Arbeid (P.v.d.A.),GROENLINKS,50PLUS,Partij voor de Dieren,LOKAAL-LIMBURG,Forum voor Democratie,ChristenUnie,DENK
Maastricht,Kerkrade,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau HUB,0928::SB1,6461 DR,1620,1127,2,9,0,0,0,1022,116,0,0,0,0,0,1138,278,120,119,83,20,105,79,100,30,37,145,8,3
Maastricht,Kerkrade,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Zorgcentrum Kapelhof,0928::SB2,6461 EH,1008,449,5,1,0,0,0,404,51,0,0,0,0,0,455,127,62,38,28,6,42,32,32,13,18,46,5,0
Maastricht,Kerkrade,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Basisschool De Diabolo,0928::SB3,6461 EX,1223,575,1,1,0,0,0,521,56,0,0,0,0,0,577,100,98,70,26,12,48,37,44,16,14,101,8,1
Maastricht,Kerkrade,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Basisschool De Schatkist,0928::SB4,6462 HC,1322,512,3,1,0,0,0,468,48,0,0,0,0,0,516,59,121,90,14,7,33,31,35,10,23,84,5,0
Maastricht,Kerkrade,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Zorgcentrum Vroenhof,0928::SB5,6462 VA,1310,441,0,1,0,0,0,397,45,0,0,0,0,0,442,69,99,69,19,4,22,10,21,28,15,76,3,6
Maastricht,Kerkrade,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Café Ackens,0928::SB6,6462 CS,801,378,0,0,0,0,0,328,50,0,0,0,0,0,378,54,91,61,21,6,23,15,19,14,7,61,1,5
Maastricht,Kerkrade,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Café Ejen Bouwerweij,0928::SB7,6462 CP,1185,511,4,4,0,0,0,468,51,0,0,0,0,0,519,34,153,79,16,10,33,27,30,16,18,88,7,0
Maastricht,Kerkrade,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Catharinahoes,0928::SB8,6461 JK,1594,809,5,0,0,0,0,730,84,0,0,0,0,0,814,170,131,117,55,20,63,51,52,32,14,94,6,4
Maastricht,Kerkrade,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Basisschool St. Ursula,0928::SB9,6461 BS,1109,590,0,0,0,0,0,535,55,0,0,0,0,0,590,109,111,65,47,11,42,32,25,21,34,81,5,7
Maastricht,Kerkrade,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Brede School de Steltloper,0928::SB10,6463 VZ,795,493,2,1,0,0,0,443,53,0,0,0,0,0,496,39,143,71,13,5,49,28,33,15,15,78,2,2
