contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,SP (Socialistische Partij),PVV (Partij voor de Vrijheid),Democraten 66 (D66),Partij van de Arbeid (P.v.d.A.),GROENLINKS,50PLUS,Partij voor de Dieren,ChristenUnie-SGP,Lokaal Brabant,Ouderen Appèl - Hart voor Brabant,Forum voor Democratie,DENK,Senioren Brabant,Code Oranje
's-Hertogenbosch,Valkenswaard,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Zorgcentrum Kempenhof,0858::SB1,5554 JV,1861,1124,5,2,0,7,0,1013,125,0,0,7,0,0,1138,209,170,70,62,75,78,79,61,37,17,24,29,195,2,16,0
's-Hertogenbosch,Valkenswaard,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Buurtgebouw De Horizon,0858::SB2,5554 PA,1360,575,1,1,0,0,0,516,60,0,0,0,0,0,576,106,85,48,80,24,43,27,27,9,6,15,15,79,0,7,4
's-Hertogenbosch,Valkenswaard,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau St. Franciscusconvent,0858::SB3,5554 RD,1576,661,2,0,0,0,0,605,58,0,0,0,0,0,663,66,98,66,90,33,43,45,39,21,3,24,12,104,1,15,1
's-Hertogenbosch,Valkenswaard,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Ontmoetingscentrum De zoete inval,0858::SB4,5552 EM,1303,780,2,0,0,0,0,726,56,0,0,0,0,0,782,69,72,94,89,46,56,56,48,34,5,30,19,141,3,14,4
's-Hertogenbosch,Valkenswaard,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau TafeltennisVereniging Valkenswaard,0858::SB5,5552 KK,1752,682,6,3,0,0,0,630,61,0,0,0,0,0,691,122,63,79,70,43,62,54,35,28,3,16,8,88,0,9,2
's-Hertogenbosch,Valkenswaard,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Carolus gebouw,0858::SB6,5554 AG,1979,1055,7,4,0,0,2,968,96,0,0,0,0,0,1066,131,117,114,111,57,75,65,65,23,9,50,41,179,0,18,0
's-Hertogenbosch,Valkenswaard,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Trefcentrum D'n Turfberg,0858::SB7,5553 EL,1539,1003,8,1,0,0,0,901,111,0,0,0,0,0,1012,185,116,82,107,62,70,66,43,27,18,21,22,165,3,12,4
's-Hertogenbosch,Valkenswaard,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Gemeentehuis,0858::SB8,5554 DA,1867,731,6,1,0,0,1,672,65,0,0,0,0,0,738,141,96,58,39,66,54,65,39,26,9,19,11,101,0,6,1
's-Hertogenbosch,Valkenswaard,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Gemeentehuis,0858::SB9,5554 DA,1861,815,2,1,0,0,3,736,79,0,0,0,0,0,818,156,116,56,59,60,85,51,42,28,7,16,11,117,1,10,0
's-Hertogenbosch,Valkenswaard,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Zorgcentrum Taxandria,0858::SB10,5555 KL,1640,939,8,1,0,0,0,841,107,0,0,0,0,0,948,146,131,78,87,63,79,72,46,39,10,17,17,140,0,14,0
