contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),VVD,Democraten 66 (D66),Partij van de Arbeid (P.v.d.A.),GROENLINKS,50PLUS,Partij voor de Dieren,LOKAAL-LIMBURG,Forum voor Democratie,ChristenUnie,DENK
Venlo,Horst aan de Maas,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Gemeentehuis Horst a/d Maas (Horst),1507::SB1,5961 ES,1945,1201,3,4,0,0,2,1055,151,0,0,0,0,0,1208,249,99,124,131,124,104,92,32,37,40,157,8,4
Venlo,Horst aan de Maas,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Sporthal De Berkel (Horst),1507::SB2,5961 HA,2060,984,5,4,0,0,0,893,100,0,0,0,0,0,993,336,64,88,133,67,50,66,35,16,12,109,7,1
Venlo,Horst aan de Maas,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau OJC Niks (Horst),1507::SB3,5961 TS,2078,1264,3,5,0,2,0,1142,132,0,0,2,0,0,1274,253,99,194,122,108,101,124,40,36,13,158,11,5
Venlo,Horst aan de Maas,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau De Lèste Geulde (Horst),1507::SB4,5961 XW,1471,970,5,0,0,0,0,865,110,0,0,0,0,0,975,255,92,90,85,77,69,64,34,18,23,151,8,4
Venlo,Horst aan de Maas,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Kantine Sporthal Dendron (Horst),1507::SB5,5961 BE,1043,542,3,0,0,1,0,487,59,0,0,1,0,0,546,186,41,51,40,49,26,42,19,7,14,60,7,0
Venlo,Horst aan de Maas,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Woonz.compl. Aan de Brug (America),1507::SB6,5966 NM,1585,805,5,3,0,0,2,711,100,0,0,0,0,0,813,325,68,97,53,45,34,32,16,12,5,113,5,0
Venlo,Horst aan de Maas,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Gem.huis de Zaal (Griendtsveen),1507::SB7,5766 PP,423,206,1,1,0,0,0,192,16,0,0,0,0,0,208,36,22,34,21,13,14,24,8,9,1,21,3,0
Venlo,Horst aan de Maas,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Zaal Debije (Hegelsom),1507::SB8,5963 AG,1582,826,3,2,0,0,0,738,93,0,0,0,0,0,831,310,45,77,86,60,37,45,22,14,9,112,9,0
Venlo,Horst aan de Maas,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau MFC de Zwingel (Melderslo),1507::SB9,5962 AT,1708,906,3,2,0,0,0,812,99,0,0,0,0,0,911,312,84,67,104,63,28,39,26,34,16,132,1,0
Venlo,Horst aan de Maas,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau MFC 'De Meulewiek' (Meterik),1507::SB10,5964 AC,1232,711,0,2,0,0,0,639,74,0,0,0,0,0,713,293,49,69,73,45,22,33,14,14,6,89,1,3
