contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),Democraten 66 (D66),CDA,Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),Staatkundig Gereformeerde Partij (SGP),ChristenUnie,GROENLINKS,Partij voor de Dieren,50PLUS,DENK,NIDA,Code Oranje,Forum voor Democratie,Lokale Partijen Zuid Holland (LPZH)
Leiden,Bodegraven-Reeuwijk,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Gemeentehuis,1901::SB1,,2039,1502,4,1,0,2,1,1346,163,1,0,3,0,0,1510,265,80,99,268,93,43,114,148,107,38,37,11,7,2,181,9
Leiden,Bodegraven-Reeuwijk,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Vijverhof,1901::SB2,,1826,815,1,1,0,0,1,741,75,0,0,0,0,0,817,119,53,65,159,43,13,70,78,52,20,28,20,0,0,93,2
Leiden,Bodegraven-Reeuwijk,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Bij Everts,1901::SB3,,1572,1167,1,4,0,0,0,1042,130,0,0,0,0,0,1172,181,42,71,157,55,34,100,142,100,46,40,17,4,2,166,10
Leiden,Bodegraven-Reeuwijk,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau De Doortocht,1901::SB4,,1541,803,0,5,0,2,0,744,66,0,0,2,0,0,810,141,35,51,146,33,23,44,51,58,25,32,2,1,1,150,10
Leiden,Bodegraven-Reeuwijk,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Rijngarde,1901::SB5,,1487,990,3,3,0,0,0,915,81,0,0,0,0,0,996,126,47,61,216,49,24,114,117,52,29,27,2,0,1,125,0
Leiden,Bodegraven-Reeuwijk,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Esto,1901::SB6,,1481,829,0,1,0,0,0,719,111,0,0,0,0,0,830,136,45,43,114,45,25,79,97,55,23,23,5,0,2,132,5
Leiden,Bodegraven-Reeuwijk,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Goede Herdersschool,1901::SB7,,2167,927,8,6,0,1,0,835,107,0,0,1,0,0,942,132,42,45,105,44,37,123,97,77,24,27,34,4,4,127,5
Leiden,Bodegraven-Reeuwijk,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau De Sporthoeve,1901::SB8,,1609,1099,4,2,0,0,0,991,114,0,0,0,0,0,1105,166,46,67,152,61,30,82,104,107,41,36,3,1,1,189,13
Leiden,Bodegraven-Reeuwijk,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Hollandse Boerderij,1901::SB9,,316,217,2,1,0,0,2,194,24,0,0,0,0,0,220,17,8,13,95,7,3,3,3,30,3,4,1,0,0,30,0
Leiden,Bodegraven-Reeuwijk,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau 't Wierickehuis,1901::SB10,,1357,776,6,0,0,0,0,700,82,0,0,0,0,0,782,129,48,38,143,25,7,71,54,45,27,25,1,0,0,159,4
Leiden,Bodegraven-Reeuwijk,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Dorpshuis Custwijc,1901::SB11,,1363,958,3,1,0,0,0,846,116,0,0,0,0,0,962,112,58,29,180,29,13,228,108,42,11,22,2,0,1,119,4
Leiden,Bodegraven-Reeuwijk,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Huiskamer van Waarder,1901::SB12,,1258,880,2,3,0,0,0,789,96,0,0,0,0,0,885,100,28,33,147,10,26,284,93,23,13,25,0,1,1,91,5
Leiden,Bodegraven-Reeuwijk,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau De Reehorst,1901::SB13,,1795,1110,7,1,0,1,0,1005,114,0,0,1,0,0,1119,292,40,91,143,71,28,32,86,59,29,45,4,2,0,177,11
Leiden,Bodegraven-Reeuwijk,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Ichtuskerk,1901::SB14,,1571,713,1,1,0,0,2,650,63,0,0,0,0,0,715,189,24,62,72,35,18,42,74,35,14,22,1,1,1,120,3
Leiden,Bodegraven-Reeuwijk,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau De Kaag,1901::SB15,,1503,956,7,2,0,1,0,843,123,0,0,1,0,0,966,290,36,70,149,34,14,79,45,55,22,19,1,1,1,138,2
Leiden,Bodegraven-Reeuwijk,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau De Brug,1901::SB16,,1363,1152,1,3,0,1,1,1029,127,0,0,1,0,0,1157,363,44,108,127,55,19,31,78,87,28,36,4,1,4,163,4
Leiden,Bodegraven-Reeuwijk,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Consistorie NH-Kerk,1901::SB17,,772,484,1,1,0,2,1,416,71,0,0,2,0,0,488,144,10,49,46,23,2,22,33,35,21,9,1,0,2,81,6
Leiden,Bodegraven-Reeuwijk,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Huis van Alles,1901::SB18,,1213,870,1,2,0,0,0,808,65,0,0,0,0,0,873,150,60,42,100,41,30,40,75,60,21,41,7,1,0,192,10
