contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,SP (Socialistische Partij),PVV (Partij voor de Vrijheid),Democraten 66 (D66),Partij van de Arbeid (P.v.d.A.),GROENLINKS,50PLUS,Partij voor de Dieren,ChristenUnie-SGP,Lokaal Brabant,Ouderen Appèl - Hart voor Brabant,Forum voor Democratie,DENK,Senioren Brabant,Code Oranje
Tilburg,Halderberge,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Stembureau Cult.centr. Fidei et Arti,1655::SB1,4731 HV,1954,1000,1,2,0,1,0,922,82,0,0,1,0,0,1004,143,155,88,104,55,58,64,44,48,15,29,23,153,13,6,2
Tilburg,Halderberge,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Stembureau Sportivo Healthcenter,1655::SB2,4731 LH,1374,541,3,0,0,0,0,490,54,0,0,0,0,0,544,75,78,62,83,22,32,31,17,17,0,22,11,74,11,6,0
Tilburg,Halderberge,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Stembureau Centrum Wonen&Zorg de Zellebergen,1655::SB3,4731 NZ,1658,872,1,5,0,0,0,783,95,0,0,0,0,0,878,132,137,86,92,39,47,70,38,16,10,26,20,131,24,4,0
Tilburg,Halderberge,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Stembureau Steunpunt voor ouderen Pagnevaart,1655::SB4,4731 BS,1522,786,2,1,0,0,0,732,57,0,0,0,0,0,789,103,117,78,99,29,41,44,36,15,10,20,27,150,13,4,0
Tilburg,Halderberge,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Stembureau Basisschool De Regenboog,1655::SB6,4731 VW,1800,852,2,3,0,0,0,765,92,0,0,0,0,0,857,146,99,81,77,48,54,70,21,28,11,26,23,133,25,4,6
Tilburg,Halderberge,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Stembureau Brandweerkazerne,1655::SB8,4741 EJ,1930,1165,1,1,0,0,3,1029,135,0,0,0,0,0,1167,276,161,99,108,76,46,62,47,36,16,40,9,176,3,6,4
Tilburg,Halderberge,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Stembureau Trefpunt KBO,1655::SB9,4741 AG,1290,800,1,3,0,0,0,715,89,0,0,0,0,0,804,165,196,35,69,31,26,46,31,24,13,16,9,134,0,3,2
Tilburg,Halderberge,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Stembureau Zaal Hart van Gastel,1655::SB11,4751 HR,1303,647,2,0,0,3,4,570,78,0,0,3,0,0,652,105,103,49,68,30,34,36,31,13,8,29,8,125,3,5,0
Tilburg,Halderberge,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Stembureau Onder de Toren,1655::SB12,4751 HL,1099,620,0,1,0,0,1,554,66,0,0,0,0,0,621,84,132,69,54,27,34,39,27,9,4,24,12,101,0,2,2
Tilburg,Halderberge,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Stembureau Centrum Het Veerhuis,1655::SB14,4751 CS,2082,970,2,5,0,0,0,880,97,0,0,0,0,0,977,134,138,79,128,46,64,46,49,24,14,27,16,194,2,7,2
