contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,SP (Socialistische Partij),PVV (Partij voor de Vrijheid),Democraten 66 (D66),Partij van de Arbeid (P.v.d.A.),GROENLINKS,50PLUS,Partij voor de Dieren,ChristenUnie-SGP,Lokaal Brabant,Ouderen Appèl - Hart voor Brabant,Forum voor Democratie,DENK,Senioren Brabant,Code Oranje
's-Hertogenbosch,Gemert-Bakel,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Gemeentehuis Gemert,1652::SB1,,1885,1227,2,3,0,1,0,1085,146,0,1,0,0,0,1231,201,298,150,51,90,64,99,29,45,9,21,7,149,3,8,3
's-Hertogenbosch,Gemert-Bakel,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Het Kunstlokaal,1652::SB3,,1852,1125,4,4,0,1,0,1022,112,0,0,1,0,0,1134,124,177,206,103,72,68,87,52,46,4,24,3,140,1,16,2
's-Hertogenbosch,Gemert-Bakel,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,"Stembureau Kindcentrum ""De Samenstroom""",1652::SB5,,2124,964,4,2,0,1,0,840,129,0,1,0,0,0,969,171,163,139,80,71,37,51,33,26,7,17,6,150,0,9,4
's-Hertogenbosch,Gemert-Bakel,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Basisschool 't Einder,1652::SB7,,1822,919,3,1,0,0,0,820,103,0,0,0,0,0,923,130,166,130,87,54,57,56,42,41,4,19,8,111,4,8,2
's-Hertogenbosch,Gemert-Bakel,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,"Stembureau Kindcentrum ""Berglaren""",1652::SB9,,1612,755,0,1,0,1,0,683,72,0,1,0,0,0,755,73,86,127,98,56,49,37,26,19,5,19,5,145,0,7,3
's-Hertogenbosch,Gemert-Bakel,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,"Stembureau Zorgboogcentrum ""Ruijschenbergh""",1652::SB11,,1724,892,9,2,0,0,0,833,70,0,0,0,0,0,903,111,165,158,84,48,36,70,57,24,4,5,2,117,4,7,0
's-Hertogenbosch,Gemert-Bakel,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Cultuurhuis De Eendracht,1652::SB13,,1719,792,4,5,0,1,0,709,93,0,0,1,0,0,802,107,127,105,70,57,47,72,24,26,1,16,3,123,5,8,1
's-Hertogenbosch,Gemert-Bakel,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,"Stembureau Dorpshuis ""De Bron""",1652::SB101,,1395,826,4,0,0,1,0,737,94,0,0,1,0,0,831,96,214,126,71,49,34,41,23,26,3,20,4,106,3,8,2
's-Hertogenbosch,Gemert-Bakel,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,"Stembureau MFA ""de Sprank""",1652::SB201,,1257,784,2,1,0,0,0,685,102,0,0,0,0,0,787,92,311,54,60,38,17,37,24,14,4,10,4,115,1,3,0
's-Hertogenbosch,Gemert-Bakel,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,"Stembureau Kindcentrum ""De Dompelaar""",1652::SB301,,806,447,2,2,0,0,0,395,56,0,0,0,0,0,451,57,218,38,25,18,7,12,9,14,2,7,0,37,1,2,0
's-Hertogenbosch,Gemert-Bakel,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Het Parochiehuis,1652::SB401,,1390,724,2,1,0,0,0,636,91,0,0,0,0,0,727,114,161,64,66,35,20,36,35,29,8,10,3,133,1,7,2
's-Hertogenbosch,Gemert-Bakel,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,"Stembureau Kindcentrum ""De Bakelaar""",1652::SB403,,1914,956,7,2,0,0,0,864,101,0,0,0,0,0,965,159,254,85,90,46,35,39,42,16,5,29,5,145,0,5,1
's-Hertogenbosch,Gemert-Bakel,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,"Stembureau Zorgboogcentrum ""De Wilbertsdries""",1652::SB405,,1156,668,2,4,0,0,0,586,88,0,0,0,0,0,674,112,200,62,40,30,35,35,36,15,1,6,3,74,1,16,2
