contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,SP (Socialistische Partij),PVV (Partij voor de Vrijheid),Democraten 66 (D66),Partij van de Arbeid (P.v.d.A.),GROENLINKS,50PLUS,Partij voor de Dieren,ChristenUnie-SGP,Lokaal Brabant,Ouderen Appèl - Hart voor Brabant,Forum voor Democratie,DENK,Senioren Brabant,Code Oranje
Tilburg,Dongen,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Gemeentehuis,0766::SB1,5104 JJ,3693,1537,6,3,0,0,0,1384,162,0,0,0,0,0,1546,325,216,143,71,148,125,128,52,46,27,27,7,169,15,31,7
Tilburg,Dongen,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Basisschool De Vlinderboom,0766::SB2,5102 XS,2608,1207,6,2,0,0,0,1116,99,0,0,0,0,0,1215,138,121,143,83,88,133,69,58,26,30,37,12,199,38,29,3
Tilburg,Dongen,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau De Volckaert,0766::SB3,5102 DB,1234,788,6,2,0,0,0,723,73,0,0,0,0,0,796,106,120,59,40,82,73,54,33,32,8,22,5,123,6,22,3
Tilburg,Dongen,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Basisschool St. Jan,0766::SB4,5104 CL,1601,881,5,0,0,0,1,788,97,0,0,0,0,0,886,146,91,109,61,71,65,57,30,45,18,20,5,139,4,20,0
Tilburg,Dongen,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Basisschool Achterberg,0766::SB5,5104 EG,1321,634,0,2,0,0,0,565,71,0,0,0,0,0,636,123,93,53,56,63,56,42,19,18,5,19,2,74,4,7,0
Tilburg,Dongen,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Clubgebouw V.V. Dongen,0766::SB6,,2224,1370,1,1,0,0,1,1211,160,0,0,0,0,0,1372,308,191,115,76,122,118,94,41,38,10,35,3,186,10,17,6
Tilburg,Dongen,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Basisschool De Noorderpoort,0766::SB7,5103 GN,2460,1229,10,2,0,0,0,1119,122,0,0,0,0,0,1241,168,127,135,76,128,115,106,70,34,9,45,7,167,28,14,0
Tilburg,Dongen,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Sportzaal De Gaasjes,0766::SB8,5106 NC,844,460,4,0,0,0,0,411,53,0,0,0,0,0,464,81,133,25,32,26,23,23,7,10,11,16,0,61,0,9,3
Tilburg,Dongen,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Dorpshuis De Geubel,0766::SB9,5109 AC,1857,1064,0,0,0,0,0,954,110,0,0,0,0,0,1064,158,203,60,76,92,47,60,45,49,88,24,3,151,0,6,2
Tilburg,Dongen,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Europlus,0766::SB10,5101 TJ,2578,1036,8,2,0,0,0,947,99,0,0,0,0,0,1046,166,113,107,83,99,93,64,56,33,9,22,6,149,19,16,1
