contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,SP (Socialistische Partij),PVV (Partij voor de Vrijheid),Democraten 66 (D66),Partij van de Arbeid (P.v.d.A.),GROENLINKS,50PLUS,Partij voor de Dieren,ChristenUnie-SGP,Lokaal Brabant,Ouderen Appèl - Hart voor Brabant,Forum voor Democratie,DENK,Senioren Brabant,Code Oranje
Tilburg,Woensdrecht,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Basisschool De Stappen,0873::SB1,4631 AD,1707,767,1,5,0,0,0,702,71,0,0,0,0,0,773,100,84,59,87,63,45,32,46,24,9,36,1,171,4,4,2
Tilburg,Woensdrecht,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Gemeentehuis,0873::SB2,4631 GC,1683,1265,4,2,0,1,1,1139,130,0,1,0,0,0,1270,221,139,102,146,128,77,62,56,55,12,44,3,209,1,10,0
Tilburg,Woensdrecht,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Appartementencomplex Lucashof,0873::SB3,4631 LR,1908,913,1,1,0,0,0,823,92,0,0,0,0,0,915,184,101,75,100,68,34,38,49,40,7,36,8,162,2,5,4
Tilburg,Woensdrecht,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Dorpshuis 't Blickvelt,0873::SB4,4634 TN,1195,616,2,1,0,1,0,555,65,0,0,1,0,0,620,96,87,33,57,58,29,32,28,19,15,24,1,128,0,9,0
Tilburg,Woensdrecht,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Kantine Sportpark Jac. van Hoek,0873::SB5,4631 GH,1871,657,3,0,0,0,0,599,61,0,0,0,0,0,660,91,74,42,87,46,32,45,53,27,5,20,4,123,0,3,5
Tilburg,Woensdrecht,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Mult centrum De Drieschaar,0873::SB6,4641 TH,1422,634,3,0,0,0,0,550,87,0,0,0,0,0,637,144,106,36,69,27,48,19,25,18,4,20,7,107,1,2,1
Tilburg,Woensdrecht,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Woonzorgcentrum Mariahove,0873::SB7,4641 TL,1354,579,2,3,0,1,1,519,65,0,0,1,0,0,585,92,85,30,62,24,47,20,40,23,8,8,5,122,2,11,0
Tilburg,Woensdrecht,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Hotel Dekkers,0873::SB8,4641 CP,1040,560,4,2,0,1,0,499,68,0,0,1,0,0,567,63,62,44,83,31,36,14,34,20,9,27,4,126,0,5,2
Tilburg,Woensdrecht,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Multifunctioneel Centrum De Biezen,0873::SB9,4645 DA,985,416,1,0,0,0,1,373,43,0,0,0,0,0,417,49,17,31,76,17,22,22,19,18,6,16,4,109,2,5,3
Tilburg,Woensdrecht,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Woonzorgcentrum De Beukenhof,0873::SB10,4645 HV,1294,532,1,0,0,0,0,478,55,0,0,0,0,0,533,72,41,38,88,35,26,17,25,29,1,19,3,129,0,8,1
Tilburg,Woensdrecht,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Multifunctioneel Centrum De Kloek,0873::SB11,4635 BW,1700,973,2,3,0,0,1,875,102,0,0,0,0,0,978,195,214,49,47,77,45,65,29,41,12,39,0,155,0,5,0
