contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,Democraten 66 (D66),SP (Socialistische Partij),PVV (Partij voor de Vrijheid),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Staatkundig Gereformeerde Partij (SGP),GROENLINKS,Partij voor de Dieren,50PLUS,Lokale Partijen Gelderland-Code Oranje,Forum voor Democratie,DENK
Nijmegen,Beuningen,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Zorgcentrum Alde Steeg,0209::SB1,6641 BG,1419,525,5,4,0,0,0,481,53,0,0,0,0,0,534,105,76,39,38,23,42,10,2,61,11,43,6,67,2
Nijmegen,Beuningen,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Theater De Molen,0209::SB2,6641 BK,1553,880,4,5,0,0,2,815,72,0,0,0,0,0,889,143,126,83,60,70,72,18,1,70,38,40,12,145,2
Nijmegen,Beuningen,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau School de Dromedaris,0209::SB3,6642 CM,1978,1202,1,1,0,0,0,1122,82,0,0,0,0,0,1204,353,117,122,49,52,74,22,0,92,32,44,8,237,0
Nijmegen,Beuningen,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau School de Peppel,0209::SB4,6642 AB,1616,1072,3,3,0,0,0,954,124,0,0,0,0,0,1078,199,103,103,79,55,110,27,1,113,41,50,11,180,0
Nijmegen,Beuningen,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau School Klavervier,0209::SB5,6641 ST,1805,730,2,1,0,0,0,672,61,0,0,0,0,0,733,91,41,52,67,95,67,6,0,57,37,39,9,154,15
Nijmegen,Beuningen,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau School de Vuurvlinder,0209::SB6,6641 LT,1720,774,2,4,0,0,0,711,69,0,0,0,0,0,780,148,66,64,72,81,55,16,6,58,26,47,6,126,3
Nijmegen,Beuningen,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Verpleeghuis Waelwick,0209::SB7,6644 CP,1609,771,1,1,0,0,0,698,75,0,0,0,0,0,773,112,94,60,63,67,61,6,2,61,29,52,6,156,2
Nijmegen,Beuningen,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau MFA 't Hart,0209::SB8,6644 EA,1548,801,3,2,0,0,0,719,87,0,0,0,0,0,806,166,101,55,63,48,58,9,3,63,20,32,10,171,2
Nijmegen,Beuningen,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Sporthal-Dorpshuis de Kloosterhof,0209::SB9,6551 EB,917,689,3,6,0,0,0,645,53,0,0,0,0,0,698,73,67,48,71,62,49,9,0,83,31,54,6,132,4
Nijmegen,Beuningen,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Muziekcentrum Ulto,0209::SB10,6645 AD,876,430,1,1,0,0,0,402,30,0,0,0,0,0,432,85,63,19,24,26,49,10,1,35,14,26,4,73,1
Nijmegen,Beuningen,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau School De Hoeven,0209::SB11,6641 WR,1197,677,1,2,0,1,0,623,58,0,0,1,0,0,681,92,56,74,71,60,61,7,2,65,22,36,3,127,1
Nijmegen,Beuningen,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau De Lèghe Polder,0209::SB12,6641 DC,1436,754,3,3,0,0,0,694,67,0,0,1,0,0,761,86,85,53,68,50,84,6,1,70,29,63,13,135,11
Nijmegen,Beuningen,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Sporthal Tinnegieter,0209::SB13,6641 DH,1402,832,2,2,0,0,0,759,77,0,0,0,0,0,836,93,61,62,76,63,80,18,1,86,35,48,9,195,5
Nijmegen,Beuningen,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Zaal 't Centrum,0209::SB14,6551 ZN,1173,529,0,0,0,0,0,492,37,0,0,0,0,0,529,70,64,38,28,21,57,13,0,72,17,28,10,108,3
Nijmegen,Beuningen,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau De Paulus,0209::SB15,6645 BT,755,522,1,3,0,0,0,470,56,0,0,0,0,0,526,98,80,28,42,36,44,4,0,38,22,28,9,93,0
