contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,VVD,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),Democraten 66 (D66),PVV (Partij voor de Vrijheid),ChristenUnie,Staatkundig Gereformeerde Partij (SGP),GROENLINKS,50PLUS,Partij voor de Dieren,Forum voor Democratie,DENK
,Tubbergen,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,"Stembureau Gemeentehuis, Tubbergen",0183::SB1,7651 CV,1618,951,2,2,0,0,1,847,107,0,0,0,0,0,955,332,160,55,59,40,70,9,7,34,28,16,141,0
,Tubbergen,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,"Stembureau De Delle, Tubbergen",0183::SB2,7651 CL,1470,748,3,2,0,0,3,680,71,0,0,1,0,0,754,262,87,34,72,19,65,10,1,31,26,14,125,2
,Tubbergen,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,"Stembureau Sportcentrum de Vlaskoel, Tubbergen",0183::SB3,7651 LD,1466,906,0,2,0,0,0,836,72,0,0,0,0,0,908,279,145,37,69,58,67,9,0,46,51,9,136,0
,Tubbergen,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Ontm ruimte De Aanleg Geesteren,0183::SB4,7678 VZ,1739,1043,6,0,0,0,0,909,140,0,0,0,0,0,1049,425,160,35,34,22,102,9,11,21,28,7,189,0
,Tubbergen,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Zaal Kottink Geesteren,0183::SB5,7678 AW,1575,907,0,5,0,0,0,793,120,0,0,1,0,0,913,457,132,22,34,10,80,5,9,17,22,5,114,0
,Tubbergen,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,"Stembureau De Spil, Fleringen",0183::SB6,7666 LH,704,505,1,1,0,0,0,456,51,0,0,0,0,0,507,265,71,10,6,15,36,3,0,20,7,8,64,0
,Tubbergen,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,"Stembureau Dorpshuis 't Eschhoes, Vasse",0183::SB7,7661 RA,1205,753,2,2,0,0,0,656,101,0,0,0,0,0,757,344,126,18,35,26,43,3,0,47,20,11,80,0
,Tubbergen,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,"Stembureau Zaal Morshuis, Albergen",0183::SB8,7665 RX,1517,871,0,4,0,0,0,782,93,0,0,0,0,0,875,314,134,43,40,28,43,2,1,37,20,11,198,0
,Tubbergen,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,"Stembureau Clubgeb. Concordia, Albergen",0183::SB9,7665 AB,1317,869,0,0,0,0,0,771,98,0,0,0,0,0,869,344,96,18,49,30,62,4,2,38,19,18,189,0
,Tubbergen,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Rabo Kultuurhoes Reutum,0183::SB10,7667 PV,1049,611,1,1,0,1,0,544,70,0,0,1,0,0,614,351,63,16,22,15,41,2,0,15,11,10,65,0
,Tubbergen,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,"Stembureau De Gaarf, Langeveen",0183::SB11,7679 VG,996,557,1,2,0,0,0,472,88,0,0,0,0,0,560,287,56,12,20,8,57,11,2,10,16,4,74,0
,Tubbergen,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Kulturhus Manderveen,0183::SB12,7664 VV,503,304,0,0,0,0,0,269,35,0,0,0,0,0,304,125,25,12,17,9,35,4,1,7,7,4,58,0
,Tubbergen,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,"Stembureau De Haambrink, Mariaparochie",0183::SB13,7614 LA,1462,882,0,7,0,0,0,787,102,0,0,0,0,0,889,348,120,21,33,21,83,18,9,50,22,8,148,1
,Tubbergen,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Mobiel stembureau,0183::SB14,7664 VG,0,50,0,0,0,0,0,45,5,0,0,0,0,0,50,32,10,1,2,1,0,3,0,0,1,0,0,0
