contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),Democraten 66 (D66),CDA,Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),Staatkundig Gereformeerde Partij (SGP),ChristenUnie,GROENLINKS,Partij voor de Dieren,50PLUS,DENK,NIDA,Code Oranje,Forum voor Democratie,Lokale Partijen Zuid Holland (LPZH),JEZUS LEEFT
Dordrecht,Delft,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stadhuis,0503::SB1,2611 GS,1322,1147,1,6,0,0,1,1084,69,0,0,0,0,0,1154,205,7,253,42,102,31,8,33,293,57,19,5,0,6,84,1,1
Dordrecht,Delft,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Boekhandel Paagman,0503::SB2,2611 JD,1959,1480,5,3,0,6,1,1392,101,0,0,6,0,0,1494,236,35,329,66,183,62,3,48,304,92,17,2,2,5,94,0,2
Dordrecht,Delft,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Theater Rietveld,0503::SB3,2611 LH,1481,585,1,1,0,1,0,543,45,0,0,1,0,0,588,77,13,113,27,59,18,6,23,138,49,10,0,0,3,46,3,0
Dordrecht,Delft,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Open Delft,0503::SB4,2611 WG,1463,1288,2,5,0,3,0,1215,83,0,0,3,0,0,1298,189,28,274,63,133,52,5,38,273,80,24,2,1,7,110,9,0
Dordrecht,Delft,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Gemeente Delft KCC,0503::SB5,2611 BV,1245,1530,9,3,0,0,1,1541,2,2,0,2,0,0,1544,224,32,391,51,132,52,12,62,360,84,12,11,2,2,95,6,2
Dordrecht,Delft,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,"Stembureau Gemeente Delft, Stadhuis",0503::SB6,2611 GS,0,1409,8,2,0,3,2,1328,86,0,3,0,0,0,1416,266,27,337,52,116,41,6,64,320,69,12,3,1,0,89,5,1
Dordrecht,Delft,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Hoogheemraadschap Delfland,0503::SB7,2611 AL,1234,640,3,1,0,0,6,597,41,0,0,0,0,0,644,122,5,140,49,57,17,4,28,136,34,3,0,0,2,40,3,0
Dordrecht,Delft,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Locatie Crommelinplein 1,0503::SB8,2627 BM,936,672,1,1,0,2,0,636,38,0,2,0,0,0,674,104,26,97,37,88,32,2,28,112,49,20,0,0,3,69,4,1
Dordrecht,Delft,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Wijkcentrum De Parel,0503::SB9,2614 HE,1193,718,5,4,0,0,1,680,46,0,0,0,0,0,727,85,66,68,40,92,44,2,42,95,27,29,9,2,3,108,4,2
Dordrecht,Delft,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Het Kristal,0503::SB10,2614 SH,2072,1154,2,0,0,3,0,1000,159,0,0,3,0,0,1159,232,43,173,91,101,20,7,61,141,47,17,31,5,2,180,3,0
Dordrecht,Delft,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Basisschool Het Mozaïek,0503::SB11,2614 EP,1672,663,1,8,0,2,0,622,52,0,0,2,0,0,674,49,50,100,43,76,43,0,36,106,40,19,11,1,1,84,3,1
Dordrecht,Delft,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Gebouw Het Westlandhof,0503::SB12,2614 HX,1812,1030,7,2,0,0,0,1039,0,0,0,0,0,0,1039,174,61,136,76,121,55,7,41,135,33,42,2,1,4,137,5,0
Dordrecht,Delft,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Laurentius Praktijkschool,0503::SB13,2613 XP,1592,1137,2,0,0,1,1,1032,105,0,1,0,0,0,1138,185,33,215,77,114,42,0,36,204,67,31,5,0,0,121,7,0
Dordrecht,Delft,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Seniorencomplex Parkzicht,0503::SB14,2613 LC,1528,733,2,1,0,0,0,685,50,0,1,0,1,0,735,93,24,99,56,72,53,4,41,112,44,33,6,3,0,87,5,1
Dordrecht,Delft,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Freinetschool Delft,0503::SB15,2613 LE,1692,1190,3,0,0,4,1,1097,100,1,0,5,0,0,1198,164,55,194,63,126,47,6,54,275,62,32,1,0,2,104,5,0
Dordrecht,Delft,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Gabriëlschool,0503::SB16,2613 VX,1657,418,0,0,0,0,0,397,21,0,0,0,0,0,418,44,17,70,17,51,19,2,24,96,24,10,5,0,4,32,3,0
Dordrecht,Delft,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau TU Fac Elektrotechn Wisk & Informat,0503::SB17,2628 CD,1602,1563,17,2,2,0,2,1521,61,0,0,2,0,0,1584,278,6,478,67,91,35,6,52,343,56,14,4,2,3,121,6,1
