contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),CDA,SP (Socialistische Partij),PVV (Partij voor de Vrijheid),Democraten 66 (D66),ChristenUnie,GROENLINKS,50PLUS,Sterk Lokaal,Forum voor Democratie,Partij voor de Dieren,Onafhankelijke Partij Drenthe,DENK,Staatkundig Gereformeerde Partij (SGP),Senioren Belang
,Emmen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Gemeentehuis,0114::SB1,,1833,1303,0,4,0,0,0,1186,121,0,0,0,0,0,1307,193,239,175,51,66,67,64,94,64,33,194,27,8,3,5,20
,Emmen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Zorgcentrum Oostermarke,0114::SB2,,1037,739,4,3,0,0,0,688,58,0,0,0,0,0,746,139,136,100,25,16,56,57,52,21,22,79,19,2,0,6,9
,Emmen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau De Goede Herderkerk,0114::SB3,,769,521,0,0,0,0,0,477,44,0,0,0,0,0,521,75,105,58,17,20,34,51,42,25,16,52,15,5,0,2,4
,Emmen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Zorgcentrum Holdert,0114::SB4,,763,407,0,0,0,0,0,372,35,0,0,0,0,0,407,35,115,64,31,28,15,21,10,24,8,35,6,3,0,1,11
,Emmen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Wijkcentrum Meerstede,0114::SB5,,1700,733,2,4,0,0,0,672,67,0,0,0,0,0,739,46,160,39,67,109,29,25,29,41,22,120,17,8,7,5,9
,Emmen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Ichthus,0114::SB6,,1194,748,0,0,0,0,0,684,64,0,0,0,0,0,748,78,142,95,39,66,34,68,39,30,13,109,15,3,3,2,12
,Emmen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau o.b.s. Emmermeer,0114::SB8,,2031,912,2,1,0,0,0,854,64,0,0,3,3,0,918,52,204,84,79,136,28,49,51,41,26,115,20,12,5,2,8
,Emmen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Zorgcentrum Zuidermarke,0114::SB9,,1561,892,2,5,0,1,0,834,66,0,0,1,0,0,900,66,207,99,54,96,33,43,34,66,17,129,18,2,6,3,19
,Emmen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Hotel ten Cate,0114::SB10,,639,387,0,1,0,0,2,346,40,0,0,0,0,0,388,48,90,70,18,20,20,25,29,4,8,44,7,0,1,1,2
,Emmen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Dorpshuis 't Hoefijzer Zuidbarge,0114::SB11,,757,453,1,2,0,0,0,420,36,0,0,0,0,0,456,75,62,83,23,20,40,30,28,9,11,57,7,2,0,1,5
