contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Democraten 66 (D66),Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,GROENLINKS,Partij voor de Dieren,50PLUS/PARTIJ VAN DE OUDEREN,Ouderenpartij Noord-Holland,NIDA,Code Oranje,Forum voor Democratie,DENK,ChristenUnie
Den Helder,Medemblik,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Wapen van Medemblik,0420::SB1,1671 AA,1642,889,2,2,0,1,0,815,77,0,1,0,0,0,892,183,51,72,53,30,99,59,35,17,24,0,19,225,1,21
Den Helder,Medemblik,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Woonzorgcomplex Valbrug,0420::SB2,1671 CT,1470,813,3,3,0,0,0,738,81,0,0,0,0,0,819,138,41,62,58,52,86,56,25,29,37,0,21,179,6,23
Den Helder,Medemblik,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Sporthal De Muiter,0420::SB4,1671 JA,1621,909,2,3,0,1,1,821,93,0,0,1,0,0,915,142,44,58,82,55,65,49,29,39,21,8,22,234,33,28
Den Helder,Medemblik,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau OBS de Meridiaan,0420::SB5,1671 JZ,1623,666,2,4,0,1,0,606,67,0,0,1,0,0,673,53,38,46,100,51,43,41,23,20,20,1,17,151,40,22
Den Helder,Medemblik,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Woonzorgcentrum Koggenlandhuis,0420::SB6,1679 VH,1794,972,1,3,0,0,0,900,76,0,0,0,0,0,976,159,68,96,76,61,69,80,55,31,29,2,16,197,2,31
Den Helder,Medemblik,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Wijksteunpunt Woudrust,0420::SB7,1678 GA,707,415,1,0,0,0,0,395,21,0,0,0,0,0,416,78,24,37,31,20,18,53,47,9,16,2,8,65,0,7
Den Helder,Medemblik,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Dorpshuis  De Werf,0420::SB8,1691 EC,546,351,0,0,0,0,1,329,21,0,0,0,0,0,351,69,35,34,19,18,40,35,22,7,9,0,7,47,0,9
Den Helder,Medemblik,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Dorpshuis De Vang,0420::SB9,1654 KB,1274,700,1,0,0,0,0,637,64,0,0,0,0,0,701,120,50,95,52,32,119,58,22,18,18,0,7,97,0,12
Den Helder,Medemblik,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Dorpshuis De Nieuwe Haven,0420::SB10,1657 AH,1790,1064,1,0,0,0,0,955,110,0,0,0,0,0,1065,185,60,99,70,58,134,74,59,20,47,2,15,223,0,18
Den Helder,Medemblik,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Dorpshuis Twisk,0420::SB11,1676 GG,844,532,1,0,0,1,0,487,47,0,0,1,0,0,534,99,46,44,34,27,26,68,39,17,17,0,7,88,1,19
Den Helder,Medemblik,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Dorpshuis De Torenschouw,0420::SB12,1674 NE,1445,880,1,0,0,0,0,781,100,0,0,0,0,0,881,102,27,48,50,38,141,61,32,13,17,0,15,162,0,174
Den Helder,Medemblik,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Gemeentehuis  Medemblik,0420::SB13,1687 CD,1566,1006,1,2,0,0,0,916,93,0,0,0,0,0,1009,188,121,76,66,35,184,81,33,17,25,4,18,142,1,15
Den Helder,Medemblik,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Sweelinckhof,0420::SB14,1687 BV,1381,676,3,5,0,1,0,634,51,0,0,1,0,0,685,102,66,58,27,39,150,46,18,13,31,0,5,116,0,5
