contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,SP (Socialistische Partij),PVV (Partij voor de Vrijheid),Democraten 66 (D66),Partij van de Arbeid (P.v.d.A.),GROENLINKS,50PLUS,Partij voor de Dieren,ChristenUnie-SGP,Lokaal Brabant,Ouderen Appèl - Hart voor Brabant,Forum voor Democratie,DENK,Senioren Brabant,Code Oranje
Tilburg,Zundert,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Cultuur Centrum Zundert,0879::SB1,4881 CP,1374,665,0,0,0,0,0,589,76,0,0,0,0,0,665,129,109,53,53,63,37,40,26,17,6,32,7,88,0,4,1
Tilburg,Zundert,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau St. Anna-school,0879::SB2,4881 XE,1176,477,4,6,0,0,0,441,46,0,0,0,0,0,487,53,50,36,60,37,31,33,21,19,5,19,4,80,13,10,6
Tilburg,Zundert,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Thebe gebouw,0879::SB3,4881 AK,1262,692,2,2,0,0,0,621,75,0,0,0,0,0,696,121,116,59,66,62,31,38,33,14,5,14,2,125,1,3,2
Tilburg,Zundert,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau De Willaert,0879::SB4,4881 EH,1506,750,5,1,0,0,0,665,91,0,0,0,0,0,756,207,147,45,49,62,20,33,32,17,7,24,4,96,2,5,0
Tilburg,Zundert,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Tenniscentrum de Leeuwerik,0879::SB5,4881 WZ,1303,577,2,2,0,0,0,517,64,0,0,0,0,0,581,81,79,47,90,39,25,32,30,9,3,22,4,112,0,2,2
Tilburg,Zundert,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Gemeenschapshuis Wierenbos,0879::SB6,4884 AB,1927,953,0,2,0,0,0,855,100,0,0,0,0,0,955,152,169,66,108,34,24,41,33,27,10,42,5,232,1,9,0
Tilburg,Zundert,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Gemeenschapshuis 't Gouwe Hart,0879::SB7,4885 AH,1472,696,1,2,0,0,1,576,121,0,1,0,1,0,698,124,182,50,80,15,27,31,22,30,0,20,2,110,0,2,1
Tilburg,Zundert,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Ouderencentrum Levenslust,0879::SB8,4882 BH,1654,950,6,2,0,0,0,842,116,0,0,0,0,0,958,216,199,54,67,61,37,49,32,21,7,27,0,175,0,4,1
Tilburg,Zundert,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Dorpshuis Amarant,0879::SB9,4891 NS,1614,644,0,3,0,0,0,571,76,0,0,0,0,0,647,129,152,45,41,43,33,27,24,23,5,37,4,76,0,1,4
Tilburg,Zundert,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Koutershof(bibliotheek),0879::SB10,4891 CJ,1727,1031,2,3,0,0,0,884,152,0,0,0,0,0,1036,188,251,53,65,80,43,58,34,44,11,53,5,142,0,3,1
Tilburg,Zundert,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Dienstencentrum de Rijserf,0879::SB11,4891 XL,1880,1029,3,2,0,0,0,908,126,0,0,0,0,0,1034,182,193,112,74,72,55,46,58,41,12,43,5,125,0,10,1
