contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Democraten 66 (D66),Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,GROENLINKS,Partij voor de Dieren,50PLUS/PARTIJ VAN DE OUDEREN,Ouderenpartij Noord-Holland,NIDA,Code Oranje,Forum voor Democratie,DENK,ChristenUnie
Haarlem,Hilversum,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Raadhuis,0402::SB1,1217 JE,1278,1583,2,1,0,3,1,1439,143,0,3,0,0,0,1583,362,266,124,55,38,80,262,100,31,2,1,16,157,16,73
Haarlem,Hilversum,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Mozarthof School,0402::SB2,1217 CM,1644,936,1,1,0,0,1,824,121,0,0,8,0,0,946,418,149,35,27,6,51,48,44,14,2,0,8,118,0,16
Haarlem,Hilversum,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Openbare Bibliotheek,0402::SB3,1217 EH,1735,1162,5,0,0,0,0,1006,157,0,4,0,0,0,1163,312,201,89,22,24,77,177,57,23,8,2,8,107,5,50
Haarlem,Hilversum,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Chr. Verpleeghuis 'Gooizicht',0402::SB4,1217 SH,1337,711,2,3,0,0,0,646,70,0,0,0,0,0,716,190,99,58,23,26,43,107,41,18,3,1,10,59,1,32
Haarlem,Hilversum,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Zorgcentrum 'De Boomberg',0402::SB5,1217 SV,1129,593,2,2,0,17,0,552,62,0,0,17,0,0,614,84,76,54,29,29,30,104,31,17,7,0,6,84,5,37
Haarlem,Hilversum,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Anna Gebouw,0402::SB6,1211 NE,2130,919,3,1,0,0,1,848,74,0,0,0,0,0,923,90,121,72,55,41,45,159,81,38,6,5,6,144,12,44
Haarlem,Hilversum,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau 'Emmaushuis',0402::SB7,1216 RN,1736,1068,1,0,0,2,0,974,93,0,2,0,0,0,1067,197,111,96,64,31,93,148,48,47,11,1,10,144,5,62
Haarlem,Hilversum,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Wijkcentrum 'De Koepel',0402::SB8,1216 JC,1462,1530,6,8,0,0,1,1421,125,0,0,3,0,0,1547,209,111,159,118,84,133,142,77,95,13,7,17,280,25,60
Haarlem,Hilversum,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Goudenregenschool Kerkelanden,0402::SB9,1216 LD,1586,636,4,0,0,0,0,594,46,0,0,0,0,0,640,67,47,49,55,39,50,58,33,40,7,4,4,121,21,41
Haarlem,Hilversum,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Nieuw Kerkelanden,0402::SB10,1216 SB,1571,506,3,3,0,0,0,472,40,0,0,0,0,0,512,81,40,56,38,22,57,44,28,36,15,1,4,55,1,28
Haarlem,Hilversum,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Museum Hilversum,0402::SB11,1211 BX,920,745,5,2,2,0,1,718,31,0,2,0,0,0,750,102,107,63,25,30,33,149,65,18,3,1,10,99,5,35
Haarlem,Hilversum,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Elckerlycschool,0402::SB12,1215 EG,1205,1209,3,4,0,17,1,1084,114,0,17,0,0,0,1199,262,173,102,40,46,91,209,60,23,3,0,10,111,0,79
Haarlem,Hilversum,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Bavinckschool,0402::SB13,1214 JS,1591,1200,1,3,0,1,0,1095,110,0,0,1,0,0,1205,210,215,95,30,48,91,230,70,22,4,1,13,106,2,63
Haarlem,Hilversum,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Violenschool,0402::SB14,1214 CJ,1864,878,2,3,0,0,0,803,84,0,0,4,0,0,887,92,116,103,54,50,26,170,60,23,5,1,13,113,14,38
Haarlem,Hilversum,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Intern. school (vh Rembr.sch.),0402::SB15,1213 BH,2226,988,1,2,0,2,0,890,103,0,0,2,0,0,993,185,143,78,34,39,69,170,74,49,6,2,13,73,3,50
Haarlem,Hilversum,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Hilversumse School Vereniging,0402::SB16,1213 BM,816,615,0,1,7,0,0,552,71,0,0,7,0,0,623,195,122,24,13,7,62,67,28,7,2,0,11,55,1,21
Haarlem,Hilversum,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Wijkcentrum 'De Zoutkeet',0402::SB17,1215 PR,1534,1146,0,1,0,5,0,1054,98,0,0,5,0,0,1152,171,130,65,83,59,95,152,64,52,6,6,14,177,16,56
Haarlem,Hilversum,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Verzorgingshuis 'Zuiderheide',0402::SB18,1215 KG,1800,715,4,2,0,0,1,661,60,0,0,1,0,0,722,87,72,54,42,37,80,80,39,33,9,0,9,106,6,61
Haarlem,Hilversum,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau ROC (ROCvA) Hilversum,0402::SB19,1213 NW,525,399,0,3,0,0,0,366,37,0,0,1,0,0,403,61,82,26,16,19,24,56,22,9,1,1,5,33,16,28
