contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),Democraten 66 (D66),CDA,Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),Staatkundig Gereformeerde Partij (SGP),ChristenUnie,GROENLINKS,Partij voor de Dieren,50PLUS,DENK,NIDA,Code Oranje,Forum voor Democratie,Lokale Partijen Zuid Holland (LPZH)
Leiden,Zoetermeer,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Stichting Welzijn&Zorg Doven WeZoDo,0637::SB1,2712 VD,1714,872,1,6,0,0,0,797,82,0,0,0,0,0,879,93,96,39,63,61,47,59,72,55,32,37,3,3,4,200,8
Leiden,Zoetermeer,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Lunchcafé De Zoetelaar,0637::SB2,2712 AE,1598,720,0,2,0,0,3,644,75,0,0,0,0,0,722,116,74,61,49,51,39,22,36,59,43,46,4,4,2,109,5
Leiden,Zoetermeer,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau WZC De Morgenster,0637::SB3,2712 AT,1023,630,2,3,0,0,0,572,63,0,0,0,0,0,635,83,49,49,70,44,22,69,43,45,29,39,3,0,3,81,1
Leiden,Zoetermeer,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau KBS De Paulusschool,0637::SB4,2712 RN,1215,685,2,1,0,2,0,616,70,0,2,0,0,0,686,93,65,57,52,48,22,19,32,56,38,43,5,1,3,146,5
Leiden,Zoetermeer,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Basisschool De Jacobsvlinder,0637::SB5,2722 EK,1713,652,1,0,0,0,2,583,68,0,0,0,0,0,653,75,46,33,50,69,28,22,32,59,29,48,11,1,2,146,1
Leiden,Zoetermeer,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Castellum Palensteyn,0637::SB6,2722 BN,1427,643,4,11,0,2,1,598,61,0,0,2,0,0,660,61,72,43,42,49,59,11,21,68,29,34,27,8,4,111,4
Leiden,Zoetermeer,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau MBO Rijnland,0637::SB7,2722 ZA,1458,211,0,0,0,0,0,197,14,0,0,0,0,0,211,18,17,12,15,26,13,6,8,19,5,12,3,3,0,53,1
Leiden,Zoetermeer,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Wijkservicecentrum De Spil,0637::SB8,2713 GA,1271,765,5,4,0,1,0,716,59,0,0,1,0,0,775,104,62,61,55,64,48,13,29,58,45,60,5,3,2,152,4
Leiden,Zoetermeer,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau IKC Stella Nova,0637::SB9,2713 VM,1509,669,1,4,0,1,0,621,54,0,0,1,0,0,675,84,71,54,25,67,33,21,33,70,39,25,6,0,0,137,4
Leiden,Zoetermeer,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Recreatieruimte Bijdorp,0637::SB10,2713 SZ,1308,871,2,0,0,0,2,782,89,0,0,0,0,0,873,169,49,71,66,73,44,21,47,62,40,76,6,1,3,138,5
