contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),Democraten 66 (D66),CDA,Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),Staatkundig Gereformeerde Partij (SGP),ChristenUnie,GROENLINKS,Partij voor de Dieren,50PLUS,DENK,NIDA,Code Oranje,Forum voor Democratie,Lokale Partijen Zuid Holland (LPZH),JEZUS LEEFT
Dordrecht,Hoeksche Waard,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Cult.Centrum De Drie Lelies,1963::SB1,3297 AM,1657,1020,4,0,0,0,0,913,111,0,0,0,0,0,1024,100,95,38,122,96,60,98,46,56,44,61,2,1,8,179,12,2
Dordrecht,Hoeksche Waard,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau OBS Het Driespan,1963::SB2,3297 BS,1431,846,2,1,0,0,0,744,105,0,0,0,0,0,849,111,70,52,64,67,48,85,57,46,32,38,1,0,3,164,7,1
Dordrecht,Hoeksche Waard,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Zorgwaard locatie 't Huys te Hoecke,1963::SB3,3297 SE,1416,888,4,3,0,1,0,796,100,0,0,1,0,0,896,113,54,43,110,85,46,79,63,44,35,40,3,1,7,153,11,1
Dordrecht,Hoeksche Waard,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Dienstencentrum 't Weegje,1963::SB4,3295 CT,1251,1093,2,1,0,0,0,981,115,0,0,0,0,0,1096,132,81,52,150,89,69,94,74,57,30,53,0,0,6,202,4,0
Dordrecht,Hoeksche Waard,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Partycentrum Concordia,1963::SB5,3295 AG,1246,639,1,1,0,0,0,563,78,0,0,0,0,0,641,74,39,22,69,75,28,78,61,17,22,21,0,0,4,120,9,0
Dordrecht,Hoeksche Waard,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Buurthuis De Biesband,1963::SB6,3295 TH,1280,601,0,4,0,0,0,527,78,0,0,0,0,0,605,52,45,22,86,52,28,65,62,25,6,26,0,0,3,126,3,0
Dordrecht,Hoeksche Waard,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Voetbalver. 's-Gravendeel,1963::SB7,3295 KK,1360,550,0,0,0,0,0,486,64,0,0,0,0,0,550,82,48,26,55,37,16,52,56,19,24,20,0,0,1,109,4,1
Dordrecht,Hoeksche Waard,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Buurthuis 'Ronduit,1963::SB8,'3295 EK,482,237,1,3,0,0,0,205,36,0,0,0,0,0,241,29,21,16,34,16,14,10,14,11,13,8,0,0,0,48,3,0
Dordrecht,Hoeksche Waard,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Ons Gebouw,1963::SB9,3295 BN,1345,754,2,1,0,0,0,675,82,0,0,0,0,0,757,111,37,28,88,75,32,84,75,24,19,39,0,1,3,131,7,0
Dordrecht,Hoeksche Waard,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Burg. van Bommelschool,1963::SB10,3274 LV,686,393,1,1,0,0,0,360,36,1,0,1,0,0,396,63,42,7,33,17,10,36,26,24,26,19,0,0,1,82,5,2
Dordrecht,Hoeksche Waard,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau De Erve,1963::SB11,3274 AK,917,521,0,2,0,0,0,472,51,0,0,0,0,0,523,69,37,24,70,31,16,47,49,18,21,16,0,0,2,115,6,0
Dordrecht,Hoeksche Waard,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau MFC De Tienvoet,1963::SB12,3274 BN,1343,780,0,1,0,1,2,687,91,0,1,0,0,0,780,118,55,40,74,68,25,35,40,51,41,39,2,0,5,182,5,0
Dordrecht,Hoeksche Waard,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau CBS De Weerklank,1963::SB13,3273 AN,1760,1096,4,2,0,1,0,972,131,0,0,1,0,0,1103,197,78,79,134,67,47,48,75,68,28,48,3,0,5,206,12,1
Dordrecht,Hoeksche Waard,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Dorpshart.1,1963::SB14,3271 SH,1564,1137,1,1,0,0,0,1021,118,0,0,0,0,0,1139,290,35,94,142,60,27,16,57,67,34,49,0,1,8,238,16,3
Dordrecht,Hoeksche Waard,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Dorpshart.2,1963::SB15,3271 SH,1755,942,2,0,0,1,0,833,110,0,1,0,0,0,943,225,58,71,109,57,29,31,33,50,20,37,1,1,6,207,7,0
Dordrecht,Hoeksche Waard,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Ontmoetingscentrum,1963::SB16,3299 AP,1300,928,4,2,0,0,1,827,106,0,0,0,0,0,934,164,45,60,104,72,31,84,41,43,32,40,0,0,5,193,12,2
