contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),Democraten 66 (D66),CDA,Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),Staatkundig Gereformeerde Partij (SGP),ChristenUnie,GROENLINKS,Partij voor de Dieren,50PLUS,DENK,NIDA,Code Oranje,Forum voor Democratie,Lokale Partijen Zuid Holland (LPZH)
Leiden,Gouda,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Agnietenkapel,0513::SB101,,1254,1546,5,9,0,0,0,1447,113,0,0,0,0,0,1560,186,58,238,62,145,64,34,110,288,120,43,8,2,6,175,7
Leiden,Gouda,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Gymzaal Herpstraat,0513::SB102,,2076,983,3,3,0,0,0,918,71,0,0,0,0,0,989,135,33,143,41,88,56,16,72,171,70,26,9,1,2,114,6
Leiden,Gouda,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Zorgcentrum Gouwestein,0513::SB104,,1498,824,5,1,0,0,0,730,98,0,2,0,2,0,828,100,28,90,72,55,21,139,77,101,30,18,18,0,0,70,5
Leiden,Gouda,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Buurthuis De Speelwinkel,0513::SB105,,1647,757,1,6,0,0,0,691,73,0,0,0,0,0,764,91,24,108,25,72,39,12,58,157,39,21,24,4,4,76,3
Leiden,Gouda,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Wijkcentrum Jan Ligthart,0513::SB201,,2110,830,0,8,0,0,0,754,84,0,0,0,0,0,838,45,80,53,28,86,48,39,65,84,47,24,88,8,1,129,5
Leiden,Gouda,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Basisschool de Goudakker,0513::SB204,,1921,962,7,0,0,0,2,881,83,0,3,0,3,0,966,79,111,51,45,87,57,54,98,91,39,49,20,3,2,169,7
Leiden,Gouda,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Gymzaal Korte Akkeren,0513::SB206,,1636,679,3,3,0,0,0,630,55,0,0,0,0,0,685,68,79,45,32,54,34,27,37,51,29,41,12,2,2,161,5
Leiden,Gouda,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Basisschool De Kas,0513::SB207,,1365,793,6,6,0,0,0,723,82,0,0,0,0,0,805,55,117,39,32,57,37,54,65,61,32,37,18,4,0,180,5
Leiden,Gouda,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Ronssehof Revalidatiecentrum,0513::SB301,,1392,836,1,11,0,0,0,796,52,0,0,0,0,0,848,122,53,74,84,71,30,42,82,48,30,58,4,2,4,127,5
Leiden,Gouda,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Gymzaal Columbuslaan,0513::SB302,,1838,1120,2,3,0,0,0,981,144,0,0,0,0,0,1125,118,43,94,99,93,42,117,169,110,55,41,32,1,4,100,2
Leiden,Gouda,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Groenhovenbad,0513::SB303,,2016,1281,0,0,0,0,1,1135,145,0,0,0,0,0,1281,215,52,128,79,102,37,59,128,150,55,58,10,3,8,188,9
Leiden,Gouda,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Gymnastiekzaal Coniferensingel,0513::SB304,,1697,1035,1,8,0,0,0,942,102,0,0,0,0,0,1044,107,64,91,79,108,53,34,89,116,66,54,15,4,4,147,4
Leiden,Gouda,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Huis van de Stad,0513::SB305,,686,1159,5,2,0,1,2,1063,100,0,1,0,0,0,1165,128,18,159,55,86,37,116,132,193,52,46,8,0,6,115,8
Leiden,Gouda,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Groene Hart Ziekenhuis (hoofdingang),0513::SB306,,569,517,0,2,0,0,0,462,58,0,0,1,0,1,520,84,23,40,43,45,16,25,59,53,32,16,7,2,0,68,4
Leiden,Gouda,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Dienstencentrum Prinsenhof,0513::SB403,,2053,1025,5,3,0,0,0,911,122,0,0,0,0,0,1033,107,73,78,102,75,35,55,127,108,46,57,1,2,7,142,10
Leiden,Gouda,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Basisschool het Vlot,0513::SB405,,1856,1001,1,2,0,0,0,927,77,0,0,0,0,0,1004,92,82,106,64,103,49,11,71,138,59,54,22,1,3,138,8
