contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Democraten 66 (D66),Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,GROENLINKS,Partij voor de Dieren,50PLUS/PARTIJ VAN DE OUDEREN,Ouderenpartij Noord-Holland,NIDA,Code Oranje,Forum voor Democratie,DENK,ChristenUnie
Haarlem,Velsen,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Gemeentehuis,0453::SB1,1971 EN,1488,1025,3,4,0,0,0,965,67,0,0,0,0,0,1032,93,53,100,130,82,42,91,55,30,10,8,17,271,15,28
Haarlem,Velsen,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Woon en zorgcentrum Huis ter Hagen,0453::SB2,1985 CV,1238,821,3,0,0,0,0,749,75,0,0,0,0,0,824,194,121,70,17,27,80,116,37,16,8,1,7,90,2,35
Haarlem,Velsen,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Basisschool De Toermalijn,0453::SB3,1985 HB,1232,941,0,0,0,0,0,840,100,0,1,0,0,0,940,207,137,93,28,28,66,125,48,25,12,2,15,127,0,28
Haarlem,Velsen,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Voormalig Raadhuis,0453::SB4,1981 BC,1567,871,1,2,0,0,0,800,78,0,0,4,0,0,878,179,87,103,48,32,66,81,35,33,11,1,11,133,3,48
Haarlem,Velsen,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau gem zaal Roos en Beek appartementencomlex,0453::SB10,2071 SM,1912,1398,3,2,0,0,3,1271,127,0,2,0,0,0,1401,231,174,142,44,62,125,223,94,52,14,1,19,155,2,60
Haarlem,Velsen,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Cafe Zaal De Wildeman,0453::SB11,2071 EL,1864,1375,4,2,0,0,0,1261,120,0,0,0,0,0,1381,246,155,113,63,60,136,163,75,51,19,1,18,239,1,35
Haarlem,Velsen,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,"Stembureau Bosbeekschool, ingang schoolplein",0453::SB13,2071 AW,1900,1048,3,2,0,0,0,948,105,0,0,0,0,0,1053,195,158,132,26,36,53,144,76,29,7,1,24,116,1,50
Haarlem,Velsen,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau 't Brederode Huys,0453::SB14,2082 GE,1462,1271,5,5,0,0,0,1160,122,0,0,1,0,0,1282,330,184,97,25,38,105,195,87,30,13,2,10,114,2,39
Haarlem,Velsen,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Basisschool Het Anker,0453::SB15,1991 BZ,1853,1009,3,3,0,0,0,935,82,0,0,2,0,0,1017,141,73,114,79,53,73,100,42,52,10,0,22,210,0,40
Haarlem,Velsen,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Brederode Daltonschool,0453::SB16,2082 BD,1063,558,0,0,0,0,0,541,17,0,0,0,0,0,558,124,95,49,13,14,33,82,39,15,3,0,4,71,0,16
