contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),VVD,Democraten 66 (D66),Partij van de Arbeid (P.v.d.A.),GROENLINKS,50PLUS,Partij voor de Dieren,LOKAAL-LIMBURG,Forum voor Democratie,ChristenUnie,DENK
Maastricht,Maastricht,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,"Stembureau Stembureau Stadhuis, Merretkamer",0935::SB1,6211 CL,1528,1405,2,4,0,0,2,1326,83,0,0,0,0,0,1411,104,74,99,205,207,140,255,23,109,16,146,21,6
Maastricht,Maastricht,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Stembureau Centre Céramique,0935::SB2,6221 KV,1500,919,1,6,0,0,0,842,86,0,0,2,0,2,928,115,43,40,172,125,74,130,27,47,12,119,13,2
Maastricht,Maastricht,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Stembureau Theater aan het Vrijthof,0935::SB3,6211 LE,1512,796,0,2,0,0,0,727,71,0,0,0,0,0,798,51,38,39,123,127,53,175,8,60,7,91,22,2
Maastricht,Maastricht,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Stembureau Muziekschool Kumulus,0935::SB4,6221 BA,1806,923,1,0,0,0,0,865,59,0,0,0,0,0,924,69,61,60,147,120,69,167,18,89,10,87,16,10
Maastricht,Maastricht,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Stembureau Klooster Zusters onder de Bogen,0935::SB5,6211 NX,1059,476,1,3,0,0,0,416,63,0,0,0,0,0,479,96,15,8,80,62,31,72,7,26,4,52,22,1
Maastricht,Maastricht,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Stembureau Gemeenschapshuis De Lètterdoes,0935::SB6,6224 AZ,1239,479,1,1,0,0,0,442,39,0,0,0,0,0,481,33,113,53,15,22,33,51,27,24,14,73,6,15
Maastricht,Maastricht,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Stembureau Kumulus West,0935::SB7,6211 RB,1429,573,2,2,0,0,2,527,48,0,0,0,0,0,577,39,28,41,58,55,57,123,15,52,4,88,10,3
Maastricht,Maastricht,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Stembureau Envida locatie Koepelhof,0935::SB8,6224 LW,1421,732,4,1,0,0,2,680,55,0,0,0,0,0,737,105,39,40,83,72,72,122,38,40,10,101,7,3
Maastricht,Maastricht,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Stembureau Envida locatie Larisa,0935::SB9,6211 LX,1116,487,1,1,0,0,0,451,38,0,0,0,0,0,489,61,34,27,77,53,48,68,19,29,3,59,9,0
Maastricht,Maastricht,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Stembureau Centre Céramique,0935::SB10,6221 KV,1622,1162,2,2,0,0,2,1099,66,1,0,1,0,0,1167,142,36,62,194,180,87,193,26,54,9,158,21,0
Maastricht,Maastricht,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Stembureau AZM Herstelzorg,0935::SB11,6211 JM,1063,592,1,0,0,0,1,548,44,0,0,0,0,0,593,76,14,28,92,71,63,114,14,38,9,58,14,1
Maastricht,Maastricht,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Stembureau Wijkcombinatiegebouw La Bellettsa,0935::SB12,6221 SZ,1855,723,3,2,0,0,0,654,74,0,0,0,0,0,728,69,148,57,38,48,69,85,25,32,7,117,6,22
