contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,VVD,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),Democraten 66 (D66),PVV (Partij voor de Vrijheid),ChristenUnie,Staatkundig Gereformeerde Partij (SGP),GROENLINKS,50PLUS,Partij voor de Dieren,Forum voor Democratie,DENK
,Dinkelland,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Gemeentehuis Dinkelland,1774::SB1,7591 MA,1721,1181,1,3,0,9,0,1074,120,0,0,9,0,0,1194,327,224,56,95,41,97,17,7,74,45,22,174,2
,Dinkelland,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau OBS Dr. M.L. Kingschool,1774::SB2,7591 XJ,1869,1085,1,6,0,0,0,992,100,0,0,0,0,0,1092,291,152,67,106,43,112,9,3,84,49,20,145,4
,Dinkelland,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Zorggroep St. Maarten,1774::SB3,7591 GX,1725,752,2,6,0,0,0,690,70,0,0,0,0,0,760,240,143,35,74,32,49,4,1,46,25,14,88,1
,Dinkelland,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Brandweerkazerne,1774::SB4,7591 BH,1613,961,4,4,0,0,0,865,104,0,0,0,0,0,969,237,168,63,82,22,83,3,4,74,36,18,171,0
,Dinkelland,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Kulturhus De Mare,1774::SB5,7591 PC,865,457,2,0,0,0,0,404,55,0,0,0,0,0,459,219,57,11,23,17,42,3,0,16,12,2,55,0
,Dinkelland,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Gasterij de Smid,1774::SB6,7635 NC,839,502,0,4,0,0,0,443,63,0,0,0,0,0,506,251,42,13,28,7,38,8,6,16,7,8,78,0
,Dinkelland,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Kulturhus Tilligte Terra Nova,1774::SB7,7634 PL,711,483,2,2,0,2,0,421,68,0,0,2,0,0,489,305,43,7,10,10,26,1,2,21,4,2,52,0
,Dinkelland,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Cafe Groot Agelo,1774::SB8,7636 RL,778,394,1,0,0,0,0,339,56,0,0,0,0,0,395,222,58,0,3,12,19,0,3,19,4,6,48,0
,Dinkelland,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Huize Sint Jozef,1774::SB9,7595 AP,1230,702,5,1,0,0,0,630,78,0,0,0,0,0,708,290,95,32,38,23,65,7,0,31,40,9,71,1
,Dinkelland,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau 't Trefpunt,1774::SB10,7595 XB,1120,744,1,1,0,0,0,676,70,0,0,0,0,0,746,234,142,21,34,46,56,10,5,48,29,13,106,0
,Dinkelland,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Café Bruins,1774::SB11,7597 LR,1313,830,1,2,0,0,0,693,140,0,0,0,0,0,833,435,112,11,14,21,62,5,2,20,20,15,112,1
,Dinkelland,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Kulturhus Rabo-de CoCeR,1774::SB12,7596 KM,1848,1156,2,2,0,0,0,1012,148,0,0,0,0,0,1160,570,146,35,61,37,74,2,1,67,28,12,122,1
,Dinkelland,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau RK Basisschool Willibrordus (D),1774::SB13,7561 PT,1521,987,1,3,0,7,0,894,104,0,0,7,0,0,998,450,125,25,45,38,80,10,2,31,30,9,141,1
,Dinkelland,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Huize Franciscus,1774::SB14,7631 AM,1750,1221,4,3,0,3,0,1125,106,0,0,3,0,0,1231,472,223,34,52,51,58,18,10,72,42,30,158,1
,Dinkelland,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Brede School de Bres,1774::SB15,7631 GR,1901,1222,3,3,0,2,0,1110,120,0,0,2,0,0,1230,398,232,48,73,62,76,6,1,81,45,19,180,1
,Dinkelland,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Gravenstate Denekamp,1774::SB16,7591 PE,0,74,0,0,0,0,0,65,9,0,0,0,0,0,74,62,3,1,0,0,1,0,0,1,1,0,5,0
