contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),Democraten 66 (D66),CDA,Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),Staatkundig Gereformeerde Partij (SGP),ChristenUnie,GROENLINKS,Partij voor de Dieren,50PLUS,DENK,NIDA,Code Oranje,Forum voor Democratie,Lokale Partijen Zuid Holland (LPZH),JEZUS LEEFT
Dordrecht,Papendrecht,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Gemeentehuis,0590::SB1,3351 PB,1683,1765,3,2,0,0,0,1606,167,3,0,3,0,0,1773,291,120,71,163,145,78,144,174,98,35,103,8,0,4,290,37,4
Dordrecht,Papendrecht,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Morgensterkerk,0590::SB2,3353 VD,1683,769,1,3,0,1,0,701,73,0,0,1,0,0,774,75,68,31,90,59,47,55,75,42,17,55,12,0,3,122,17,1
Dordrecht,Papendrecht,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Oranje-Nassauschool,0590::SB3,3353 AT,1683,589,1,0,0,0,0,539,51,0,0,0,0,0,590,62,59,28,54,40,25,54,95,37,21,24,0,0,2,72,16,0
Dordrecht,Papendrecht,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau RK-Parochie,0590::SB4,3353 VJ,1683,864,1,5,0,0,2,802,66,0,0,0,0,0,870,85,103,53,50,73,48,34,73,49,26,27,26,4,4,185,21,3
Dordrecht,Papendrecht,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Bethlehemkerk,0590::SB5,3351 HA,1683,755,2,0,0,0,1,687,69,0,0,0,0,0,757,95,67,35,69,31,29,50,109,45,26,38,7,2,4,133,14,1
Dordrecht,Papendrecht,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Sionskerk,0590::SB6,3351 JT,1683,913,1,2,0,2,0,837,81,0,0,2,0,0,918,118,70,42,93,41,34,102,144,46,25,41,4,1,2,129,17,4
Dordrecht,Papendrecht,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau De Viermaster,0590::SB7,3351 JT,1683,920,5,3,0,1,0,825,104,0,0,1,0,0,929,71,81,61,56,109,49,52,78,69,28,50,17,2,5,165,26,1
Dordrecht,Papendrecht,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Knotwilg Leilinde,0590::SB8,3352 BM,1683,754,3,1,0,0,0,688,70,0,0,0,0,0,758,114,51,49,63,79,42,18,68,58,26,35,5,0,9,124,12,1
Dordrecht,Papendrecht,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau De Lage Waard,0590::SB9,3352 VH,1683,928,5,4,0,0,0,832,106,1,0,1,0,0,938,127,66,43,74,69,38,59,85,60,41,47,2,1,6,166,42,2
Dordrecht,Papendrecht,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Knotwilg Moerbeihof,0590::SB10,3355 AJ,1683,1473,1,6,0,12,1,1491,0,0,0,12,0,0,1492,270,114,77,103,99,74,43,145,101,45,64,7,1,8,279,43,0
Dordrecht,Papendrecht,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Wilgenhoeck,0590::SB11,3355 RP,1683,868,3,3,0,1,0,789,86,0,0,1,0,0,875,201,53,65,62,53,36,24,67,38,35,52,1,0,4,159,17,1
Dordrecht,Papendrecht,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Dienstencentrum,0590::SB12,3354 BR,1683,734,0,6,0,0,0,679,61,0,0,0,0,0,740,107,46,34,68,61,32,15,93,56,20,53,5,0,1,129,13,1
Dordrecht,Papendrecht,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Gemiva,0590::SB13,3356 BG,1683,699,1,0,0,0,0,633,67,0,0,0,0,0,700,90,44,31,67,46,30,62,103,39,28,33,2,0,4,113,7,0
Dordrecht,Papendrecht,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Prins Florisschool Boeieraak,0590::SB14,3356 MJ,1683,636,1,0,0,0,0,584,52,0,1,0,1,0,636,148,44,39,54,36,21,18,49,26,20,30,11,2,0,121,15,2
Dordrecht,Papendrecht,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Prins Florisschool Zuidkil,0590::SB15,3350 CD,1683,900,4,2,0,4,0,784,118,0,4,0,0,0,902,211,64,57,73,63,25,35,72,36,20,35,11,1,6,175,16,0
