contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,SP (Socialistische Partij),PVV (Partij voor de Vrijheid),Democraten 66 (D66),Partij van de Arbeid (P.v.d.A.),GROENLINKS,50PLUS,Partij voor de Dieren,ChristenUnie-SGP,Lokaal Brabant,Ouderen Appèl - Hart voor Brabant,Forum voor Democratie,DENK,Senioren Brabant,Code Oranje
's-Hertogenbosch,'s-Hertogenbosch,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Stadskantoor,0796::SB1,5211hh,1226,1045,5,0,0,3,1,955,91,0,3,0,0,0,1047,218,85,61,28,196,87,151,22,60,10,5,2,113,3,2,2
's-Hertogenbosch,'s-Hertogenbosch,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Babel,0796::SB2,5211mr,978,1027,5,1,0,0,0,1031,2,0,0,0,0,0,1033,165,44,102,20,169,86,218,17,93,9,5,2,90,2,1,4
's-Hertogenbosch,'s-Hertogenbosch,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Van Neynsel Antoniegaarde,0796::SB3,5211sj,1413,708,2,3,2,0,0,666,49,0,0,2,0,0,715,117,53,65,58,99,59,105,19,36,5,10,3,59,13,7,0
's-Hertogenbosch,'s-Hertogenbosch,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Theater aan de Parade,0796::SB4,5211kl,1019,457,2,0,0,0,0,407,52,0,0,0,0,0,459,131,53,23,5,76,33,53,4,32,6,2,0,38,1,0,0
's-Hertogenbosch,'s-Hertogenbosch,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau BS Het Bossche Broek (centrum),0796::SB5,5211GX,1502,800,2,1,0,0,0,727,76,0,0,0,0,0,803,163,57,35,16,153,61,131,16,70,9,8,3,72,3,2,1
's-Hertogenbosch,'s-Hertogenbosch,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Stadsklooster San Damiano,0796::SB6,5211ca,1016,628,1,0,0,0,1,571,57,0,0,0,0,0,629,131,47,27,7,128,38,133,8,52,12,7,0,34,0,1,3
's-Hertogenbosch,'s-Hertogenbosch,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Verkadefabriek,0796::SB7,5211vd,1392,637,5,0,0,0,0,618,24,0,0,0,0,0,642,59,26,82,24,108,42,131,15,72,3,9,1,57,3,3,2
's-Hertogenbosch,'s-Hertogenbosch,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Woon- en Zorgcentrum Nieuwehagen,0796::SB8,5211pd,1154,456,3,0,0,0,0,428,31,0,0,0,0,0,459,49,42,54,27,37,44,67,26,33,4,13,4,50,0,4,2
's-Hertogenbosch,'s-Hertogenbosch,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Stadsarchief,0796::SB9,5211xk,1408,853,1,0,0,0,0,801,53,0,0,0,0,0,854,148,46,52,32,151,65,154,17,68,7,7,1,96,2,4,3
's-Hertogenbosch,'s-Hertogenbosch,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Scouting Lucas,0796::SB10,5216jj,1289,559,3,1,0,0,0,516,47,0,0,0,0,0,563,70,49,68,37,67,46,74,18,39,9,14,1,54,6,7,0
